Y_H,Y_H2,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_CO,Y_CO2,Y_HE,Y_HCO,Y_OHEX,Y_N,Y_NO,Y_NO2,Y_N2O,Y_NH3,Y_HNO,Y_H2NO,Y_NNH,Y_NH2,Y_NH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_HONO,Y_HNOH,Y_HNO2,Y_HONO2,Y_NO3,Y_HON,Y_N2,Y_AR,MF,CEM,HRR,T
1.1326652001001432e-05,0.0175169601181973,1.1734405887241214e-06,0.0944248452915801,0.0002809466320357,0.0807793357469049,2.3187380705171134e-06,1.3977479338840184e-05,0.0,0.0,0.0,0.0,3.0027755944293196e-18,1.232812106524347e-07,4.9115610794535345e-05,3.233077869021428e-07,0.002713520179698053,0.115438896954287,1.5690393619725634e-05,2.7644600837523894e-05,3.6177365674355005e-07,0.006474238024476736,1.5469333435916207e-05,0.009704359147711436,0.0018646306350043182,0.006051097102484191,1.1697942954789499e-06,5.926455564919253e-07,6.319741983299358e-08,5.534333563205094e-10,4.3546311525934654e-07,4.830117052041785e-10,0.0003029076686317911,0.6915590152569949,0.0,0.2473916122063492,-6.515122579636273,35555822522.397255,913.3309678293
6.150111519359302e-06,0.018325736265378,8.017867033042543e-07,0.0988886425180296,0.0002347692143205,0.0751227979838148,1.5622482939962696e-06,1.0565438882253785e-05,0.0,0.0,0.0,0.0,6.906469669763619e-19,7.620278658126264e-08,3.152031178948771e-05,1.8860446574960542e-07,2.8339289982599874e-05,0.120871800895498,1.1415567967137163e-05,2.0116680912593438e-05,2.1058968517269816e-07,0.005714168857241129,1.1102655867132031e-05,0.010403581135551091,0.0019686765519636978,0.005499212995592588,8.504461609334538e-07,3.1576175036533363e-07,4.370121053207391e-08,1.9944675455398632e-10,5.4031781677460376e-08,6.323300406845062e-11,4.2635929315269474e-08,0.686556253122959,0.0,0.25407040023753363,-6.470543408143313,30524580356.535656,865.8285697797528
2.6485964104205885e-06,0.0189258618732596,4.789564527030617e-07,0.104057023676321,0.0001914511781495,0.0684793900531016,1.5549510875067869e-06,1.1303272164864085e-05,0.0,0.0,0.0,0.0,1.517062235762283e-19,4.624104531648722e-08,2.5447783787495707e-05,1.6440810073317178e-07,1.5004943332346135e-05,0.125811992051783,1.0097262954320504e-05,2.152025711399836e-05,1.5683639233114656e-07,0.004384657896946188,7.297230149596436e-06,0.011674349507710978,0.002359875663858342,0.004868359036822654,6.556673052108564e-07,3.168795174050026e-07,3.727850645784043e-08,1.0705211274758156e-10,5.0331741805913584e-08,6.144065499397777e-11,3.1541184946701604e-08,0.682534281167385,0.0,0.25724501637081115,-6.372760046853391,23050931944.989777,817.302085293806
1.1417237826070917e-06,0.019354047429806,2.8260927210764054e-07,0.109220519986655,0.0001606738656523,0.0609267117307801,1.7674078084359685e-06,1.6303694616567135e-05,0.0,0.0,0.0,0.0,3.184770453815552e-20,2.8224004430106046e-08,2.3050375031304017e-05,1.5469788031801464e-07,2.297454235636294e-05,0.131246049195848,1.0071167543929984e-05,2.6902481526702668e-05,1.305041352660203e-07,0.003328903334487502,4.692110302157103e-06,0.014621636788116605,0.002697336474065077,0.004199271276084526,4.875223100799814e-07,3.865912196386714e-07,2.9067474305467904e-08,4.303061957849813e-11,1.3938402255897597e-07,1.8545230889829018e-10,4.496957928677042e-08,0.679091997791258,0.0,0.26045904828309246,-6.277700965249233,17751518608.112026,763.697169473598
3.647961274447633e-07,0.0200016185461535,1.8087573441665604e-07,0.114343843649072,0.0001367671065477,0.0543903535977619,1.2266758398004203e-06,1.3202973244309301e-05,0.0,0.0,0.0,0.0,5.240792090667863e-21,1.8906783857593862e-08,1.4624515746646864e-05,1.2554045079277042e-07,3.7216543229204775e-06,0.136744023462041,6.815219371058203e-06,1.8432420743156606e-05,6.343149362305166e-08,0.0024512712607475196,3.1604136453071376e-06,0.010676172688725373,0.003538193444846695,0.0032735130141323707,4.383811378497199e-07,3.1644740972483413e-07,2.6845526812676357e-08,7.633284327761052e-12,3.7676485083922455e-08,4.894270053447372e-11,1.3129608018609522e-08,0.674383393638424,0.0,0.2632152334899999,-6.2569657687425995,12678761694.237116,713.2109982532719
2.1288881340903052e-07,0.0208143983722664,1.227424941559548e-07,0.119631201595871,0.0001258498204344,0.0486370012498203,1.881586855374309e-06,2.4531772036206448e-05,0.0,0.0,0.0,0.0,1.6563237610783609e-21,1.2863001620906004e-08,1.8169378839967628e-05,1.5263506208565724e-07,6.877247331454252e-06,0.140466727525437,9.093960899138918e-06,3.299894680348884e-05,7.659315017337382e-08,0.002009567602666344,2.1809560089827145e-06,0.017282243708344913,0.003491895518089807,0.0029208289064923364,3.0638964418683134e-07,5.358403081167706e-07,1.7998808784658695e-08,2.35959713139089e-12,1.1852267902551001e-07,1.6940779919643088e-10,1.7441885096814676e-08,0.67032482143617,0.0,0.26776472663601225,-6.275943411772327,11099593292.443481,668.065191674807
7.340402391472722e-08,0.021369587716919,1.1514857515631997e-07,0.124096484914085,0.0001126259181177,0.0432801372236032,3.722291712421672e-07,1.1322235852848093e-05,0.0,0.0,0.0,0.0,4.291520176695843e-22,1.1227091629009263e-08,9.97211522973819e-06,1.3505847458106322e-07,1.2057746983892469e-06,0.1442250686779019,4.1722943861714035e-06,1.0190828933362478e-05,1.050719680039844e-08,0.0015503852873039324,1.8088435646479728e-06,0.003167795212422473,0.003890643574249245,0.002238365355170109,2.1314220413959809e-07,5.233440158551211e-07,1.534369824173429e-08,5.100954577289451e-13,2.1583683890369355e-08,2.2761833777855415e-11,5.742882918186783e-09,0.6669160955493729,0.0,0.2670044911854644,-6.295854551019456,7710509018.332028,632.580237087193
3.6398545841170584e-08,0.0217349823543196,9.035249602338702e-08,0.127182237301095,0.000106298748302,0.0388136264340919,3.7245170544476516e-07,1.4872608352516677e-05,0.0,0.0,0.0,0.0,1.313536245081669e-22,8.933125117631006e-09,8.734017457591238e-06,1.3727469742387922e-07,1.0231051498531495e-06,0.147854005635331,3.842248074513951e-06,1.1027713694729911e-05,8.314619569302796e-09,0.0012863726615738576,1.3986734692797947e-06,0.0031975598541582255,0.0041139328068810245,0.001886887068987097,1.669808614257096e-07,5.658836588352872e-07,1.161099620074979e-08,9.108275925040825e-14,2.956675642039698e-08,3.3777866787211046e-11,4.043021244893796e-09,0.66430884952686,0.0,0.2694647882045651,-6.276185111735564,6540452155.956909,596.7671730296489
2.1673461409670386e-08,0.0221689995026952,8.344760606014966e-08,0.129882364612932,0.0001011135021699,0.0348992220356421,2.7057476986804774e-07,1.606918744587158e-05,0.0,0.0,0.0,0.0,5.809611356960639e-23,7.447316664533085e-09,9.24180894712988e-06,1.4782831213559366e-07,7.339915107432625e-07,0.150933654871208,4.0616548799169275e-06,1.4023312748350337e-05,4.772703547400305e-09,0.0011027746813678499,1.1391767726089492e-06,0.0021981028540129545,0.0038088906622683444,0.001655043857831895,1.0491678251709155e-07,6.567963847553456e-07,7.9207176069418e-09,2.0396966996897496e-14,2.803581699204397e-08,3.024460512043962e-11,2.914960157750205e-09,0.662014645475352,0.0,0.2716608568170521,-6.229933081137625,5598893567.001648,567.886007684449
1.007390925969012e-08,0.0227017430604446,4.7011655853530395e-08,0.134157485418289,9.80131128857668e-05,0.0308377690444816,1.5766365354117191e-06,5.756940992685365e-05,0.0,0.0,0.0,0.0,1.1169669699031833e-23,5.04685629661833e-09,1.0188406544835958e-05,1.6720026096541698e-07,2.3212839894143706e-06,0.153719157855068,5.5337729434082725e-06,3.25046649461966e-05,2.382788432861533e-08,0.0009134030272085566,7.449266358279672e-07,0.014114848391055274,0.005047896644646234,0.0013821884551205043,1.375984933590419e-07,7.207565545240934e-07,6.856164903126875e-09,1.05709404328165e-14,2.0736966956979414e-07,3.705401306894052e-10,4.3002865727006914e-09,0.658485831508832,0.0,0.27660888127778643,-6.223042564672893,5357215607.832963,529.968769194052
