grid,velocity,T,D,X_NO,X_NH3,X_H2,X_O2,X_H,X_O,X_OH,X_HO2,X_N2,X_H2O,X_H2O2,X_NH2,X_NH,X_N,X_NNH,X_NH2OH,X_H2NO,X_HNOH,X_HNO,X_HON,X_NO2,X_HONO,X_HNO2,X_NO3,X_HONO2,X_N2O,X_N2H4,X_N2H3,X_N2H2,X_H2NN,X_AR
0.0131818182,0.370862509,298.024889,0.981557048,3.59289763e-09,0.12587479,0.125173228,0.157343815,1.16267029e-16,2.90885274e-13,1.09561511e-16,8.89907893e-12,0.59160727,8.91802282e-07,2.01018572e-10,1.14144516e-10,1.03240993e-17,1.90885655e-16,1.17363573e-20,9.38080706e-12,5.01218336e-10,7.66269012e-14,3.94053248e-10,1.89157517e-13,1.33457259e-10,1.97580417e-12,2.09720543e-14,1.18489894e-16,8.38596339e-15,3.53878472e-10,1.54280289e-11,4.85231099e-12,1.47464186e-13,1.79726513e-12,1.48085396e-16
0.0134090909,0.370719222,298.079868,0.981936431,1.40835686e-08,0.125953211,0.124626993,0.157442309,1.68578446e-16,8.97333988e-13,8.0877602e-16,3.27158078e-11,0.591974138,3.32865002e-06,7.84215621e-10,3.25856951e-10,-4.17751169e-17,-1.62708081e-16,1.28555745e-19,3.70162537e-11,1.96804106e-09,2.94974803e-13,1.53959766e-09,7.38164064e-13,5.87578134e-10,9.60698462e-12,2.15990462e-14,-9.04852258e-17,7.65856018e-14,1.70521051e-09,7.4848761e-11,2.20308442e-11,6.40340277e-13,9.85001432e-12,-2.05498553e-16
0.0135227273,0.370634015,298.165297,0.982162172,3.40697991e-08,0.126023479,0.124131968,0.157530852,2.04462642e-16,1.7848199e-12,3.56715622e-15,7.72288816e-11,0.592305905,7.74391147e-06,1.88977348e-09,6.16309587e-10,8.83269765e-17,3.13518402e-16,5.93488565e-19,9.00243015e-11,4.76734664e-09,7.12813133e-13,3.71436716e-09,1.78147174e-12,1.5634062e-09,2.77293222e-11,2.42718226e-14,2.8416872e-16,2.7361914e-13,4.88412131e-09,2.17049805e-10,6.00459886e-11,1.58377469e-12,2.87465227e-11,1.44046431e-16
0.0136363636,0.370595288,298.370911,0.982264809,9.14894984e-08,0.126129762,0.123369003,0.157665572,2.67747724e-16,3.78661596e-12,2.00780114e-14,2.03858599e-10,0.592815642,1.98785044e-05,5.05198139e-09,1.24423554e-09,7.16961326e-18,1.26062884e-16,3.20337704e-18,2.43223708e-10,1.28215895e-08,1.91403399e-12,9.9428578e-09,4.76816272e-12,4.68754102e-09,9.11323479e-11,3.32389535e-14,4.64556996e-16,1.09279408e-12,1.59121036e-08,7.18308337e-10,1.84857062e-10,4.30112598e-12,9.00239055e-11,-1.7199364e-16
0.01375,0.370758731,298.866135,0.981831792,2.56383082e-07,0.12628773,0.12219368,0.157868255,4.3608026e-16,8.3318438e-12,1.30143738e-13,5.65622492e-10,0.59359672,5.32042781e-05,1.4091945e-08,2.60815659e-09,2.92155905e-16,6.63110271e-16,1.87676611e-17,6.85756058e-10,3.59821885e-08,5.37113052e-12,2.77714593e-08,1.33184214e-11,1.46840982e-08,3.12822153e-10,6.87851707e-14,1.70668194e-15,4.50292215e-12,5.41464769e-08,2.48420622e-09,5.94498824e-10,1.21267942e-11,2.87957416e-10,-1.41337697e-16
0.0138636364,0.371547695,300.059327,0.979746918,7.29289712e-07,0.126514381,0.120385577,0.158166633,9.69561839e-16,1.88526656e-11,8.93945484e-13,1.60771249e-09,0.594787657,0.00014454649,3.98948015e-08,5.62116663e-09,1.56234425e-15,1.96745983e-15,1.14231842e-16,1.96207497e-09,1.0247294e-07,1.53075296e-11,7.87246253e-08,3.77553301e-11,4.66143207e-08,1.08653006e-09,2.05630155e-13,5.17126327e-15,1.86682701e-11,1.86476164e-07,8.69415659e-09,1.93740087e-09,3.46147002e-11,9.26245849e-10,-1.44954495e-16
0.0139204545,0.372586054,301.285915,0.977016465,1.2956488e-06,0.126655806,0.119119033,0.158361745,1.72629284e-15,2.98096916e-11,2.64095325e-12,2.89031236e-09,0.595611728,0.000249496861,7.06507875e-08,8.6233589e-09,4.00524595e-15,3.30587904e-15,3.09074763e-16,3.49766231e-09,1.82125125e-07,2.72376131e-11,1.39527077e-07,6.69179437e-11,8.87083471e-08,2.19184222e-09,4.19513039e-13,8.93032569e-15,4.24164804e-11,3.74154085e-07,1.76291002e-08,3.75225491e-09,6.15454703e-11,1.77693863e-09,-3.91383014e-16
0.0139772727,0.374563655,303.373091,0.971858065,2.3853741e-06,0.126807355,0.117518005,0.158586979,3.55407022e-15,4.89428551e-11,8.34078198e-12,5.4379678e-09,0.596639029,0.000444479988,1.29588968e-07,1.37017148e-08,1.24622453e-14,8.03310857e-15,8.93280562e-16,6.46310395e-09,3.35387847e-07,5.02440349e-11,2.56149118e-07,1.22859936e-10,1.76447135e-07,4.65608262e-09,9.3742022e-13,1.74469431e-14,1.03167766e-10,7.90070587e-07,3.767777e-08,7.614048e-09,1.133327e-10,3.52679808e-09,1.16163764e-15
0.0140340909,0.37818088,306.914214,0.962562432,4.47271336e-06,0.126946903,0.115501392,0.158830868,8.58951164e-15,8.40779725e-11,2.75100502e-11,1.06175667e-08,0.597908232,0.000804556236,2.41974496e-07,2.27043361e-08,3.30239547e-14,1.2408295e-14,2.71985953e-15,1.21615505e-08,6.28780648e-07,9.44217159e-11,4.78722141e-07,2.29635456e-10,3.58266427e-07,1.01158089e-08,2.17465034e-12,3.25265643e-14,2.57538804e-10,1.70656848e-06,8.24105542e-08,1.57934926e-08,2.12246054e-10,7.10849563e-09,-1.12014898e-15
0.0140909091,0.384602747,312.887761,0.946490136,8.44100188e-06,0.127026147,0.112976348,0.159063015,2.54772555e-14,1.54001174e-10,9.31366013e-11,2.15861582e-08,0.599455895,0.00146283884,4.54492271e-07,3.98590065e-08,9.72948717e-14,2.80168379e-14,8.71755432e-15,2.30212166e-08,1.18560639e-06,1.78690501e-10,8.99945634e-07,4.31769325e-10,7.31311564e-07,2.20831908e-08,5.11739415e-12,6.61044317e-14,6.45316564e-10,3.70691355e-06,1.81271846e-07,3.29844401e-08,3.98932699e-10,1.43998823e-08,-2.09455444e-15
0.0141477273,0.395704007,322.861316,0.919936864,1.58938666e-05,0.126950769,0.109844822,0.159218605,1.00057754e-13,3.09714804e-10,3.19644594e-10,4.63633447e-08,0.601308256,0.00264668864,8.50887411e-07,7.59088081e-08,3.19364099e-13,1.00724878e-13,2.96494921e-14,4.34379692e-08,2.22760161e-06,3.3769086e-10,1.68619848e-06,8.09309433e-10,1.48411011e-06,4.7844753e-08,1.20240129e-11,1.54881402e-13,1.600332e-09,8.00518063e-06,3.96372681e-07,6.86702628e-08,7.43755556e-10,2.91369329e-08,2.38105578e-14
0.0141761364,0.404131825,330.281411,0.900752375,2.2007934e-05,0.126790766,0.108012295,0.159221458,2.34271004e-13,4.79066694e-10,6.28000359e-10,7.25598375e-08,0.602353028,0.00357872448,1.1734056e-06,1.12457008e-07,6.07632236e-13,1.57836861e-13,5.85759604e-14,6.01679912e-08,3.07739241e-06,4.68817741e-10,2.32625541e-06,1.11692344e-09,2.13661164e-06,7.13945658e-08,1.87918829e-11,2.46799983e-13,2.57941328e-09,1.19459732e-05,5.9568879e-07,1.00586471e-07,1.01755206e-09,4.21123126e-08,4.10579503e-15
0.0142045455,0.415328425,340.029678,0.876469507,3.06470556e-05,0.12649402,0.105986636,0.159133022,6.30827991e-13,7.71689589e-10,1.25103594e-09,1.17471252e-07,0.603472485,0.00485136477,1.62588088e-06,1.72373135e-07,1.24691615e-12,3.25117705e-13,1.19256245e-13,8.37692591e-08,4.27161208e-06,6.5497434e-10,3.22448646e-06,1.54909433e-09,3.09597352e-06,1.07449214e-07,2.98301933e-11,4.29512925e-13,4.21773437e-09,1.80009762e-05,9.0451041e-07,1.48757635e-07,1.39186615e-09,6.13697078e-08,7.76929103e-15
0.0142329545,0.430026145,352.71522,0.846512945,4.2734566e-05,0.126008821,0.103763383,0.158913036,1.97601181e-12,1.29933251e-09,2.51734255e-09,1.96631889e-07,0.604659675,0.00656558324,2.2532064e-06,2.73548708e-07,2.65704305e-12,6.8477598e-13,2.48948596e-13,1.16684087e-07,5.92980971e-06,9.16940215e-10,4.47004018e-06,2.14932663e-09,4.48506819e-06,1.61711351e-07,4.75047881e-11,7.66390344e-13,6.90321896e-09,2.71781844e-05,1.37640874e-06,2.20767622e-07,1.88847022e-09,8.97818771e-08,-5.62534613e-15
0.0142471591,0.439027512,360.440924,0.829156918,5.05382332e-05,0.125670946,0.102576084,0.158734181,3.74254587e-12,1.7392927e-09,3.63727363e-09,2.60637831e-07,0.605275914,0.00763549424,2.65424489e-06,3.52239744e-07,4.13600718e-12,1.08608268e-12,3.66487459e-13,1.37838583e-07,6.99111264e-06,1.08718488e-09,5.2663219e-06,2.53388561e-09,5.40144841e-06,1.9859317e-07,6.02205383e-11,1.06274837e-12,8.85467639e-09,3.34786495e-05,1.70244665e-06,2.69883531e-07,2.1870183e-09,1.09027668e-07,4.79736974e-15
0.0142613636,0.449324329,369.249165,0.810155773,5.9811883e-05,0.125254691,0.101339127,0.158497174,7.41924026e-12,2.35702372e-09,5.27228842e-09,3.49292712e-07,0.605905334,0.00887467188,3.12714221e-06,4.57568112e-07,6.52824327e-12,1.72315638e-12,5.42872023e-13,1.62883527e-07,8.24368675e-06,1.29051653e-09,6.20523343e-06,2.98813403e-09,6.5052775e-06,2.43981299e-07,7.65126294e-11,1.48170891e-12,1.13739004e-08,4.12960071e-05,2.1088394e-06,3.30604496e-07,2.52006238e-09,1.32678206e-07,4.15483984e-15
0.0142755682,0.46104966,379.250597,0.789552039,7.07899469e-05,0.124749526,0.100053926,0.158192923,1.53939101e-11,3.23362157e-09,7.66611382e-09,4.72837827e-07,0.606546733,0.0103018591,3.68185511e-06,5.99094745e-07,1.05537842e-11,2.78582632e-12,8.07846718e-13,1.92390243e-07,9.71436597e-06,1.53269786e-09,7.30644486e-06,3.52214748e-09,7.82492801e-06,2.99389684e-07,9.72644508e-11,2.0872623e-12,1.4593001e-08,5.09379237e-05,2.61227792e-06,4.05417945e-07,2.88217544e-09,1.61688812e-07,7.26548792e-17
0.0142897727,0.474338065,390.557163,0.767433033,8.37341653e-05,0.124144661,0.098722392,0.157811762,3.33821009e-11,4.4904597e-09,1.11743431e-08,6.46053337e-07,0.607199109,0.0119358476,4.32882687e-06,7.89780042e-07,1.75484695e-11,4.60232699e-12,1.20576128e-12,2.26973285e-07,1.14315321e-05,1.82041235e-09,8.59053312e-06,4.146743e-09,9.38917721e-06,3.66432424e-07,1.23514978e-10,2.96354226e-12,1.86599393e-08,6.27551329e-05,3.23182588e-06,4.97294288e-07,3.26192975e-09,1.97224891e-07,-6.99599524e-15
0.0143039773,0.489323039,403.279944,0.743931253,9.8935582e-05,0.123429284,0.0973469132,0.157343574,7.5499799e-11,6.3105238e-09,1.63208532e-08,8.90331023e-07,0.60786177,0.0137950262,5.07872458e-06,1.04705626e-06,3.01224477e-11,7.79853421e-12,1.80226996e-12,2.67283855e-07,1.34245876e-05,2.16150284e-09,1.0078443e-05,4.87340448e-09,1.12253627e-05,4.46766797e-07,1.56500867e-10,4.2494968e-12,2.37340166e-08,7.71420502e-05,3.98892312e-06,6.09786672e-07,3.63935995e-09,2.40720034e-07,7.02973707e-15
0.0143181818,0.506134273,417.526833,0.719221602,0.00011671715,0.122592821,0.0959303151,0.156777936,1.76966176e-10,8.97162893e-09,2.38815647e-08,1.23669557e-06,0.608534435,0.0158969153,5.9420671e-06,1.3941499e-06,5.33969444e-11,1.3465311e-11,2.69363375e-12,3.14000907e-07,1.57232283e-05,2.56518075e-09,1.1790737e-05,5.71405987e-09,1.33566274e-05,5.42012695e-07,1.97577826e-10,6.10649417e-12,2.99781683e-08,9.4536113e-05,4.90729047e-06,7.47161664e-07,3.9827735e-09,2.93958005e-07,2.82569204e-15
0.0143252841,0.515281323,425.268617,0.706454294,0.000126721557,0.122124718,0.0952073772,0.156454162,2.77170679e-10,1.07808851e-08,2.90111784e-08,1.4655114e-06,0.60887466,0.0170464164,6.42049538e-06,1.61322182e-06,7.30553186e-11,1.8047314e-11,3.29760118e-12,3.40052247e-07,1.69994272e-05,2.79494384e-09,1.27392502e-05,6.18228461e-09,1.45399021e-05,5.95851176e-07,2.21782193e-10,7.34980323e-12,3.36029459e-08,0.000104554318,5.43736531e-06,8.27228832e-07,4.12386128e-09,3.25116699e-07,-4.93543749e-16
0.0143323864,0.524948895,433.444282,0.693444081,0.000137544343,0.121621197,0.0944753007,0.156100804,4.38538481e-10,1.29921734e-08,3.52760003e-08,1.74055743e-06,0.609217582,0.0182651256,6.93227785e-06,1.8680639e-06,1.00618213e-10,2.42922548e-11,4.03623043e-12,3.68050587e-07,1.83666127e-05,3.04564233e-09,1.37536001e-05,6.68512653e-09,1.58053685e-05,6.54196732e-07,2.48801125e-10,8.86218135e-12,3.76020229e-08,0.000115561346,6.02057433e-06,9.15994456e-07,4.23560651e-09,3.5976248e-07,2.80906181e-15
0.0143394886,0.53515183,442.06612,0.680223227,0.000149240929,0.121081029,0.0937345566,0.155716435,7.06139447e-10,1.57012381e-08,4.29419218e-08,2.07139159e-06,0.609563346,0.0195549243,7.47851765e-06,2.16422349e-06,1.39651826e-10,3.284036e-11,4.93822185e-12,3.98091096e-07,1.98283685e-05,3.31917053e-09,1.48359206e-05,7.22427545e-09,1.71527389e-05,7.17214257e-07,2.78876917e-10,1.06880915e-11,4.19944044e-08,0.000127630481,6.66083582e-06,1.01435783e-06,4.30824548e-09,3.98303941e-07,3.70531961e-15
0.0143465909,0.545904141,451.145722,0.666825325,0.000161870003,0.120503055,0.0929856296,0.155299644,1.16883959e-09,1.90282193e-08,5.23415926e-08,2.46957066e-06,0.609912141,0.0209175518,8.06015672e-06,2.50807801e-06,1.95417437e-10,4.46077264e-11,6.03817231e-12,4.30268202e-07,2.13880041e-05,3.61764458e-09,1.59880326e-05,7.80142774e-09,1.85802269e-05,7.85040457e-07,3.1226981e-10,1.28891614e-11,4.67964075e-08,0.000140837497,7.36217248e-06,1.12331661e-06,4.33043827e-09,4.41208041e-07,1.90309009e-15
0.0143536932,0.557218928,460.693898,0.653284891,0.000175493832,0.119886184,0.0922290156,0.154849034,2.01862452e-09,2.31243247e-08,6.38991015e-08,2.94903239e-06,0.610264195,0.0223545961,8.67793047e-06,2.9070681e-06,2.75706323e-10,6.09008235e-11,7.37806253e-12,4.64674998e-07,2.30484633e-05,3.94343283e-09,1.72113635e-05,8.41827813e-09,2.00841852e-05,8.57777888e-07,3.49254442e-10,1.55446899e-11,5.20208729e-08,0.000155260478,8.12869378e-06,1.24397913e-06,4.28984925e-09,4.89010964e-07,5.04700383e-15
0.0143607955,0.569108303,470.720616,0.639636964,0.000190178643,0.119229406,0.0914652175,0.154363233,3.68603415e-09,2.81804553e-08,7.81660268e-08,3.52649144e-06,0.610619783,0.0238674883,9.33231358e-06,3.37015213e-06,3.92063637e-10,8.35557772e-11,9.00955159e-12,5.01402575e-07,2.48122113e-05,4.29916261e-09,1.85068522e-05,9.07648246e-09,2.16586838e-05,9.35488652e-07,3.90086909e-10,1.87279969e-11,5.767627e-08,0.000170979622,8.96457688e-06,1.37757707e-06,4.17518674e-09,5.42331126e-07,-5.94537151e-16
0.0143678977,0.581583307,481.234926,0.625916706,0.000205995074,0.118531789,0.0906947426,0.153840895,7.11574005e-09,3.44385401e-08,9.58747953e-08,4.22176974e-06,0.610979218,0.0254574978,1.0023455e-05,3.90865069e-06,5.61709882e-10,1.15234682e-10,1.09981517e-11,5.40539383e-07,2.66810979e-05,4.68781444e-09,1.98748392e-05,9.77770177e-09,2.32950281e-05,1.01818785e-06,4.35050387e-10,2.25512458e-11,6.37657837e-08,0.000188077036,9.87404596e-06,1.5254777e-06,3.98089517e-09,6.01884631e-07,2.13796784e-15
0.014375,0.594653819,492.244885,0.612159036,0.000223018697,0.117792482,0.0899180991,0.153280706,1.42532191e-08,4.22062346e-08,1.18014873e-07,5.05791314e-06,0.611342855,0.0271257311,1.07511001e-05,4.53763424e-06,8.10259307e-10,1.59721747e-10,1.34296274e-11,5.8217039e-07,2.86561909e-05,5.11270954e-09,2.13149402e-05,1.05235305e-08,2.4981231e-05,1.10583655e-06,4.84384807e-10,2.71135098e-11,7.02861498e-08,0.00020663653,1.08613486e-05,1.68919635e-06,3.71426537e-09,6.68502925e-07,-1.70795669e-15
0.0143821023,0.608328463,503.757471,0.598398286,0.000241330615,0.117010713,0.0891357929,0.15268139,2.87893763e-08,5.18763684e-08,1.45935424e-07,6.06088391e-06,0.611711085,0.0288731309,1.15144983e-05,5.27787879e-06,1.17587671e-09,2.22509038e-10,1.64201574e-11,6.26376215e-07,3.07375785e-05,5.57763589e-09,2.28259039e-05,1.13155483e-08,2.67014718e-05,1.19833448e-06,5.38335323e-10,3.2552643e-11,7.72264242e-08,0.000226743403,1.19307276e-05,1.87041376e-06,3.40219283e-09,7.43152349e-07,2.04397862e-15
0.0143892045,0.622614504,515.778498,0.584667892,0.000261018126,0.116185787,0.0883483246,0.152041711,5.7156452e-08,6.395239e-08,1.8147317e-07,7.2586049e-06,0.612084339,0.0307004782,1.23122953e-05,6.15820608e-06,1.71520181e-09,3.1151704e-10,2.01297443e-11,6.73231938e-07,3.29241335e-05,6.08688395e-09,2.44054601e-05,1.21552565e-08,2.84356062e-05,1.29551213e-06,5.97085187e-10,3.90011176e-11,8.4566404e-08,0.000248484231,1.30863829e-05,2.07100626e-06,3.09161944e-09,8.26954211e-07,4.56866376e-15
0.0143963068,0.637517744,528.312521,0.571000123,0.000282175388,0.115317082,0.0875561869,0.151360477,1.09715823e-07,7.90819215e-08,2.27098957e-07,8.67920487e-06,0.612463074,0.0326083952,1.31424115e-05,7.21785648e-06,2.51198503e-09,4.38255957e-10,2.47790772e-11,7.22805633e-07,3.52132366e-05,6.64539794e-09,2.60501651e-05,1.30440937e-08,3.01588188e-05,1.39712256e-06,6.60761597e-10,4.66078331e-11,9.2274872e-08,0.000271946656,1.43324208e-05,2.29309488e-06,2.84015915e-09,9.2120388e-07,2.77596169e-15
0.0144034091,0.653042421,541.362753,0.557425825,0.000304904037,0.114404044,0.0867598615,0.150636552,2.02055357e-07,9.81006941e-08,2.86070851e-07,1.03484695e-05,0.61284778,0.03459735,1.40019089e-05,8.50852585e-06,3.68932292e-09,6.19491661e-10,3.06686854e-11,7.75156399e-07,3.76004454e-05,7.25895349e-09,2.77552606e-05,1.39834255e-08,3.18415322e-05,1.50283286e-06,7.29412539e-10,5.5539182e-11,1.00307613e-07,0.000297219174,1.56727809e-05,2.53910992e-06,2.7010095e-09,1.02738671e-06,5.04736886e-15
0.0144105114,0.669191121,554.930982,0.543974208,0.000329313636,0.113446186,0.0859598172,0.149868854,3.56323951e-07,1.2208973e-07,3.62576741e-07,1.22866948e-05,0.613238969,0.0366676608,1.48868553e-05,1.00958269e-05,5.42674442e-09,8.79639565e-10,3.81996165e-11,8.30331682e-07,4.00790968e-05,7.93436623e-09,2.95145635e-05,1.49744947e-08,3.34496915e-05,1.61221585e-06,8.02941966e-10,6.59499552e-11,1.08605344e-07,0.000324390922,1.71111362e-05,2.81185953e-06,2.71269193e-09,1.14718875e-06,3.14420924e-15
0.0144176136,0.6859647,569.017512,0.530672657,0.000355521837,0.112443079,0.0851565075,0.149056367,6.02547813e-07,1.52449206e-07,4.61844442e-07,1.45053059e-05,0.613637175,0.0388195018,1.57921952e-05,1.20600954e-05,7.98376417e-09,1.25429344e-09,4.78954788e-11,8.8836379e-07,4.26398256e-05,8.67983407e-09,3.13204102e-05,1.6018419e-08,3.49455261e-05,1.72474253e-06,8.81087693e-10,7.79950753e-11,1.17091895e-07,0.000353551476,1.86507571e-05,3.11459416e-06,2.90088787e-09,1.28250067e-06,-3.721476e-15
0.0144247159,0.70336222,583.621098,0.517546579,0.00038365417,0.111394355,0.0843503688,0.148198143,9.79872334e-07,1.90992677e-07,5.90192097e-07,1.70037065e-05,0.614042945,0.0410529082,1.67116424e-05,1.44965465e-05,1.17316036e-08,1.79525991e-09,6.04255262e-11,9.49265351e-07,4.52699914e-05,9.50537018e-09,3.31636829e-05,1.71161703e-08,3.62888526e-05,1.83977631e-06,9.63383016e-10,9.18322451e-11,1.25672963e-07,0.000384790644,2.02943309e-05,3.45106849e-06,3.28994761e-09,1.43541374e-06,4.95589117e-15
0.0144318182,0.7213809,598.73891,0.50461928,0.000413843376,0.110299701,0.0835418192,0.147293307,1.5376536e-06,2.40065581e-07,7.54988584e-07,1.97668398e-05,0.614456837,0.0433677818,1.763761e-05,1.75147763e-05,1.71948775e-08,2.57759122e-09,7.66281165e-11,1.01302352e-06,4.7953025e-05,1.04232824e-08,3.50339455e-05,1.82684659e-08,3.74389167e-05,1.95656991e-06,1.04903518e-09,1.07552869e-10,1.34235755e-07,0.000418198264,2.20437292e-05,3.82560719e-06,3.91665738e-09,1.60820743e-06,5.18691784e-15
