Y_NO,Y_NH3,Y_H2,Y_O2,Y_H,Y_O,Y_OH,Y_HO2,Y_N2,Y_H2O,Y_H2O2,Y_NH2,Y_NH,Y_N,Y_NNH,Y_NH2OH,Y_H2NO,Y_HNOH,Y_HNO,Y_HON,Y_NO2,Y_HONO,Y_HNO2,Y_NO3,Y_HONO2,Y_N2O,Y_N2H4,Y_N2H3,Y_N2H2,Y_H2NN,Y_AR,MF,CEM,HRR,T
0.0009892000583696632,0.115438896954287,0.0175169601181973,0.0944248452915801,0.0005788733381548934,7.264579293949161e-06,0.0002809466320357,4.327539733604948e-05,0.6915590152569949,0.0807793357469049,5.248214279937664e-05,0.0013834417703803192,2.79675204678153e-05,1.1417152334472511e-05,1.0494538029440641e-07,9.468138273427916e-05,4.603222372866336e-05,2.651193199526758e-06,6.769742136175259e-05,0.0013224759228115217,1.5869450382949434e-05,1.3505531963339806e-05,8.268234934585398e-09,1.957264645126408e-09,1.6508646293134158e-05,0.07710093580122838,0.0004756339941125227,0.0003281347325481903,1.0125304100864165e-05,0.00027174816549697397,0.0,0.19338782466926163,-6.807653543807991,17564543421.155422,913.3309678293
0.0007193724004355144,0.120871800895498,0.018325736265378,0.0988886425180296,0.00043038958267606174,4.1950173676733095e-06,0.0002347692143205,3.0038216348209858e-05,0.686556253122959,0.0751227979838148,4.4696605693338035e-05,0.0012278557490239363,2.0155315059296414e-05,7.234040962483285e-06,5.510105478852547e-08,8.534570196284095e-05,3.721804353037675e-05,2.1880932379535696e-06,5.49787093302175e-05,0.000565775020429221,1.6542661647665617e-05,8.988407512901907e-06,4.330956191014932e-09,3.799020286104021e-09,3.3766258074772945e-05,0.09580003465496724,0.00044288821735023027,0.0002747310195506185,6.992802272291989e-06,0.0002675234078848398,0.0,0.18738844052901668,-6.699578077440938,14979325926.873497,865.8285697797528
0.0006062575555448143,0.125811992051783,0.0189258618732596,0.104057023676321,0.00021063252085202488,1.6795512306732428e-06,0.0001914511781495,2.2287885237097684e-05,0.682534281167385,0.0684793900531016,5.772024569360397e-05,0.0009399013894609198,1.0433063920836585e-05,2.3950295666858407e-06,3.4980668015176244e-08,9.483023449088619e-05,3.54962563682613e-05,2.493835816934175e-06,5.711348390526155e-05,0.000327242219661642,2.754702328240424e-05,1.070489838688534e-05,3.9776000866573e-09,1.97375449489557e-08,0.00016816427004309213,0.16438060998717294,0.00044696424823135187,0.0002065964617067165,4.500279524174932e-06,0.0002957146394236979,0.0,0.1543378927459743,-6.466879143866838,9067091674.371197,817.302085293806
0.00044828977716623034,0.131246049195848,0.019354047429806,0.109220519986655,7.066256954932996e-05,5.01188761269771e-07,0.0001606738656523,1.1169149592532219e-05,0.679091997791258,0.0609267117307801,5.657054602289146e-05,0.0006000584541981598,4.091247030662155e-06,4.949475923336159e-07,1.7202921716805797e-08,9.355580549640227e-05,2.5360054081691305e-05,2.6281787005683264e-06,5.062255482818166e-05,0.00012107729173855541,4.589353665148914e-05,1.2136353973594871e-05,3.330689309254048e-09,1.0302834826159905e-07,0.0008300132354263997,0.35126000972662447,0.0003812522494447781,0.00012743989593667532,2.5053735689261454e-06,0.0003033423186242697,0.0,0.07800219500035163,-6.128473337885785,3465319198.616091,763.697169473598
0.00027908722139760925,0.136744023462041,0.0200016185461535,0.114343843649072,1.6509049709098167e-05,1.414946868571815e-07,0.0001367671065477,4.0341040304556e-06,0.674383393638424,0.0543903535977619,3.687836504231862e-05,0.0002915703427184732,1.2609874729899206e-06,7.319734788938535e-08,5.876572724600329e-09,7.293299063142922e-05,1.5396328603524253e-05,2.246195434328135e-06,3.6996907619089e-05,3.384997626220319e-05,5.704423956332332e-05,1.217263259223979e-05,2.387642873672774e-09,2.517661363045763e-07,0.0021759253969696373,0.6012963928202515,0.00024225623233305632,6.079479786633223e-05,1.0775879942112976e-06,0.0002339711786158002,0.0,0.004404049047249822,-5.9016845395770545,781957519.4536155,713.2109982532719
0.0002079115072239753,0.140466727525437,0.0208143983722664,0.119631201595871,4.506689197637783e-06,6.523062541350709e-08,0.0001258498204344,1.8457570235683918e-06,0.67032482143617,0.0486370012498203,2.58413692544032e-05,0.00016556893261901137,5.193513780140005e-07,1.4863568336286969e-08,2.9316493059123964e-09,6.388411265918093e-05,1.2210415175577211e-05,2.263948203699924e-06,3.25586956998345e-05,1.2673783417383392e-05,6.611727603555943e-05,1.4397559966528958e-05,1.920055767674618e-09,4.089134791464614e-07,0.003938332343795642,0.7154131838535377,0.0001649332534459067,3.478729524352167e-05,5.383236842770914e-07,0.0001933692498934717,0.0,0.0,-5.704915140211302,284003551.0512273,668.065191674807
0.0001800285934521324,0.1442250686779019,0.021369587716919,0.124096484914085,1.7285023372502482e-06,4.1506080116485394e-08,0.0001126259181177,1.090830705103943e-06,0.6669160955493729,0.0432801372236032,2.1021092023531472e-05,0.00012141155224203859,3.04165623549884e-07,4.997259046900492e-09,2.058127689020679e-09,6.146261350266211e-05,1.1817703041930921e-05,2.345101977777833e-06,3.2734376367406454e-05,6.334780200321169e-06,7.278141158715782e-05,1.66492352325924e-05,1.4530291788054188e-09,4.954248524615079e-07,0.005295043190701161,0.7483547184081947,0.00013767726549056308,2.6036407404035572e-05,3.536522121499118e-07,0.00018243686694957142,0.0,0.0,-5.574669563448927,174921160.2422665,632.580237087193
0.00016254052095193182,0.147854005635331,0.0217349823543196,0.127182237301095,6.788154747301928e-07,3.1062082053041716e-08,0.000106298748302,6.756451672756587e-07,0.66430884952686,0.0388136264340919,1.836141042165208e-05,9.898821187430346e-05,2.1136768909873831e-07,2.10523858745807e-09,1.7295166367326028e-09,6.286395162561071e-05,1.1450440479454354e-05,2.6406204081922258e-06,3.240572531636193e-05,3.455773694277001e-06,7.565992959957265e-05,1.924096181978518e-05,8.36566185332914e-10,5.636008326655874e-07,0.006268957611495633,0.7621755039382317,0.00012292439733666753,2.2088787219148127e-05,2.6806956534798364e-07,0.0001909146815401462,0.0,0.0,-5.504701919465727,134389179.83465117,596.7671730296489
0.00015226093656356418,0.150933654871208,0.0221689995026952,0.129882364612932,3.0863740459579773e-07,2.56666383299596e-08,0.0001011135021699,5.047815288255796e-07,0.662014645475352,0.0348992220356421,1.81062434700003e-05,8.666204968964746e-05,1.6571583514144302e-07,1.1812178614014453e-09,1.6147945091986185e-09,6.527602409448879e-05,1.1140911313903275e-05,2.9931576844180944e-06,3.179960625092699e-05,2.380122771474229e-06,7.547486475445733e-05,2.1913227276851485e-05,4.854419474937301e-10,6.012762086626068e-07,0.006835230958825338,0.7642341873038404,0.00011522341687343027,2.047380767490659e-05,2.3264652076025314e-07,0.00020382924021253353,0.0,0.0,-5.46895923763363,117460573.1355974,567.886007684449
0.00014164226702845738,0.153719157855068,0.0227017430604446,0.134157485418289,1.0247515239135903e-07,2.1882886644846035e-08,9.80131128857668e-05,4.110261454143384e-07,0.658485831508832,0.0308377690444816,2.0269920940186434e-05,7.508625359068352e-05,1.291454837991774e-07,6.886988304894096e-10,1.5906958301023162e-09,6.943097562041484e-05,1.0403366636009935e-05,3.733398557696547e-06,2.988189945550102e-05,1.745545085478101e-06,7.253797046757728e-05,2.6398076218175035e-05,2.4256296746451175e-10,6.435309765446549e-07,0.00724377310728245,0.7615246047275149,0.00010595084930893832,1.9484670921028015e-05,2.2693532364149187e-07,0.0002281350742219318,0.0,0.0,-5.446199599594162,106604955.88198325,529.968769194052
