grid_m,normalized_grid,T_K,X_NH2,baseline,baseline_plus_OH
0.0033671875000000004,0.33671875,898.7067834594608,7.514967049765915e-05,2.3682877051857294e-08,5.43444534925087e-05
0.0033750000000000004,0.3375,907.6077821502364,8.084478739901353e-05,8.707164418160947e-08,5.8813831979258986e-05
0.0033828125000000004,0.33828125000000003,916.5328926305408,8.688480622159226e-05,3.227700162144162e-07,6.361992797215569e-05
0.0033906250000000004,0.33906250000000004,925.4806471094153,9.328182875751208e-05,1.2566914535611585e-06,6.878484027955771e-05
0.0033984375000000004,0.3398437500000001,934.4495748440896,0.00010004745533823668,2.464794282151602e-06,7.433101313602195e-05
0.0034062500000000004,0.340625,943.4382025594658,0.0001071926609908488,3.3566844163140737e-06,8.028102490463979e-05
0.0034140625000000004,0.34140625,952.4450547657314,0.00011472766910557692,4.488804848546446e-06,8.665742457268107e-05
0.0034218750000000004,0.34218750000000003,961.4686539675768,0.0001226618231475986,6.146085469050808e-06,9.348275480683778e-05
0.0034375000000000005,0.3437500000000001,979.5614224880852,0.00013966773575934261,1.24619964329299e-05,0.00010850066782165869
0.0034453125000000005,0.34453125,988.6261123162503,0.00014884016006190288,1.7890484583005907e-05,0.00011678965173105749
0.0034531250000000005,0.3453125,997.7016406339087,0.00015843714729336524,2.4957292415577065e-05,0.00012560126937629675
0.0034609375000000005,0.34609375000000003,1006.7865200916252,0.0001684618493304921,3.34330849634562e-05,0.00013495027319259786
0.0034687500000000005,0.34687500000000004,1015.8792906789804,0.00017891590897974006,4.308594415010554e-05,0.00014484956567099218
0.0034765625000000005,0.3476562500000001,1024.9785050088342,0.00018979935841151205,5.376578380594918e-05,0.0001553081021962949
0.0034843750000000005,0.3484375000000001,1034.0827189531344,0.00020111056533774318,6.538787152015584e-05,0.00016633205642288036
0.0034921875000000005,0.34921875,1043.1904914885629,0.0002128461813328324,7.790482030991851e-05,0.00017792433326580486
0.0035,0.35,1052.3003845221583,0.0002250011034419254,9.128793944915993e-05,0.000190084472982792
0.0035078125,0.35078124999999993,1061.4109627116918,0.0002375684491405605,0.00010551660041003638,0.000202808615919434
