grid_m,normalized_grid,T_K,P_Pa,mixture_fraction,heat_release_rate_W_kg,Y_H2O,X_H2O,Y_NH3,X_NH3,Y_NO,X_NO,Y_N2O,X_N2O,Y_N2,X_N2,Y_O2,X_O2,Y_H2,X_H2,Y_NO2,X_NO2,Y_AR,X_AR,Y_HE,X_HE,Y_H,X_H,Y_O,X_O,Y_OH,X_OH,Y_HO2,X_HO2,Y_H2O2,X_H2O2,Y_OHV,X_OHV,Y_NH2,X_NH2,Y_NH,X_NH,Y_N,X_N,Y_N2H4,X_N2H4,Y_N2H3,X_N2H3,Y_N2H2,X_N2H2,Y_H2NN,X_H2NN,Y_NNH,X_NNH,Y_NO3,X_NO3,Y_HNO,X_HNO,Y_HON,X_HON,Y_H2NO,X_H2NO,Y_HNOH,X_HNOH,Y_NH2OH,X_NH2OH,Y_HONO,X_HONO,Y_HNO2,X_HNO2,Y_HONO2,X_HONO2,Y_t-ONNH,X_t-ONNH,Y_c-ONNH,X_c-ONNH,Y_ONHN,X_ONHN,Y_H2NNO2,X_H2NNO2,Y_t-HNN(O)OH,X_t-HNN(O)OH,Y_c-HNN(O)OH,X_c-HNN(O)OH,Y_CO,X_CO,Y_CO2,X_CO2,Y_CH4,X_CH4,Y_C2H6,X_C2H6
0.0034687500000000005,0.34687500000000004,1015.8792906789804,99997.6425,0.7540194081341773,214870697.20425248,0.09860519867035979,0.11904648066784103,0.11398513597460234,0.14556571158543496,0.00033537972529707865,0.0002430970646044227,0.0005428910313659141,0.0002682765485143706,0.6846383495351975,0.5315414207652696,0.0881427556384621,0.05991213619769233,0.01324663443123831,0.142911125149426,6.580990088773881e-06,3.1112665280282484e-06,8.687199232106313e-18,4.729486750184095e-18,-4.635043955431065e-19,0.0,3.638164259412099e-06,7.850056563271632e-05,2.8125193336256968e-06,3.823434839409467e-06,2.1490557122549457e-06,2.748343283780695e-06,5.489841799620689e-05,3.617578378291409e-05,4.643805456938673e-05,2.969390571398895e-05,2.4525072186116385e-17,3.136415544863899e-17,0.00013180800199921427,0.00017891590897974006,1.969332652027798e-06,2.8526255004407593e-06,7.193228479173947e-08,1.1169397356444029e-07,0.00011197107392477909,7.599465194385142e-05,8.82701687239574e-05,6.185449178569459e-05,4.075846655158172e-05,2.9519807363215992e-05,2.000450264967584e-06,1.4488500539342737e-06,4.3449390912815385e-09,3.2561722440896496e-09,5.189081628236778e-10,1.8202113159447475e-10,5.410426154741585e-06,3.7942391976119637e-06,1.079587901674321e-08,7.570965052744546e-09,4.09658772289705e-06,2.782433675892778e-06,9.929870982980491e-09,6.744444227542734e-09,3.5123645071278913e-07,2.3128209960102259e-07,2.416687374920017e-07,1.1180301696135312e-07,2.4648004458234354e-10,1.1402886815671331e-10,1.2509784973742516e-08,4.317949865166292e-09,4.449036620670771e-08,2.1493238520272924e-08,2.643765711916006e-09,1.2771998048728755e-09,4.474962278240145e-14,2.1618485037540176e-14,1.0258773476933857e-07,3.597151068358268e-08,1.4001739613404713e-11,4.9095900911038106e-12,3.948854711286076e-12,1.384632088371228e-12,-6.047956658312926e-20,0.0,-7.396134226263602e-17,0.0,-4.182666011497903e-18,0.0,2.41827119452179e-16,1.7491320181674655e-16
0.0034765625000000005,0.34765625000000006,1024.9785050088342,99997.6425,0.7522563427805964,225874961.64027366,0.09999711692200307,0.12079666725248027,0.11288895904786192,0.144249082515538,0.00034361769079770696,0.0002492121144971596,0.000552990513866358,0.0002734251440779856,0.6855609695239608,0.5325650965061683,0.08697059561994844,0.05914953711954279,0.013171898092985157,0.14218689628005204,6.238440920055178e-06,2.9510242041149342e-06,8.659150701575727e-18,4.716938940703733e-18,-4.61811374526133e-19,0.0,3.881361664946573e-06,8.379639207397722e-05,3.03241858108067e-06,4.124753984839472e-06,2.3012835817433764e-06,2.9447210944078324e-06,5.3971639280964817e-05,3.5585613198321105e-05,4.5356038522866874e-05,2.901877987933131e-05,2.898136707267042e-17,3.7084539967480613e-17,0.00013974517846539314,0.00018979935841151205,2.179769512093428e-06,3.1592717018475265e-06,8.187869062844392e-08,1.2721183006265612e-07,0.00011267715740578406,7.651803238616518e-05,9.063396651519096e-05,6.354757731752243e-05,4.136721632391132e-05,2.9978003452031148e-05,2.1085021955750712e-06,1.5279898362662729e-06,4.767997225957782e-09,3.575282773312374e-09,4.932331660338236e-10,1.7311484221883e-10,5.571146982817989e-06,3.909206156546163e-06,1.0630863074924389e-08,7.4595474702182e-09,3.9320350520923904e-06,2.6722105087721417e-06,1.03574117141528e-08,7.038895650614988e-09,3.5553147866479055e-07,2.3424548322108295e-07,2.3739207029542829e-07,1.0988792751765158e-07,2.464040377252343e-10,1.1405953452409265e-10,1.13515055302117e-08,3.920414084712687e-09,4.4001036511274735e-08,2.126911942915209e-08,2.687367843769803e-09,1.2990136631112507e-09,5.273907085938191e-14,2.5492890295965706e-14,9.671655232578841e-08,3.393241490109177e-08,1.4303448305984056e-11,5.018277955153657e-12,3.679298209897035e-12,1.2908594278932046e-12,-6.039575180789185e-20,0.0,-7.373726678404812e-17,0.0,-4.168660875089808e-18,0.0,2.411153489946297e-16,1.7449909128218142e-16
0.0034843750000000005,0.34843750000000007,1034.0827189531344,99997.6425,0.7504959080599982,237191886.8005129,0.10138848939263935,0.12254794774666339,0.11178988749179765,0.14292691731678223,0.0003519869599861606,0.00025542895482205793,0.0005631048265480898,0.0002785864150554439,0.686489058453015,0.5335930349686863,0.0857956997823645,0.05838406687982453,0.01309748351459381,0.14146499528401346,5.9199002581174646e-06,2.8019540650018556e-06,8.630929848609795e-18,4.7042723810600324e-18,-4.601221608000852e-19,0.0,4.133748347657712e-06,8.929664845236988e-05,3.2620894913187637e-06,4.439710883231836e-06,2.463229154942294e-06,3.153760876310921e-06,5.301941652327025e-05,3.4977897875401505e-05,4.423104804427808e-05,2.831530078319912e-05,3.410700153252512e-17,4.366842070934902e-17,0.00014798819147509041,0.00020111056533774318,2.407611445240045e-06,3.491505410580219e-06,9.295222739806454e-08,1.444994949699621e-07,0.0001132894829243523,7.697814173765369e-05,9.296230399982242e-05,6.521759909659314e-05,4.2020367316065836e-05,3.0468857449708682e-05,2.217859644032327e-06,1.6081641749867834e-06,5.226791847687223e-09,3.92156595855037e-09,4.682988931782058e-10,1.6445802878885058e-10,5.738612402271784e-06,4.029032464187405e-06,1.0465845059360055e-08,7.347983546096264e-09,3.7751009060970016e-06,2.5670348700357937e-06,1.0792750640364481e-08,7.338973957668529e-09,3.597336916235719e-07,2.3715058348270478e-07,2.3300923394733546e-07,1.0792121434986954e-07,2.464095822126936e-10,1.1412775746839454e-10,1.0235768556651137e-08,3.537112310580774e-09,4.348317393890551e-08,2.1030895053158396e-08,2.7282993854388477e-09,1.319558184261772e-09,6.193228832384791e-14,2.995391868060993e-14,9.089513162408818e-08,3.190836133183178e-08,1.454586535645498e-11,5.106266082516337e-12,3.448024784535019e-12,1.2104148895571666e-12,-6.03114382654567e-20,0.0,-7.351134413538783e-17,0.0,-4.1545983941820096e-18,0.0,2.403967784277732e-16,1.7407919591336044e-16
0.0034921875000000005,0.34921875,1043.190491488563,99997.6425,0.7487378323354431,248824583.9457174,0.10277899499986738,0.12429993638328692,0.11068807467219728,0.1415994252220879,0.000360485339814666,0.0002617461538201763,0.0005732268484656499,0.0002837568521959778,0.6874224531259713,0.5346251622750503,0.084618416115756,0.057615968156882656,0.013023390449964459,0.14074544208833953,5.623541848592344e-06,2.6632117756957074e-06,8.602539388538268e-18,4.691488890630795e-18,-4.584367406126769e-19,0.0,4.3952265462280274e-06,9.49995480368874e-05,3.5013653777713697e-06,4.768100500376148e-06,2.6354545694327015e-06,3.3762035993918497e-06,5.204656352348617e-05,3.435579244989093e-05,4.306694360714582e-05,2.7585899546079146e-05,3.9980021883786155e-17,5.1217234155115483e-17,0.0001565340743756714,0.00021284618133283236,2.6537359730688723e-06,3.850642334268029e-06,1.052460383333257e-07,1.6370480791511e-07,0.00011380412099154217,7.737220368664375e-05,9.52460840269554e-05,6.685812707111374e-05,4.271941506271348e-05,3.099351062144694e-05,2.3280249877569774e-06,1.6890134632956897e-06,5.723815414206025e-09,4.296938008437679e-09,4.441816103712886e-10,1.5607799334383545e-10,5.912536381019107e-06,4.15352519880793e-06,1.030107970340927e-08,7.2364534213089435e-09,3.62540043084019e-06,2.4666545685175625e-06,1.1235445869961137e-08,7.644386989287328e-09,3.638377955737195e-07,2.3999381206102584e-07,2.2852706013534305e-07,1.0590597760680608e-07,2.4651146464629154e-10,1.1424046517374999e-10,9.169277868453436e-09,3.170389899272851e-09,4.293775513338786e-08,2.0779017259152125e-08,2.7664276172305746e-09,1.3387669435920427e-09,7.246998689996233e-14,3.507065294603424e-14,8.514494665612825e-08,2.990693491736527e-08,1.4724202438942217e-11,5.1718367483393295e-12,3.247360278060011e-12,1.1406266173541364e-12,-6.022663262701767e-20,0.0,-7.328359819814899e-17,0.0,-4.140479834322956e-18,0.0,2.3967148373498377e-16,1.7365358057185167e-16
0.0035,0.35,1052.3003845221583,99997.6425,0.74698184115969,260776053.44823068,0.10416830976329056,0.12605224382070415,0.10958367829259506,0.14026682120204206,0.00036910995136135667,0.00026816177964098274,0.0005833490879590475,0.00028893275679511225,0.6883609858738361,0.5356614018483067,0.08343909891829297,0.05684548828075093,0.012949618619330756,0.14002825614603287,5.347585725801219e-06,2.5339728086001536e-06,8.573982012441526e-18,4.6785902814612224e-18,-4.567550982732807e-19,0.0,4.66567393286794e-06,0.00010090276845531763,3.750032983933144e-06,5.109653838648192e-06,2.8185350848957488e-06,3.6128086785094423e-06,5.105753522965392e-05,3.3722221781295924e-05,4.186768695388394e-05,2.683307786138543e-05,4.668488095768367e-17,5.984085278304713e-17,0.0001653785769954852,0.0002250011034419254,2.919010668448744e-06,4.237986565624138e-06,1.1885685812070006e-07,1.8498152145969666e-07,0.00011421724483711261,7.769750649489646e-05,9.747598504588293e-05,6.846255988315824e-05,4.346544511435406e-05,3.155280904838193e-05,2.4384443121025795e-06,1.77013642797085e-06,6.261638750129565e-09,4.703378186225083e-09,4.209366517389663e-10,1.4799473472362825e-10,6.092585991542385e-06,4.28245802608837e-06,1.0136793948171107e-08,7.125118079976366e-09,3.4825583449772782e-06,2.3708232514584214e-06,1.1684993217250995e-08,7.954799566401334e-09,3.678384796382977e-07,2.427715634251012e-07,2.2395253062292183e-07,1.0384539410593813e-07,2.4671864343000547e-10,1.1440189887119339e-10,8.157995850981202e-09,2.8223407461383075e-09,4.236597343118449e-08,2.0514043977343598e-08,2.8016389969281465e-09,1.3565826755988206e-09,8.450262457449597e-14,4.091704772316617e-14,7.94873422741145e-08,2.793569162312635e-08,1.4834368339111455e-11,5.213513592091014e-12,3.070837301651604e-12,1.0792405611939716e-12,-6.014134145106053e-20,0.0,-7.305405281981969e-17,0.0,-4.126306440211033e-18,0.0,2.389395412580998e-16,1.7322231062828783e-16
0.0035078124999999996,0.35078124999999993,1061.4109627116918,99997.6425,0.7452276577682815,273049056.15727115,0.10555610675618468,0.1278044770905627,0.10847686058713157,0.13892932620953566,0.0003778572058720964,0.0002746733816599202,0.0005934636789650016,0.00029411023843046676,0.6893044843979687,0.5367016742867243,0.08225810881426365,0.056072879246186584,0.012876167704460281,0.1393134563788657,5.090316183581613e-06,2.413441046769162e-06,8.545260387159606e-18,4.6655783579625924e-18,-4.55077216235093e-19,0.0,4.944943881841575e-06,0.00010700345624424295,4.007832697478536e-06,5.464038065646937e-06,3.0130570691367687e-06,3.8643514427948985e-06,5.005642387317726e-05,3.307987766227296e-05,4.063731761198363e-05,2.6059393058587843e-05,5.431283133542318e-17,6.96581124477173e-17,0.00017451615052166262,0.0002375684491405605,3.2042879123319837e-06,4.654822934964682e-06,1.338847648630641e-07,2.0848893076983047e-07,0.00011452515777695115,7.795142180056001e-05,9.964251003185808e-05,7.002415887030316e-05,4.425911041962975e-05,3.214728637048301e-05,2.548506602472786e-06,1.8510894319833174e-06,6.842891989061185e-09,5.142914658928608e-09,3.9860055813856146e-10,1.4022167978187554e-10,6.278383507379601e-06,4.415572587380881e-06,9.9731843489256e-09,7.0141174664227705e-09,3.346212829098182e-06,2.2793030795500172e-06,1.2140828451567557e-08,8.269834912265364e-09,3.717304143836713e-07,2.4548021369238975e-07,2.1929278039897608e-07,1.0174271889059196e-07,2.470345879376788e-10,1.1461376243699553e-10,7.20700751008177e-09,2.4947594754815105e-09,4.17692256592703e-08,2.0236633083344594e-08,2.833840502044957e-09,1.3729579505354588e-09,9.819004215595452e-14,4.757176663405982e-14,7.394331266103037e-08,2.6002080314336434e-08,1.4873101024625163e-11,5.230108760996293e-12,2.913054279891868e-12,1.0243721659185178e-12,-6.005557118639838e-20,0.0,-7.282273180888662e-17,0.0,-4.112079435894986e-18,0.0,2.382010276708279e-16,1.7278545193289711e-16
0.0035156249999999997,0.35156249999999994,1070.5207932962485,99997.6425,0.7434750035981714,285645971.40697896,0.10694205608998916,0.12955623958360982,0.10736778848857065,0.1375871673928227,0.00038672278834541205,0.00028127797722858497,0.0006035623793360514,0.0002992852136813715,0.690252771614916,0.5377458972357763,0.08107581273014748,0.055298397697191214,0.012803037343264476,0.13860106111286832,4.8500955171124225e-06,2.3008554082576834e-06,8.516377155424099e-18,4.6524549166508235e-18,-4.534030751796348e-19,0.0,5.2328658266738425e-06,0.00011329823334770215,4.27445902033826e-06,5.8308569939038965e-06,3.2196158402380907e-06,4.131620412874683e-06,4.9046961343984816e-05,3.243121965465786e-05,3.9379929730595494e-05,2.526744332337287e-05,6.296238418127991e-17,8.079742572871583e-17,0.0001839399422125048,0.0002505395446494015,3.5103994903910276e-06,5.102409107141701e-06,1.504328947834828e-07,2.3439144413678438e-07,0.00011472432226825789,7.813142462579964e-05,0.0001017360389837047,7.153608468552437e-05,4.510061463106784e-05,3.277715078599434e-05,2.657543732857378e-06,1.931386353928679e-06,7.470241842005103e-09,5.617607538120518e-09,3.7719335374042346e-10,1.327664658781019e-10,6.469508856082691e-06,4.552580144111871e-06,9.810417449217364e-09,6.903570684931256e-09,3.216018056491133e-06,2.191866484677021e-06,1.260233042583796e-08,8.589076679301247e-09,3.75508250949557e-07,2.481161200150265e-07,2.14555099869972e-07,9.960128635086954e-08,2.4745766078667043e-10,1.1487539259922751e-10,6.320403344406067e-09,2.1890999982320646e-09,4.114909158191882e-08,1.9947532693530742e-08,2.862960357264558e-09,1.3878555547970173e-09,1.1370090775885014e-13,5.5117925757573304e-14,6.853326163725275e-08,2.4113357990663583e-08,1.4838088676613018e-11,5.2207663200126095e-12,2.7695432729433897e-12,9.744609670644467e-13,-5.996932817423355e-20,0.0,-7.25896589308876e-17,0.0,-4.097800025232711e-18,0.0,2.3745601995556e-16,1.7234307078738709e-16
0.0035234374999999997,0.35234374999999996,1079.6284459527167,99997.6425,0.7417235988324687,298568644.2738939,0.10832582493427374,0.13130713107665634,0.1062566337694464,0.1362405782742821,0.0003957016488337077,0.00028797204400346575,0.0006136365713330439,0.0003044534059171906,0.6912056655051583,0.5387939852589243,0.07989258382572467,0.054522304880858484,0.012730227123855352,0.13789108800684133,4.625374054222043e-06,2.1954947295429285e-06,8.487334936055948e-18,4.639221745892077e-18,-4.517326541000026e-19,0.0,5.5292457032720685e-06,0.00011978320550975917,4.549561292902882e-06,6.2096519102924045e-06,3.4388134172675877e-06,4.415414452719575e-06,4.803252680195094e-05,3.17784794042389e-05,3.809964942513833e-05,2.44598531968294e-05,7.27398516784158e-17,9.339750472555616e-17,0.00019364179982293397,0.0002639039264851154,3.838151066446681e-06,5.581967475892111e-06,1.68607120802207e-07,2.6285809591465517e-07,0.00011481139039262184,7.823511441624155e-05,0.00010374688479011123,7.299143640065965e-05,4.598970163614627e-05,3.344227654340516e-05,2.7648314272366038e-06,2.0104991747298496e-06,8.14636531686152e-09,6.129529195858333e-09,3.5672086843671124e-10,1.2563174238812529e-10,6.665502398204281e-06,4.6931634577219975e-06,9.648631721196987e-09,6.793577303811091e-09,3.0916456507190547e-06,2.1082972011565115e-06,1.30688249037519e-08,8.912071459604815e-09,3.7916662132556743e-07,2.5067562071199796e-07,2.097469359686654e-07,9.742451084848886e-08,2.4798153477647653e-10,1.1518394589880921e-10,5.501187979449604e-09,1.9064428684175684e-09,4.050730757090906e-08,1.9647568623760882e-08,2.888948160477617e-09,1.4012485804965073e-09,1.3121195405222334e-13,6.364273574554347e-14,6.327674998462459e-08,2.227650018033568e-08,1.4728074408264914e-11,5.185000055967352e-12,2.636650068246321e-12,9.282293375535745e-13,-5.988261865215568e-20,0.0,-7.235485790525721e-17,0.0,-4.083469392185927e-18,0.0,2.3670459538291426e-16,1.7189523391761876e-16
0.0035312499999999997,0.35312499999999997,1088.7324926937745,99997.6425,0.7399731629714043,311818224.6112583,0.1097070775745527,0.1330567478035544,0.10514357315451688,0.13488979889242145,0.0004047880015514086,0.00029475151793933454,0.0006236772644489146,0.0003096103462357742,0.6921629789679277,0.5398458497085277,0.0787088013775978,0.05374486656866987,0.012657736578093545,0.13718355397430335,4.414697009075042e-06,2.096681154052344e-06,8.458136324277548e-18,4.625880625680049e-18,-4.500659303867789e-19,0.0,5.833866475757615e-06,0.00012645397249632338,4.832744667557404e-06,6.599902749687907e-06,3.6712562104766365e-06,4.716539835518412e-06,4.701615855223452e-05,3.112366780365261e-05,3.680061278724013e-05,2.363925945663864e-05,8.375999321747716e-17,1.0760821963490611e-16,0.00020361228552071302,0.00027764935598951487,4.188316570506837e-06,6.094676910035808e-06,1.885156962708289e-07,2.9406200368724425e-07,0.00011478323547446442,7.826023691639144e-05,0.00010566535222990442,7.438329293600092e-05,4.692565149880908e-05,3.414220007772357e-05,2.8695913863644265e-06,2.0878594143131476e-06,8.873920136406919e-09,6.6807420319813445e-09,3.371770286625094e-10,1.188159639792137e-10,6.8658680005134576e-06,4.83697888348365e-06,9.487940269687471e-09,6.684219202699557e-09,2.9727853245474173e-06,2.028390741234188e-06,1.3539588911745356e-08,9.238331662203854e-09,3.8270014007564617e-07,2.5315503634913996e-07,2.048758919994379e-07,9.521588676035675e-08,2.4859563775845476e-10,1.1553459932705326e-10,4.7512206643652965e-09,1.6474735892354988e-09,3.984573624548348e-08,1.933762984843978e-08,2.9117744532966133e-09,1.4131202453656605e-09,1.5090699593757224e-13,7.323703622897806e-14,5.819223608319907e-08,2.0498108694784066e-08,1.4542939463797876e-11,5.1227238191085785e-12,2.51142794747213e-12,8.846458997176265e-13,-5.979544875724106e-20,0.0,-7.211835240315832e-17,0.0,-4.069088701344441e-18,0.0,2.3594683149449166e-16,1.7144200844736474e-16
0.0035390624999999997,0.35390625,1097.83150782255,99997.6425,0.738223415429079,325395000.46856385,0.11108547550993333,0.13480468257259065,0.10402878840284534,0.13353507590485475,0.0004139753317998824,0.0003016117969745237,0.0006336751007113768,0.00031475137562865144,0.6931245196844249,0.5409013985983621,0.07752485061293694,0.0529663529436577,0.012585565174686734,0.13647847509945987,4.216708680197751e-06,2.0037822678646562e-06,8.42878389209006e-18,4.612433327416801e-18,-4.48402879913266e-19,0.0,6.14648874130749e-06,0.00013330564007039514,5.12357132443993e-06,7.001029604228689e-06,3.917552674120839e-06,5.035807253111346e-06,4.6000569268673115e-05,3.0468584407181953e-05,3.548694468603724e-05,2.2808297463519338e-05,9.614678742863599e-17,1.2359162205907974e-16,0.00021384069897126883,0.00029176184644079297,4.561632539781501e-06,6.641664406949364e-06,2.1026886529118004e-07,3.2817977170818464e-07,0.00011463698451791991,7.820470666775816e-05,0.00010748179983727447,7.570475663381332e-05,4.790728287803676e-05,3.4876120856936915e-05,2.9709947838018647e-06,2.1628605698426374e-06,9.655512228960765e-09,7.273273965320704e-09,3.185460543225242e-10,1.1231415360328231e-10,7.070076370397879e-06,4.98365865555871e-06,9.328433842815972e-09,6.575562642888444e-09,2.8591449180389618e-06,1.95195446133951e-06,1.4013855463493165e-08,9.56733865427656e-09,3.8610340778067524e-07,2.5555067194918775e-07,1.9994972598873266e-07,9.29789878314019e-08,2.49285620464038e-10,1.1592076236691306e-10,4.071192337872749e-09,1.4124735447187484e-09,3.916633386227224e-08,1.9018652817221753e-08,2.9314298078547566e-09,1.4234634768139168e-09,1.7297571986325367e-13,8.399471784764524e-14,5.329681709317463e-08,1.8784319284883578e-08,1.4283760029328033e-11,5.034272656667081e-12,2.391544971876235e-12,8.428935682471397e-13,-5.970782453104699e-20,0.0,-7.188016604604824e-17,0.0,-4.054659098289915e-18,0.0,2.3518280608815147e-16,1.709834618725989e-16
0.0035468749999999997,0.35468749999999993,1106.9240679584689,99997.6425,0.7364740761549198,339298228.5956838,0.11246067759217557,0.13655052493221898,0.10291246635806148,0.1321766626502997,0.0004232564106385727,0.00030854775037652806,0.000643620362599196,0.0003198716484434648,0.6940900899918029,0.5419605364793422,0.07634112249177076,0.052187038452207735,0.012513712311897606,0.1357758665477989,4.030154484130609e-06,1.916212211249232e-06,8.3992801887525e-18,4.598881613716359e-18,-4.467434771233741e-19,0.0,6.466851409838713e-06,0.0001403328336343315,5.4215619205310285e-06,7.41239455702992e-06,4.178310941685591e-06,5.374028794322145e-06,4.498816372450554e-05,2.981482854824103e-05,3.416273845582445e-05,2.1969588036503757e-05,1.1003435380025123e-16,1.4152316424986559e-16,0.0002243151091745755,0.0003062257022193554,4.9587924513246725e-06,7.223996709351992e-06,2.3397844118318288e-07,3.6539084287959094e-07,0.00011437005112862251,7.806662990424993e-05,0.00010918670432549338,7.694899876654254e-05,4.8932961871828455e-05,3.564290691844795e-05,3.068167339435906e-06,2.234861710929777e-06,1.0493660792693008e-08,7.9090920181046e-09,3.00804514276073e-10,1.0611861827342703e-10,7.277568617300114e-06,5.132813339775358e-06,9.170183890003965e-09,6.467660378620708e-09,2.750450015243255e-06,1.8788073400696658e-06,1.4490818534526438e-08,9.898546083513522e-09,3.8937101642972907e-07,2.578588204885761e-07,1.9497634726435406e-07,9.071746570594396e-08,2.500338438758033e-10,1.1633429887972561e-10,3.4606420772543716e-09,1.2013245830024513e-09,3.8471117144441705e-08,1.8691605446344173e-08,2.9479235198478664e-09,1.4322803029637387e-09,1.976122402655423e-13,9.601202929833156e-14,4.8605978606763745e-08,1.7140711994975912e-08,1.3952833429334682e-11,4.9204132121478875e-12,2.275203578018845e-12,8.023418184061185e-13,-5.961975192380087e-20,0.0,-7.164032240514263e-17,0.0,-4.0401817101879546e-18,0.0,2.344125972062051e-16,1.7051966203658294e-16
0.0035546874999999997,0.35546874999999994,1116.0087521479022,99997.6425,0.7347248662783401,353525964.7733728,0.11383234020731045,0.13829386138654254,0.10179479896555362,0.13081481916789445,0.00043262331715063516,0.0003155537336567689,0.0006535029836908865,0.0003249661372065407,0.6950594867703848,0.543023164320128,0.07515801343663407,0.05140720161960565,0.012442177309938011,0.13507574247211893,3.85388127091974e-06,1.8334319743639273e-06,8.369627741320771e-18,4.585227238207667e-18,-4.450876951193373e-19,0.0,6.794672453981457e-06,0.00014752971344385578,5.726197261829743e-06,7.833303827294416e-06,4.454136461295779e-06,5.73201491504422e-06,4.398105827691153e-05,2.9163811665632507e-05,3.283203653538274e-05,2.112572490171777e-05,1.2556804888032198e-16,1.615931472439931e-16,0.0002350223945518765,0.0003210235693807713,5.380441085019331e-06,7.842671941728364e-06,2.597573547994078e-07,4.058768017512101e-07,0.0001139801685773721,7.784432761205112e-05,0.00011077072722225645,7.810930674122939e-05,5.000061711863291e-05,3.644110499018654e-05,3.1601961733758173e-06,2.303192384012771e-06,1.1390761556298074e-08,8.590074456268806e-09,2.8392320659086265e-10,1.0021960547446638e-10,7.487760006085635e-06,5.284034429829631e-06,9.013245521355988e-09,6.360553706401481e-09,2.6464432820188374e-06,1.8087795642220928e-06,1.4969638197365405e-08,1.0231383320838636e-08,3.924975569428627e-07,2.600757678068559e-07,1.8996381095217866e-07,8.843504748992772e-08,2.5081988389860097e-10,1.1676575781886597e-10,2.9180134725869928e-09,1.0135274921194184e-09,3.776213104686477e-08,1.8357471511660064e-08,2.9612820072327624e-09,1.4395810982780962e-09,2.2501342355853817e-13,1.0938676918393665e-13,4.413336107928889e-08,1.5572227158558213e-08,1.3553670416152574e-11,4.782342187203271e-12,2.161070678566053e-12,7.625225609232561e-13,-5.953123680027234e-20,0.0,-7.139884500153353e-17,0.0,-4.025657646209212e-18,0.0,2.336362831258545e-16,1.7005067710524192e-16
0.0035624999999999997,0.35624999999999996,1125.084142072096,99997.6425,0.7329755087744322,368074896.69673914,0.11520011750050492,0.1400342756614081,0.10067598325557552,0.12944981217244358,0.00044206746806929457,0.0003226236089028499,0.0006633125621462265,0.0003300296388595896,0.6960325013466906,0.544089179394428,0.07397592500893693,0.05062712482881404,0.012370959403127773,0.13437811591482646,3.68683631301889e-06,1.754949060409562e-06,8.339829055279408e-18,4.571471945354609e-18,-4.434355057521323e-19,0.0,7.12964972450338e-06,0.00015488999129189532,6.036920187388276e-06,8.263010212351401e-06,4.745629647435584e-06,6.110571420885378e-06,4.298110144533417e-05,2.8516770404446475e-05,3.149881209707835e-05,2.0279262741905547e-05,1.4290576281510034e-16,1.840084319705923e-16,0.0002459482907044252,0.00033613649688173027,5.827168955517872e-06,8.498611322750487e-06,2.877191745188034e-07,4.498206312409072e-07,0.00011346542265893259,7.753635851776276e-05,0.00011222478332634337,7.917913273017263e-05,5.110776087512082e-05,3.726895500794048e-05,3.246138625087677e-06,2.3671589656126645e-06,1.2349048970215853e-08,9.317982034460355e-09,2.6786884206863683e-10,9.460589235084464e-11,7.700043866489985e-06,5.436897061985607e-06,8.85766028748473e-09,6.254274394808729e-09,2.5468836341968833e-06,1.7417119968470652e-06,1.544944585856885e-08,1.0565258983649525e-08,3.95477628955792e-07,2.621977990203454e-07,1.8492031005572032e-07,8.613553218496177e-08,2.5162105176567707e-10,1.1720461206368158e-10,2.4407489896723407e-09,8.482337483833437e-10,3.7041418689171193e-08,1.801723604476361e-08,2.9715470155150177e-09,1.4453837323541468e-09,2.553769856390225e-13,1.2421736514113594e-13,3.989055137467025e-08,1.4083090001199844e-08,1.3090951479582779e-11,4.621672088628244e-12,2.0482162370319428e-12,7.23108922138286e-13,-5.944228494492131e-20,0.0,-7.115575730710684e-17,0.0,-4.011087998198095e-18,0.0,2.3285394235220233e-16,1.695765755430624e-16
