Y_AR,Y_N2,Y_H,Y_H2,Y_HE,Y_O,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_O2,Y_CO,Y_CO2,Y_HCO,Y_HOCO,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_NO,Y_N2O,Y_NO2,Y_HNO,Y_HON,Y_HONO,Y_H2NO,Y_HNOH,Y_NH2OH,Y_HNO2,Y_HONO2,Y_NO3,MF,CEM,HRR,T
0.0,0.679204801922853,7.854726326005882e-05,0.0193815336375847,0.0,7.909810631801663e-07,0.000134490678797,0.0606050355297181,9.39977715538231e-06,1.7875566342828687e-05,0.10994998454663,0.0,0.0,0.0,0.0,8.005580304683311e-08,5.7520726529154654e-06,0.0011254322549480492,0.1307241536844169,1.7977792261224713e-08,4.8763195062637125e-05,6.347994058150257e-06,0.0020084630617462963,1.3451388128958927e-05,8.211267967201763e-05,0.015495954209104946,2.6039150098255203e-06,2.5194342976773663e-05,2.27782451988789e-11,4.861174663416854e-06,0.0001269328753178054,3.863025087855888e-06,0.00016660310113129825,6.514185104189005e-10,6.316627775120092e-05,0.0,0.24237639359333113,-6.388922670702903,8116061916.210109,756.2532299617419
0.0,0.6768811552580981,5.307422554244584e-05,0.019962526467019,0.0,5.199509285884913e-07,0.0001238008896699,0.0565626324592359,5.256397672263037e-06,1.2857690411235063e-05,0.112044027391886,0.0,0.0,0.0,0.0,4.8188190187665876e-08,4.587173748414666e-06,0.0011001570803187994,0.134425857534092,1.1468836314602682e-08,5.3950424326817495e-05,6.328621780043503e-06,0.002114033285212127,1.588139383271907e-05,5.6231504903038653e-05,0.021014786385785637,2.828963284752169e-06,2.005871916842417e-05,1.0717028987850527e-11,2.957633421134265e-06,0.00010155458722078053,3.4162698213094062e-06,0.0001577885104713636,4.324691458811376e-10,7.74899063027687e-05,0.0,0.2427514848470056,-6.353577455451207,8353863498.1011,721.308943187861
0.0,0.67399464490641,2.995848908742811e-05,0.0204834702067556,0.0,3.55061608089227e-07,0.0001107249182433,0.0528043020275107,3.572468463165625e-06,1.283105646435413e-05,0.1153000019805019,0.0,0.0,0.0,0.0,2.6361704200254474e-08,3.328045898815369e-06,0.0009821503573835281,0.137306855960579,9.01009251980294e-09,5.546113135681741e-05,5.966011288936274e-06,0.0021692443873979326,2.1035924237894664e-05,4.9318107033078626e-05,0.03749795486709616,4.1410417590871e-06,1.9298549428245068e-05,7.052567816149847e-12,2.9596548665144685e-06,0.00010421656507313587,3.583788456504144e-06,0.00016785061577551013,4.1334310592233117e-10,0.00014193082007735484,0.0,0.23420954538771074,-6.2882756316836055,6822226599.498295,694.417997459502
0.0,0.6712025228172099,1.7788847132085596e-05,0.0208186987323915,0.0,2.8601059579496027e-07,0.0001068423730718,0.0495462031684665,2.481445420007594e-06,1.330033123235628e-05,0.118916492031684,0.0,0.0,0.0,0.0,1.709988170570475e-08,2.659263771451476e-06,0.00090646137235424,0.139409240877176,8.089991937561053e-09,5.724958052330861e-05,6.015100632306366e-06,0.0021773255298938804,2.8120797913150112e-05,4.693060813091659e-05,0.06351389955257326,5.736178420695113e-06,1.9008002828747004e-05,5.009103740820553e-12,3.222905315070801e-06,0.00010893572957436238,3.943631472284323e-06,0.00018171594348128126,4.120558659647745e-10,0.00022885459976875987,0.0,0.21842066404302177,-6.2540151060497715,5811009104.212493,671.5640364459031
0.0,0.6696478392361529,8.45917661778432e-06,0.0210782839426467,0.0,2.1856578953193227e-07,9.957516933729508e-05,0.0455980283114006,1.485187973205469e-06,1.3594637339096598e-05,0.121618904339723,0.0,0.0,0.0,0.0,1.0176439635908312e-08,1.976994106539982e-06,0.0007981404118619351,0.14195736900074,6.918384035586089e-09,5.3780913175216837e-05,5.93490470704562e-06,0.0021389593836739227,3.796272164282001e-05,4.428612855040599e-05,0.10540144167827237,7.65955594873483e-06,1.8570365883966882e-05,3.020085468734674e-12,3.588736678057333e-06,0.00011555071249080261,4.291732210887373e-06,0.00019543836560998278,3.968613674889983e-10,0.000356891741777267,0.0,0.19453094884491812,-6.222699431256559,4462826562.313654,642.719644782065
0.0,0.6675872034623029,3.823010171839689e-06,0.0213689630066405,0.0,1.782792759335624e-07,9.55689228228147e-05,0.0421939330155351,9.176255092224689e-07,1.483452344823982e-05,0.124210690323418,0.0,0.0,0.0,0.0,6.645786633492038e-09,1.499916774909199e-06,0.0006972911145830524,0.144543641269281,6.304647716213353e-09,4.717198878392482e-05,5.899142268916719e-06,0.00203005426873639,5.023576767719543e-05,4.381990901453424e-05,0.15257222911251234,9.433562712162203e-06,1.851934695834215e-05,1.7807326026099567e-12,4.2838824940042775e-06,0.00012870431773292463,4.805049935187874e-06,0.00020993833620255436,3.832373889665287e-10,0.0005076227328650001,0.0,0.16974003297289253,-6.206532557991809,3424768695.9530125,614.256171939473
0.0,0.6639680565510799,1.8829732780196167e-06,0.0216698276422541,0.0,1.5029487699398624e-07,9.20514640242463e-05,0.0386864894452832,6.562667309097866e-07,1.6375195053825635e-05,0.128223234328579,0.0,0.0,0.0,0.0,4.8291421149014995e-09,1.188708262125093e-06,0.0006165608540287556,0.147360340568779,5.930897731169611e-09,4.0021339729726734e-05,5.8165107859279955e-06,0.0019184352684811841,6.101860759722557e-05,4.408323121794896e-05,0.19033337216259943,1.0650013827379694e-05,1.8655262635772868e-05,1.0924072877473125e-12,5.072615344814051e-06,0.00014401539095829335,5.2774238998690686e-06,0.00022044655420352683,3.7268046856278876e-10,0.000644453948631398,0.0,0.15116152486152454,-6.205747465391797,2738559990.860222,590.822406381864
0.0,0.661856247221543,7.844910076474647e-07,0.0220148895415691,0.0,1.2479482096656013e-07,8.80932948447683e-05,0.0349625225198251,4.81845457848291e-07,1.8940830752274852e-05,0.130483531224532,0.0,0.0,0.0,0.0,3.490135661679291e-09,9.207661402987876e-07,0.0005363534485781329,0.150594716197686,5.68726195451965e-09,3.247121072438757e-05,5.773640422188773e-06,0.0017820599369723616,7.560406990820824e-05,4.395936015690829e-05,0.2213055695783605,1.1438996063557157e-05,1.8494831775679887e-05,5.538770336499026e-13,6.0391141004142205e-06,0.00016312278720286613,5.912009995669065e-06,0.0002303180489811047,3.5217747087959514e-10,0.0007791426744249973,0.0,0.13771749492772786,-6.204767818572417,2207460351.574957,562.628494864066
0.0,0.659812449131855,2.7203517137474463e-07,0.0224147417854238,0.0,1.0370722870313404e-07,8.445283376690991e-05,0.0313113173394525,4.0406742142059787e-07,2.3588728587309454e-05,0.133194786513404,0.0,0.0,0.0,0.0,2.5344287712796658e-09,6.974640299020208e-07,0.0004584234336719169,0.153182252396098,5.6272379649210796e-09,2.5717349835900294e-05,5.7585174283441615e-06,0.0016010154086253637,9.546086311242826e-05,4.409880090653745e-05,0.2424592780971321,1.1874093670715377e-05,1.8002297507461522e-05,2.2455336415527912e-13,7.370928439687739e-06,0.0001880937012569932,6.851945478061493e-06,0.0002375644155352019,3.3102929708463577e-10,0.0009098097946269728,0.0,0.12890349816277968,-6.211413740556189,1811714416.454178,530.091236665582
0.0,0.656972426305527,1.110141982676727e-07,0.0228626927978061,0.0,9.597735035092943e-08,8.6794113086901e-05,0.0282148602050501,4.096948759585365e-07,3.050344913415499e-05,0.136784248955629,0.0,0.0,0.0,0.0,2.111341579868787e-09,5.762182680733088e-07,0.00040827535923809,0.155078977622901,6.055478615295755e-09,2.2363728941262612e-05,5.959355617341523e-06,0.0014155723902482913,0.00011915692068350857,4.607081526013342e-05,0.26218335460153447,1.2268709404117027e-05,1.7531955707295846e-05,9.919183258171022e-14,9.124944514927612e-06,0.00021637274535458604,8.15170666049522e-06,0.0002425961755643215,3.2788079514271645e-10,0.0010232199499012446,0.0,0.12049993014479977,-6.223869795249761,1614844705.4501882,503.787523142016
