Y_NO,Y_NH3,Y_H2,Y_O2,Y_H,Y_O,Y_OH,Y_HO2,Y_N2,Y_H2O,Y_H2O2,Y_NH2,Y_NH,Y_N,Y_NNH,Y_NH2OH,Y_H2NO,Y_HNOH,Y_HNO,Y_HON,Y_NO2,Y_HONO,Y_HNO2,Y_NO3,Y_HONO2,Y_N2O,Y_N2H4,Y_N2H3,Y_N2H2,Y_H2NN,Y_AR,MF,CEM,HRR,T
0.00043163352562173543,0.1307241536844169,0.0193815336375847,0.10994998454663,4.712563902394739e-05,3.4465489428414204e-07,0.000134490678797,1.0497583813635176e-05,0.679204801922853,0.0606050355297181,6.238573680128312e-05,0.0004670848605918773,2.7247112776624595e-06,2.7121139837905015e-07,1.3475056297762959e-08,8.891039662766977e-05,2.5871121596054616e-05,2.488467452420504e-06,5.2766923480892955e-05,0.00011175148725079208,5.183128269352125e-05,1.466330236812352e-05,3.8900790678443595e-09,1.2771127647594212e-07,0.001203212250727222,0.4055162421052817,0.000344505107681859,0.0001024607052374496,1.923294385846989e-06,0.00026429610323091055,0.0,0.059068243361283065,-6.007280268764555,2104990723.9976077,756.2532299617419
0.000301852346654106,0.134425857534092,0.019962526467019,0.112044027391886,1.9387562348797688e-05,1.5284769732014654e-07,0.0001238008896699,5.111332437783469e-06,0.6768811552580981,0.0565626324592359,4.332453716307712e-05,0.0003024760192264711,1.3364303578564354e-06,8.578646380021779e-08,6.434992526574235e-09,7.386500502795182e-05,1.7516236208850534e-05,2.1779082136168144e-06,4.047697960093577e-05,4.4114070047483776e-05,5.6158611777657606e-05,1.296646305544707e-05,2.7431320985783152e-09,2.170820873746796e-07,0.002033416359568654,0.5621404007471577,0.0002555155213152566,6.469751571754955e-05,1.1258265301784916e-06,0.00022613341077747556,0.0,0.014215311202296545,-5.891976253987187,866689544.9616013,721.308943187861
0.00024401424056282964,0.137306855960579,0.0204834702067556,0.1153000019805019,8.65979157062187e-06,8.31071579341973e-08,0.0001107249182433,3.1268418241883373e-06,0.67399464490641,0.0528043020275107,3.487827144136139e-05,0.00020663704307548143,7.171186820090152e-07,3.000833180098417e-08,3.825475320575948e-09,6.563108016975137e-05,1.4857910009252887e-05,2.0317819317011772e-06,3.701780410019043e-05,2.3639387335233432e-05,6.209201027679626e-05,1.3766684050050189e-05,2.42828144973152e-09,2.9927204216582984e-07,0.0030901653897020902,0.6490140804622924,0.00020127197310250593,4.4268650916475705e-05,7.100438436815077e-07,0.0001934657069417414,0.0,0.0,-5.785803402439761,422764932.86817604,694.417997459502
0.0002129359448036717,0.139409240877176,0.0208186987323915,0.118916492031684,4.643364965019913e-06,5.816794166821827e-08,0.0001068423730718,2.1065766806528333e-06,0.6712025228172099,0.0495462031684665,2.8701621058176947e-05,0.00016178080194913027,4.793983929499696e-07,1.4036059064296049e-08,2.785154821251297e-09,6.214698963930925e-05,1.3499537707739097e-05,2.0464291683734343e-06,3.534806504397081e-05,1.425318006573788e-05,6.699499262803454e-05,1.4643370955449454e-05,2.148517346509019e-09,3.710666623118487e-07,0.004004155468303598,0.6964241814973414,0.0001707609285106814,3.457385315760601e-05,5.183312524554123e-07,0.00018048658327844867,0.0,0.0,-5.686914432092609,274896425.133783,671.5640364459031
0.00018782873096239786,0.14195736900074,0.0210782839426467,0.121618904339723,2.2143454015550712e-06,4.06778927122062e-08,9.957516933729508e-05,1.3310072327494582e-06,0.6696478392361529,0.0455980283114006,2.3317500644756287e-05,0.000128648361166791,3.191062058409932e-07,5.993494378475566e-09,2.0918902651153414e-09,6.0407112029022404e-05,1.290551216065678e-05,2.108241264771345e-06,3.51498442899128e-05,7.80137184541562e-06,7.245480390090931e-05,1.584256800909014e-05,1.7303084436249495e-09,4.404228885772511e-07,0.005024387502080518,0.7254733711393101,0.00014905125309141274,2.7607456185213463e-05,3.7650349150148673e-07,0.0001761007675153,0.0,0.0,-5.58406920281711,190883080.0490044,642.719644782065
0.00017125689340500688,0.144543641269281,0.0213689630066405,0.124210690323418,1.069543530426265e-06,3.165585591908253e-08,9.55689228228147e-05,8.784825438864691e-07,0.6675872034623029,0.0421939330155351,1.9868964396312124e-05,0.00010779026704488086,2.3333084801845647e-07,2.8840725590742585e-09,1.758462526463961e-09,6.0934544676300695e-05,1.247962466388578e-05,2.2942454056834923e-06,3.483930070570005e-05,4.594710284732023e-06,7.576138404891657e-05,1.7583358660653322e-05,1.2219500448333744e-09,4.999358545633785e-07,0.0058801085970235705,0.7420097955091739,0.00013436223592375542,2.3656985896482093e-05,2.9370586482970803e-07,0.0001803468324604253,0.0,0.0,-5.517971720140278,149425308.91134948,614.256171939473
0.0001613170146656168,0.147360340568779,0.0216698276422541,0.128223234328579,5.719663994421249e-07,2.6459448038243908e-08,9.20514640242463e-05,6.535500358167426e-07,0.6639680565510799,0.0386864894452832,1.8363161352285418e-05,9.5189659452414e-05,1.8581931922461045e-07,1.6648184934833665e-09,1.594608038415674e-09,6.220035185317171e-05,1.2276076354283492e-05,2.4954777507827923e-06,3.467618488752821e-05,3.1631342512994428e-06,7.710037312720511e-05,1.9402754047326517e-05,8.307788423475177e-10,5.35995164250879e-07,0.006479674801905726,0.7494773067803404,0.00012603908908890324,2.163062583545878e-05,2.4953211607432856e-07,0.00018672514922042817,0.0,0.0,-5.4800195222711405,128385167.16896272,590.822406381864
0.0001513283113154611,0.150594716197686,0.0220148895415691,0.130483531224532,2.6246958482419606e-07,2.2076373564662892e-08,8.80932948447683e-05,4.902565169612482e-07,0.661856247221543,0.0349625225198251,1.806728641494778e-05,8.451589274606234e-05,1.487656511976202e-07,9.66874907281842e-10,1.5221613757483975e-09,6.499948314713285e-05,1.1900639327353058e-05,2.842167631345937e-06,3.389540620311157e-05,2.206405203209444e-06,7.620500826295347e-05,2.189159328639337e-05,4.799630769739126e-10,5.680536911216186e-07,0.0069564793301091984,0.7506655274422822,0.00011965517980757546,2.039545823617681e-05,2.2381463296479158e-07,0.00020249472542939418,0.0,0.0,-5.450139668093301,114464141.0994616,562.628494864066
0.00014187239932153016,0.153182252396098,0.0224147417854238,0.133194786513404,1.0090334962642176e-07,1.8881596541526583e-08,8.445283376690991e-05,4.0821027837296494e-07,0.659812449131855,0.0313113173394525,1.9770674034313172e-05,7.517011339524845e-05,1.2013511773747658e-07,6.055820327384148e-10,1.5194345873261833e-09,6.888001195931223e-05,1.126369394555613e-05,3.422007929231117e-06,3.224814499749971e-05,1.6846074379775136e-06,7.308640017471704e-05,2.5456034452685593e-05,2.629610429029504e-10,5.954962463048691e-07,0.007249714009741857,0.7457018352801422,0.00011315738663524652,1.9781598255738906e-05,2.239322008452629e-07,0.00022616046949955083,0.0,0.0,-5.4300470451202445,106116103.31871334,530.091236665582
0.0004939682808572172,0.155078977622901,0.0228626927978061,0.136784248955629,1.67775025890559e-07,7.135910588812903e-08,8.6794113086901e-05,4.122354299287322e-06,0.656972426305527,0.0282148602050501,0.00016875972336041387,0.00028608974290072103,4.5963475986761293e-07,2.1294312000815974e-09,2.29998209424277e-08,0.0002987453161620747,3.5110189615280956e-05,1.6728765385815697e-05,0.0001021863041770525,2.6322663055553822e-08,0.00019559470406283743,0.00010474009925416438,1.0899927252143704e-09,2.716916113944192e-07,0.002899373652331529,0.005293116854359448,0.0004499338044008757,8.153857661779627e-05,1.140938504921164e-06,0.001024335487166211,0.0,0.26206672472073544,-5.58684925214889,3045426118.272353,503.787523142016
0.00037599634309757945,0.157091565969964,0.0233189449733704,0.138456168578894,1.4778492037568272e-07,6.97340220872844e-08,8.702453900352809e-05,2.434768924074741e-06,0.655863009290334,0.0251832866484344,0.00011095714947626229,0.00030919475722081805,5.096905542878039e-07,2.331876934601038e-09,1.360428422051272e-08,0.00024076132219938198,2.6906680317604693e-05,1.2956472379218088e-05,7.842648654471567e-05,3.172119717031163e-08,0.0001351808896293965,5.005619337028811e-05,3.8013285594569596e-10,3.2415475589253835e-07,0.002730551393872378,0.008381903371264024,0.000423908053375724,7.340400165068507e-05,9.043929807203889e-07,0.0010317044198580683,0.0,0.26281009433375185,-5.583399236385664,3490304038.446851,485.971994730812
