Y_H,Y_H2,Y_HE,Y_O,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_O2,Y_OH*,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_NO,Y_N2O,Y_NO2,Y_HNO,Y_HON,Y_HONO,Y_H2NO,Y_HNOH,Y_NH2OH,Y_HNO2,Y_HONO2,Y_NO3,Y_HNO3,Y_CO,Y_CO2,Y_CH4,Y_C2H6,Y_N2,Y_AR,MF,CEM,HRR,T
0.0002235117373682995,0.0193815336375847,0.0,1.1471983304864539e-06,0.000134490678797,0.0606050355297181,5.073711859722305e-05,0.0005657590996159495,0.10994998454663,3.706158466653816e-17,2.1123584296007824e-07,3.332725727428345e-06,0.0011681844338877697,0.1307241536844169,8.389270267114241e-08,0.0002300784144010046,1.2524211628728235e-05,0.0007194599898345648,2.7931148781439436e-05,0.0005758967982145596,0.0407442069247121,3.98450966719341e-06,0.00011254750417822462,4.0553834825203984e-10,2.3537784532831083e-05,0.00010407581030803047,5.947919786367662e-06,0.0003123781124467906,2.447746365114892e-09,6.813952652381067e-05,1.832142937376312e-08,5.1275930171633395e-06,0.0,0.0,0.0,0.0,0.679204801922853,0.0,0.22460202469510332,-6.58274335184898,9070339968.187693,756.2532299617419
0.00018336175603466453,0.019962526467019,0.0,7.550976396458799e-07,0.0001238008896699,0.0565626324592359,3.7126880881003784e-05,0.0005210908647563398,0.112044027391886,1.2516487553718895e-17,1.2205133247616097e-07,2.1105495052582433e-06,0.0011402669232657646,0.134425857534092,6.190786337002594e-08,0.00025103049653206033,1.2226767950348694e-05,0.0007672533166601324,3.183625415199888e-05,0.00041746068353146963,0.039591345580460735,3.2229334038099043e-06,9.582916606069978e-05,2.335721677086307e-10,1.4706881107835271e-05,8.574854796689502e-05,5.479121960499486e-06,0.00030447889407485843,5.975552248177977e-10,6.448119394540372e-05,1.7437857641154857e-08,4.014821624492228e-06,0.0,0.0,0.0,0.0,0.6768811552580981,0.0,0.2292393318258092,-6.575549250493799,8652586408.411379,721.308943187861
0.00013027445950416098,0.0204834702067556,0.0,4.986252050631161e-07,0.0001107249182433,0.0528043020275107,3.2821557944944515e-05,0.0006510723238342252,0.1153000019805019,5.203042737656297e-18,4.877226224630041e-08,1.033810409209537e-06,0.0010332698739648372,0.137306855960579,4.903973611511568e-08,0.00027890097235481397,1.1650821678223131e-05,0.0008533278156186767,3.8823216997899946e-05,0.00037917605893174295,0.04764161166158954,4.047831409601445e-06,0.00010110101930475969,1.975797318864915e-10,1.530396648939248e-05,8.514328713543494e-05,6.039851701000943e-06,0.00033772431785501994,2.725725277903503e-10,0.00010951244659523385,2.8381384581087112e-08,6.195257162003258e-06,0.0,0.0,0.0,0.0,0.67399464490641,0.0,0.22632689983597842,-6.4352771722732856,7386240070.878512,694.417997459502
9.439142478728366e-05,0.0208186987323915,0.0,3.68376722666322e-07,0.0001068423730718,0.0495462031684665,2.9233637163175045e-05,0.0007695063013373994,0.118916492031684,2.5546115699555203e-18,2.1394323089847693e-08,5.517443743469469e-07,0.000961291172181442,0.139409240877176,4.3678788161399126e-08,0.00034859977976822303,1.1829998462302115e-05,0.0009432796710691407,5.0267832995436997e-05,0.00035508496545665037,0.06864015359549097,5.256307936602173e-06,0.00010571717977578853,1.6800216132956663e-10,1.6467393593267133e-05,8.274480459787946e-05,6.948687281577251e-06,0.00037701178063394715,1.34536560942769e-10,0.00017835082589576053,4.661309742054451e-08,9.834681820101163e-06,0.0,0.0,0.0,0.0,0.6712025228172099,0.0,0.21398560987853457,-6.310427746671005,6562042816.340952,671.5640364459031
5.482171279383109e-05,0.0210782839426467,0.0,2.425749315645099e-07,9.957516933729508e-05,0.0455980283114006,2.313774317242085e-05,0.0008820976045898408,0.121618904339723,9.132276423787678e-19,6.39061445826721e-09,2.2096368527358372e-07,0.0008340144845828877,0.14195736900074,3.63196796255637e-08,0.0004876095960565836,1.1578931664118835e-05,0.0010308762696332645,7.007503934838425e-05,0.00030624582606220954,0.1254467012076888,7.351772898004853e-06,0.00010360759850643579,1.1707030481428674e-10,1.681914955149433e-05,7.432848042261332e-05,7.898165641434486e-06,0.00041348021767482216,5.652579985591878e-11,0.0003153136841368806,8.507736080576595e-08,1.7434106137474938e-05,0.0,0.0,0.0,0.0,0.6696478392361529,0.0,0.18217145564143392,-6.111620274923507,4974160684.123115,642.719644782065
2.5985833627881676e-05,0.0213689630066405,0.0,1.5637006593120617e-07,9.55689228228147e-05,0.0421939330155351,1.6652121621224738e-05,0.0008770153852235752,0.124210690323418,2.8853752261883563e-19,1.6145820749001575e-09,7.802679359461217e-08,0.0006713935983316747,0.144543641269281,2.9126007366365918e-08,0.0007013986467230086,1.0839140144410326e-05,0.0010220712948397202,9.916168965706717e-05,0.00025173464628722614,0.23523204865521918,1.0583848022463168e-05,9.215198015288548e-05,6.748734507002531e-11,1.7113353784288727e-05,6.043187561839244e-05,8.8153680725193e-06,0.00043049114064505975,2.923603402232851e-11,0.0005591031849358218,1.5707882899531346e-07,3.267789008063205e-05,0.0,0.0,0.0,0.0,0.6675872034623029,0.0,0.12882242940635064,-5.9671276669634254,3184334076.0533667,614.256171939473
1.4925096586131712e-05,0.0216698276422541,0.0,1.5568735098505965e-07,9.20514640242463e-05,0.0386864894452832,1.9341626057933746e-05,0.0012982557800761305,0.128223234328579,1.1775784357423215e-19,6.306231849564584e-10,4.360497710790277e-08,0.000792699777317751,0.147360340568779,3.63031251777012e-08,0.0013453862913903585,1.4612138957691282e-05,0.0014269302268718543,0.00020517580714662597,0.0003414865458075346,0.0021271807435577763,2.3433588643507575e-05,0.00012834332396931004,5.961350704278452e-11,2.9479061706544236e-05,7.80845272316456e-05,1.4581144860551246e-05,0.0006513407543729504,3.335024646435055e-11,0.0002844240437087587,2.3009577677577766e-07,9.856400647891319e-05,0.0,0.0,0.0,0.0,0.6639680565510799,0.0,0.2623285259208989,-5.977870032799937,6388681828.488028,590.822406381864
7.216376419379586e-06,0.0220148895415691,0.0,1.229505124962794e-07,8.80932948447683e-05,0.0349625225198251,1.4346625011093227e-05,0.0010445283991265524,0.130483531224532,2.878811799879712e-20,2.545764881817164e-10,2.1910661759205647e-08,0.0007522286874827408,0.150594716197686,3.068806835298609e-08,0.0017287937292502172,1.5043037062977333e-05,0.001374811170325359,0.00027469166007945445,0.00028607096704313126,0.002754508006780373,2.5848155207703027e-05,0.00011004677438478694,2.199070626750841e-11,2.2245841024264026e-05,6.543994798042724e-05,1.4698629494565751e-05,0.0006350890083182968,1.820842686791545e-11,0.0003354418259216396,2.7306152495220845e-07,0.00010922552592068282,0.0,0.0,0.0,0.0,0.661856247221543,0.0,0.26476207911403726,-6.079914437844913,6184208166.851175,562.628494864066
2.049635827242831e-06,0.0224147417854238,0.0,1.0541768360791083e-07,8.445283376690991e-05,0.0313113173394525,1.2067209311408155e-05,0.0008031153548744163,0.133194786513404,5.321688815977348e-21,6.653832254628631e-11,6.904304688487031e-09,0.0006493683814309272,0.153182252396098,2.6305993145816853e-08,0.0012747405088384862,1.5255288514387278e-05,0.0012497749057952283,0.0003867598176553742,0.0002769590699565148,0.0013574020348645398,3.111386172540027e-05,0.00010230083141885591,6.740241865316638e-12,2.6114573636353324e-05,5.7941086802317e-05,1.8393709468388702e-05,0.0006886110675344886,1.1782729948753865e-11,0.00021749047842843351,2.499868268331803e-07,0.0001277800210627424,0.0,0.0,0.0,0.0,0.659812449131855,0.0,0.26812142322699045,-6.357016468320286,5544931585.899435,530.091236665582
6.610478880798537e-07,0.0228626927978061,0.0,2.021207938736185e-07,8.6794113086901e-05,0.0282148602050501,2.3644122246237886e-06,1.3633633672482054e-05,0.136784248955629,2.532063328982409e-21,2.7956368448740306e-11,2.657650379884565e-09,0.0006385157237931405,0.155078977622901,4.960015261769121e-09,2.7276334500811753e-06,1.4451537096849732e-05,0.001003524652719682,8.459376400031014e-05,6.137742228719845e-05,4.5879804569945144e-07,2.5879969319225133e-06,2.6179991119371278e-05,7.190851435893639e-13,2.0084263528462236e-06,9.705728776901988e-06,6.518759045304564e-06,0.0002410044262693942,4.6319490472235856e-14,9.168011666510419e-08,2.6771940631400977e-10,9.141456342773703e-08,0.0,0.0,0.0,0.0,0.656972426305527,0.0,0.27137617365378813,-6.407745679412346,4348101130.18165,503.787523142016
