O2 1 107.4 3.458 0.0 1.6 3.8
C12H23 2 540.0 7.085 0.0 0.0 1.0
H2O 2 572.4 2.605 1.844 0.0 4.0
N2 1 97.53 3.621 0.0 1.76 4.0
CO2 1 244.0 3.763 0.0 2.65 2.1
