Y_H,Y_H2,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_CO,Y_CO2,Y_HE,Y_HCO,Y_OHEX,Y_N,Y_NO,Y_NO2,Y_N2O,Y_NH3,Y_HNO,Y_H2NO,Y_NNH,Y_NH2,Y_NH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_HONO,Y_HNOH,Y_HNO2,Y_HONO2,Y_NO3,Y_HON,Y_N2,Y_AR,MF,CEM,HRR,T
0.0043439553100212075,0.0151203985275203,0.00011975472392910029,0.072161727890579,0.000491528236056,0.110519013310159,3.711319729448208e-05,9.438579619884828e-07,0.0,0.0,0.0,0.0,1.6718569161926108e-13,4.3599455932716095e-05,0.0012576601324408936,3.3454403350569243e-07,0.009376560769342221,0.0944906979849839,3.478411310365739e-05,1.4884470548220163e-05,7.311000559338763e-07,0.005119061255853818,0.00013840831798370593,0.00040410580539366754,1.0742780099360385e-05,0.0004714207585416096,5.800331870512241e-08,3.0789419978113183e-06,1.912731997368197e-08,7.177833022431058e-09,3.875853569958891e-09,1.0598767415373414e-11,0.0036216219559056504,0.707216634050701,0.0,0.22078733288920424,-7.511124742910216,46878275015.87622,1133.4718968675
0.0035638079537239184,0.0158052054787298,8.706197657644995e-05,0.0762757772232159,0.0004197532174928,0.10568872213866,2.7284817955579704e-05,7.397759060611801e-07,0.0,0.0,0.0,0.0,7.100744555864005e-14,2.880723386610303e-05,0.0008762693481197091,2.0705701365786192e-07,0.008387702146706028,0.0987393344776641,3.120454568593679e-05,1.4404921575593568e-05,5.013876653637332e-07,0.005438725726035206,0.00011367856430394326,0.00045125049177740026,1.0672454633389362e-05,0.0006133549423881443,6.218903770959428e-08,1.960239787641241e-06,1.2128820139685867e-08,4.051957308354136e-09,3.11292162592794e-09,5.093180147663537e-12,0.0021376419900801915,0.703071207464237,0.0,0.22606975281598837,-7.373105086317153,41519515087.45189,1096.88119992383
0.00057358104737996,0.0159835322082079,1.1011136964843596e-05,0.0809365026102388,0.0003657504670871,0.0995011351794645,5.384855385032495e-06,2.523919968428402e-06,0.0,0.0,0.0,0.0,1.3396976201492753e-15,1.5213012088403762e-06,0.0001467726976863685,1.1691309839867625e-07,0.0023563877358586138,0.102896331603589,2.5620747550375994e-05,2.1654690172416613e-05,4.315560359843497e-07,0.009829125759329527,4.800331103278389e-05,0.0020501447208117547,0.00010054004884494248,0.004149581639660148,6.487173045592075e-07,5.789770001776349e-07,1.543677883126007e-08,1.0853697510498534e-09,4.216966964040584e-09,3.132793566888172e-12,0.0007562020286275052,0.7003167479314129,0.0,0.23585236618972463,-6.966126466781889,47872515585.205505,1052.91224456113
9.523612213192172e-05,0.0164270541594927,3.0790685779789547e-06,0.0856588194249221,0.000321342263311,0.0923609190663705,1.937248960472123e-06,5.285694593604247e-06,0.0,0.0,0.0,0.0,5.720350948142434e-17,3.2638242932375813e-07,6.264738943685669e-05,1.990862747836498e-07,0.0008065911036158348,0.108824950554399,1.68230279019138e-05,1.7004375778312047e-05,3.3419065682018566e-07,0.009735481415178023,2.911486855720891e-05,0.004902969664655225,0.0004963341435016308,0.006194229561562155,1.2380767817858234e-06,3.117267693302904e-07,2.6685960336674102e-08,4.936471085100151e-10,1.8925735891763022e-08,1.564796019654816e-11,6.875836417822856e-07,0.6964069145315049,0.0,0.24315577754764228,-6.674256220324122,46930527990.263756,1006.14340291173
2.6814905471765957e-05,0.0172370596500919,1.6143517290424667e-06,0.0904413461175602,0.0002773458002786,0.0859650408023184,1.4737795962140148e-06,6.23352186086747e-06,0.0,0.0,0.0,0.0,7.543461263519333e-18,1.5875242056199766e-07,4.206029315901334e-05,2.0638263216532108e-07,6.355644779860856e-05,0.113546171877853,1.310141536274091e-05,1.6015875755767216e-05,2.653406050466006e-07,0.008054159814780769,1.9586422019571936e-05,0.006945243850571454,0.0010735719802462166,0.006301441185206808,1.1394035167666579e-06,2.6462380391723184e-07,3.868728578616581e-08,3.2505902461706817e-10,2.2877308366875383e-08,2.3559479145223286e-11,5.538645196002844e-08,0.692533035751898,0.0,0.2484164736744639,-6.59288884308877,39735636890.44426,952.381289503566
1.4102920216705787e-05,0.0179674589502097,1.1357452255989972e-06,0.0939784296634112,0.000247809235204,0.0803542580072826,1.4445102822191212e-06,8.321059323113227e-06,0.0,0.0,0.0,0.0,2.556180429030285e-18,1.0959606427497333e-07,3.5568675940847994e-05,1.9336111901237403e-07,0.0003702029472352652,0.1171416269372359,1.180158884458944e-05,1.7025532589740824e-05,2.3337046928726036e-07,0.006930265779095942,1.503189320110713e-05,0.008216965848792763,0.0014064327702599667,0.006115469293606149,9.813355404797196e-07,2.618127022634666e-07,4.041232313597623e-08,2.610722491291066e-10,1.4380216347956646e-07,1.5611688296935023e-10,3.621832719247753e-07,0.690310417206657,0.0,0.25213826528759126,-6.53370932615122,34641823302.404434,917.307768370271
5.639588533486605e-06,0.0182847443363255,7.498399830973895e-07,0.0980791866381152,0.0002138532732217,0.0744340659698685,1.2098329672157798e-06,6.562128407878806e-06,0.0,0.0,0.0,0.0,5.9821416892658895e-19,7.119670650691615e-08,2.657005608585812e-05,1.7634477085431923e-07,1.6416653020036107e-05,0.121950642056176,9.582494405195084e-06,1.4740154517487023e-05,1.5741745472669343e-07,0.005545758531272619,1.0690446664781594e-05,0.008089861774824009,0.001991820778695279,0.0054385390238585974,8.570657160308302e-07,2.3995415620850014e-07,4.393267258603279e-08,1.6758464036020714e-10,2.058116256819274e-08,2.310015944800186e-11,3.1248704896372486e-08,0.687037507726292,0.0,0.25450886722100646,-6.453761660063713,27445214068.826096,872.7668399310229
2.9683307087889875e-06,0.0186219907649571,6.514004561520685e-07,0.0992181367389926,0.0001923644782488,0.0709767842373113,4.986336269998597e-07,4.060944673198535e-06,0.0,0.0,0.0,0.0,2.528076482573191e-19,5.660906246779622e-08,2.2280487704914523e-05,1.7349115776640673e-07,7.848742751860081e-06,0.125688666933668,7.067627583473271e-06,7.134713625873559e-06,5.0442729195400396e-08,0.004695968704362866,8.759346675333399e-06,0.0032582210097006053,0.00232205808123076,0.004846622717875201,6.791616579757522e-07,3.331930983306288e-07,4.40392707947663e-08,1.8893394630352157e-10,7.309268420230364e-09,7.665405746068763e-12,2.392782860281609e-08,0.6853020568468221,0.0,0.2565101327310197,-6.388578489786155,21825587807.49761,847.105007804024
2.312266881431629e-06,0.0190677753657695,4.018626871512708e-07,0.10269484090019,0.0001704607659414,0.067278857592319,1.4338057001022444e-06,9.686540458572271e-06,0.0,0.0,0.0,0.0,1.0973131477159918e-19,3.9437992594267684e-08,2.275836095009852e-05,1.4765675261769071e-07,1.2183856242723603e-05,0.128817656641295,9.222186530881979e-06,1.9879312178348497e-05,1.376817842727482e-07,0.004111072042801685,6.507247555548215e-06,0.011242445809335573,0.002330684059493961,0.004862510847125187,5.995296103810099e-07,2.7158023066714304e-07,3.400715577186156e-08,9.207258908210325e-11,4.016575266399067e-08,4.8581398464015884e-11,2.8624395177988223e-08,0.6819704087344849,0.0,0.2606311247759446,-6.344320761089653,20573388485.440727,814.186381964552
1.5169637207128184e-06,0.0196072887541721,3.0645807293725133e-07,0.106309128480839,0.0001584013193134,0.0637488871036579,1.6293941966454473e-06,1.3979277882929711e-05,0.0,0.0,0.0,0.0,4.9353448251896e-20,3.046689081956299e-08,2.2532853928057914e-05,1.4534230084099208e-07,5.4310180067678684e-05,0.131214857659843,9.64697308821301e-06,2.4031681763041164e-05,1.323865803276746e-07,0.00356504072879364,5.152238263345762e-06,0.013364376547477495,0.002480644393447532,0.004520215060099969,5.035919842673145e-07,3.258949231563873e-07,2.9419432143930537e-08,6.120975196125622e-11,2.54869997665515e-07,3.37579567783208e-10,9.329557635980217e-08,0.6789614366821751,0.0,0.26294293037240324,-6.292908826820835,18339698225.37567,783.4092538338
