Y_H,Y_H2,Y_HE,Y_O,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_O2,Y_OH*,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_NO,Y_N2O,Y_NO2,Y_HNO,Y_HON,Y_HONO,Y_H2NO,Y_HNOH,Y_NH2OH,Y_HNO2,Y_HONO2,Y_NO3,Y_HNO3,Y_CO,Y_CO2,Y_CH4,Y_C2H6,Y_N2,Y_AR,MF,CEM,HRR,T
0.0010853157744436094,0.0175169601181973,0.0,1.4029749489165577e-05,0.0002809466320357,0.0807793357469049,8.445099286080067e-05,0.00011632622490799118,0.0944248452915801,3.4554703960203273e-15,8.46986690172104e-06,5.0385570141691237e-05,0.0017559186781767333,0.115438896954287,5.017558208705494e-07,0.00031811158564834605,1.3522414698184814e-05,0.00033440802473743596,8.957661238019588e-06,0.0011252821749849157,0.03372162606623603,1.7210727158979698e-06,8.29176265839421e-05,8.524652997860296e-10,1.4528506117270187e-05,7.572565879790463e-05,3.07124466533928e-06,0.00013310924994079296,1.526923988000021e-08,1.3024996969560865e-06,1.2571029801573316e-09,5.478592676502837e-07,0.0,0.0,0.0,0.0,0.6915590152569949,0.0,0.21892148869817318,-7.037241827920634,22229472061.86199,913.3309678293
0.0008543606702399677,0.018325736265378,0.0,8.281082985506707e-06,0.0002347692143205,0.0751227979838148,6.648601630511298e-05,0.0001275066798564046,0.0988886425180296,1.0722031675468118e-15,5.263109844276987e-06,3.423198745653562e-05,0.0016307410787710797,0.120871800895498,3.122329002550443e-07,0.00029437201728335925,1.2582073898476413e-05,0.00036523043110290036,9.820052778711139e-06,0.0008081378179610968,0.034653226125250805,1.3461102303808971e-06,7.161180359599198e-05,5.252062492955758e-10,1.0836912108415966e-05,6.994401502254543e-05,2.896456150833332e-06,0.0001399823373941108,7.301897407047441e-09,2.031518524941874e-06,1.2905532026364174e-09,5.34121239743733e-07,0.0,0.0,0.0,0.0,0.686556253122959,0.0,0.2232023671835591,-6.94082521482152,18957127423.65304,865.8285697797528
0.0005406168176816209,0.0189258618732596,0.0,3.7784212570817307e-06,0.0001914511781495,0.0684793900531016,5.588071191098109e-05,0.00021069563761766667,0.104057023676321,2.644197807877802e-16,1.8939605431867042e-06,1.6584561523210205e-05,0.0014985001459560153,0.125811992051783,1.7788967097950494e-07,0.00026998177432577286,1.3218274260174034e-05,0.0004882537219305052,1.5047525734386269e-05,0.000623862521961421,0.03623368001556392,1.637282031561831e-06,7.671489557613869e-05,3.9526865635812854e-10,1.202132219007194e-05,7.815380930931154e-05,3.6834797631033972e-06,0.00018916472619718251,4.2380379809894185e-09,6.64031103125809e-06,2.842718703731578e-09,9.649540355531397e-07,0.0,0.0,0.0,0.0,0.682534281167385,0.0,0.2254667986596486,-6.756032068311606,14827052186.470865,817.302085293806
0.00031233635878477584,0.019354047429806,0.0,1.5689413956673576e-06,0.0001606738656523,0.0609267117307801,4.492018736883984e-05,0.00035375579909878826,0.109220519986655,5.244054003554689e-17,4.809754496044697e-07,6.1162396774624984e-06,0.0013638717875477909,0.131246049195848,1.03910647899662e-07,0.0002642326470210922,1.4108686899106557e-05,0.0006585274641877401,2.5531775878978676e-05,0.0005023508222546523,0.03847650715332662,2.3850924577319698e-06,8.840391140050646e-05,3.0222293034406023e-10,1.4115597723526158e-05,8.40575781709223e-05,4.989871714006415e-06,0.0002633072951880449,1.6677433577706955e-09,2.638438135178187e-05,8.305556885379809e-09,2.159843140175692e-06,0.0,0.0,0.0,0.0,0.679091997791258,0.0,0.22694148226200564,-6.623902957299149,11830011679.671057,763.697169473598
0.00017405252468477483,0.0200016185461535,0.0,7.240164186986404e-07,0.0001367671065477,0.0543903535977619,3.6436172293363734e-05,0.0005546376086386674,0.114343843649072,1.1036301319741028e-17,1.0244368703596175e-07,1.8970597465351382e-06,0.0011955224415816095,0.136744023462041,6.879048536574698e-08,0.00030403462401803897,1.4109473644143126e-05,0.000834573239288072,4.05528710568878e-05,0.000428096933274789,0.045691986307910756,3.782486822274815e-06,0.00010158013527810104,2.3439270007271133e-10,1.6388006886948307e-05,8.590293460745334e-05,6.489108986712832e-06,0.0003424114482401783,4.684744312696466e-10,8.607655037036774e-05,2.40648551797299e-08,5.211171229458554e-06,0.0,0.0,0.0,0.0,0.674383393638424,0.0,0.2259825517320788,-6.558319348183577,9459960240.39834,713.2109982532719
9.380366844237304e-05,0.0208143983722664,0.0,4.044970519897943e-07,0.0001258498204344,0.0486370012498203,2.915689745073379e-05,0.0007630620428418464,0.119631201595871,2.795011283514823e-18,2.1317780778106884e-08,5.681697610029474e-07,0.0010277734058540939,0.140466727525437,5.3471195557579874e-08,0.0004426316917251173,1.4089405753998216e-05,0.000999762982514891,6.43398949388085e-05,0.00037291309712580756,0.08482484847684964,6.11643033125966e-06,0.00010938950300425608,1.6998207517151304e-10,1.87083580951797e-05,8.087007579601641e-05,8.382798150183654e-06,0.00041926011364294073,1.1755492077471924e-10,0.00021820533590578291,6.181071494407058e-08,1.2540941685260428e-05,0.0,0.0,0.0,0.0,0.67032482143617,0.0,0.20459431920230872,-6.316420742762229,7431753511.9069605,668.065191674807
4.422351974903148e-05,0.021369587716919,0.0,2.3445720138272292e-07,0.0001126259181177,0.0432801372236032,2.111486154712784e-05,0.0008647600504270687,0.124096484914085,7.325139530544589e-19,4.424295618029158e-09,1.7075488782250347e-07,0.000818349540399384,0.1442250686779019,3.956026632220809e-08,0.000638538825825663,1.2789866391953291e-05,0.0010567261615866028,9.146693061140469e-05,0.00030088065020718703,0.18014523598375445,9.115144605652642e-06,0.00010193774208367473,1.0012418407385819e-10,1.8640846218325807e-05,6.84827904921988e-05,9.306729620744026e-06,0.0004478250488861903,4.300392122775211e-11,0.00042563347313432677,1.232406621515681e-07,2.4808358490941258e-05,0.0,0.0,0.0,0.0,0.6669160955493729,0.0,0.1546809564322762,-6.0474318626399,4713572207.900358,632.580237087193
1.4422015532889503e-05,0.0217349823543196,0.0,1.2654050159180375e-07,0.000106298748302,0.0388136264340919,1.3069412173637794e-05,0.0007643614959684854,0.127182237301095,1.4611931116429933e-19,7.002040400680628e-10,4.112803272090349e-08,0.0005709773751173655,0.147854005635331,2.746340510463564e-08,0.0009209800241081337,1.0799650812062761e-05,0.0009289697443804079,0.00013220391143680437,0.00022630778900654876,0.35108256010142314,1.376302263224776e-05,8.113826643540866e-05,4.2177066323510166e-11,1.8728810478869016e-05,4.925463525963679e-05,1.0029995050113434e-05,0.000435636522502459,2.1370147935763416e-11,0.0008211408026529723,2.41067852341372e-07,5.25681316117127e-05,0.0,0.0,0.0,0.0,0.66430884952686,0.0,0.08282309159484438,-5.965601615923735,2271821349.080931,596.7671730296489
6.624763854296707e-06,0.0221689995026952,0.0,1.4409918680205453e-07,0.0001011135021699,0.0348992220356421,1.7969549633904288e-05,0.0012603785397969074,0.129882364612932,4.547369691533131e-20,2.487199595216782e-10,2.0910157711305195e-08,0.0007480574698220159,0.150933654871208,3.973732346002787e-08,0.001795950359327069,1.6540424809984676e-05,0.0014283563504050593,0.00033054223577469916,0.0003768577768684942,0.004406101859130359,3.6451845074481225e-05,0.00013288425380403505,3.3712271683405453e-11,4.324944522645807e-05,7.473453943129123e-05,2.0591282891912417e-05,0.0007798300450765368,3.050136694680403e-11,0.0007468584533983254,4.675062416139737e-07,0.0002271727920410267,0.0,0.0,0.0,0.0,0.662014645475352,0.0,0.2637988996897828,-6.0899013634702595,6653856573.13467,567.886007684449
1.7693493971254959e-06,0.0227017430604446,0.0,1.912944830614717e-07,9.80131128857668e-05,0.0308377690444816,5.029464828543904e-06,3.3595950056697815e-05,0.134157485418289,8.287793735127829e-21,8.653449658846224e-11,7.963812619432841e-09,0.0007742143477828447,0.153719157855068,1.3745283308899392e-08,1.8177900242178887e-05,2.0067856825416146e-05,0.0013653529863143616,0.00023153307992022866,8.354923661549626e-05,4.602709045996778e-06,1.082989347361616e-05,3.531415224275912e-05,1.6348327848792626e-12,4.156199499612219e-06,2.269543303596041e-05,9.987451601221755e-06,0.00039614212872899853,8.38353703683321e-13,7.793281098724575e-07,3.0607439550468195e-09,7.461829197384962e-07,0.0,0.0,0.0,0.0,0.658485831508832,0.0,0.27131882377101774,-6.454334544554776,6049431259.463832,529.968769194052
