Y_H2O,Y_NH3,Y_NO,Y_N2O,Y_N2,Y_O2,Y_H2,Y_NO2,Y_AR,Y_HE,Y_H,Y_O,Y_OH,Y_HO2,Y_H2O2,Y_OHV,Y_NH2,Y_NH,Y_N,Y_N2H4,Y_N2H3,Y_N2H2,Y_H2NN,Y_NNH,Y_NO3,Y_HNO,Y_HON,Y_H2NO,Y_HNOH,Y_NH2OH,Y_HONO,Y_HNO2,Y_HONO2,Y_t-ONNH,Y_c-ONNH,Y_ONHN,Y_H2NNO2,Y_t-HNN(O)OH,Y_c-HNN(O)OH,Y_CO,Y_CO2,Y_CH4,Y_C2H6,MF,CEM,HRR,T
0.0606050355297181,0.1307241536844169,0.00029814348611083367,0.019383796147084492,0.679204801922853,0.10994998454663,0.0193815336375847,1.9515011118180272e-05,0.0,0.0,0.00011245754089491052,9.508323958331213e-07,0.000134490678797,5.6639311489517676e-05,0.00018866489660342368,6.2776679485064584e-18,0.0005569781269622646,2.475415331756784e-06,7.763289838042536e-08,0.00047876830295141056,0.0003596742768002896,0.0006768870919851062,0.0001259071813383694,1.0960481118463574e-07,1.4447450289384186e-07,7.1517451837937365e-06,6.106175658027635e-07,1.992922078251906e-05,9.864946117308842e-07,3.988824527336379e-05,1.5160137600723461e-05,3.377027200080671e-11,0.0004191741772848635,1.0197575619696048e-06,2.1107402374319782e-08,1.5880464261330273e-13,0.002132298601909164,1.3066243460291131e-08,4.9741243301269506e-09,0.0,0.0,0.0,0.0,0.23661282380678197,-6.8509180703286345,6944161730.446302,756.2532299617419
0.0565626324592359,0.134425857534092,0.00025887097437970324,0.03915276484738147,0.6768811552580981,0.112044027391886,0.019962526467019,2.3937110850686365e-05,0.0,0.0,7.816798949091867e-05,6.092813824488631e-07,0.0001238008896699,3.5954433573382466e-05,0.00014921192189217095,1.7217578809324489e-18,0.0005192752333935612,1.8479236853591953e-06,4.6372054366192285e-08,0.0004764077092375448,0.00034892302082479963,0.000750370649209424,0.00014957023172428445,7.297006301920651e-08,2.4432988232888327e-07,5.7082488758473305e-06,5.175298219119842e-07,2.0671469068631053e-05,1.0317861744117423e-06,3.553659297871171e-05,1.2252540110053366e-05,1.6996652245250562e-11,0.0005911296554164364,1.2329248684821075e-06,2.0919533450501562e-08,1.1042848451446611e-13,0.005665318740146346,1.9293250694974727e-08,5.276445031200127e-09,0.0,0.0,0.0,0.0,0.22498188227531576,-6.800346562538032,6613524882.005058,721.308943187861
0.0528043020275107,0.137306855960579,0.00026840245786938,0.10843775358619274,0.67399464490641,0.1153000019805019,0.0204834702067556,3.927621213395703e-05,0.0,0.0,4.143593007300923e-05,3.4703094271442637e-07,0.0001107249182433,2.4724608864856335e-05,0.00014359041685559415,4.3339706017501976e-19,0.0004290977335902527,1.1982306144704888e-06,2.2419022895900654e-08,0.00045849144348568177,0.0003268862216390791,0.0007588032608110988,0.00018580945614467764,5.466601355226849e-08,6.222171794804135e-07,5.2320635816765305e-06,5.264833187085946e-07,2.8763428591529755e-05,1.320069165537351e-06,3.46643385531153e-05,1.375529597982933e-05,1.3101893579589404e-11,0.001256049650831132,2.1558846909448772e-06,3.0975559647123425e-08,1.1122158337214207e-13,0.014031250780601056,2.921215193669655e-08,1.3708253213444116e-08,0.0,0.0,0.0,0.0,0.18050877118223793,-6.762143006864436,4307710916.505841,694.417997459502
0.0495462031684665,0.139409240877176,0.00025717072566728926,0.25770010081240174,0.6712025228172099,0.118916492031684,0.0208186987323915,5.650822621004357e-05,0.0,0.0,1.9704575811574697e-05,2.0268853680156896e-07,0.0001068423730718,1.4548109378326936e-05,0.00011347712924939631,1.0454419071367776e-19,0.0003303962769773658,7.769144897068483e-07,1.1428518391937578e-08,0.0003933009856534271,0.00027506252498644593,0.0006449375135675846,0.00021149610809586148,3.7631864824598345e-08,1.2527780751564286e-06,4.7820882200224645e-06,4.623791787160961e-07,4.064424979761677e-05,1.5679000040673578e-06,3.211079238999256e-05,1.441843973399663e-05,9.792603050913827e-12,0.0022359958139378027,2.9722820005362877e-06,3.6706066625586446e-08,9.961135539502405e-14,0.02569775773426832,3.41467630188394e-08,3.400601976974842e-08,0.0,0.0,0.0,0.0,0.10565207556918493,-6.714803592067222,2169488149.149035,671.5640364459031
0.0455980283114006,0.14195736900074,0.0002015409752424625,0.4835120997549709,0.6696478392361529,0.121618904339723,0.0210782839426467,7.125811477208546e-05,0.0,0.0,5.85403228385616e-06,8.040211698325771e-08,9.957516933729508e-05,5.755359533233113e-06,6.854256440856698e-05,9.965817914225416e-21,0.00020188278024808678,3.891684053516365e-07,4.455198326983796e-09,0.0002795560587872805,0.00019157533920536555,0.0003873981404407144,0.00020928448316284918,1.793437136672461e-08,2.096012002274053e-06,4.758497725327192e-06,2.9310782385577417e-07,7.15914195695494e-05,1.370709378398889e-06,2.530875724200326e-05,1.3351977842516792e-05,5.327671021467326e-12,0.0035811439443095435,2.415145107507595e-06,2.4268693284498828e-08,4.6843767425306326e-14,0.039514051288048635,2.846977302040157e-08,9.288456966156923e-08,0.0,0.0,0.0,0.0,0.02696644583995615,-6.695896321147768,647058057.5622491,642.719644782065
0.0421939330155351,0.144543641269281,0.00016142214621715239,0.6125464870901984,0.6675872034623029,0.124210690323418,0.0213689630066405,7.660364268474277e-05,0.0,0.0,1.7404558655020576e-06,3.1860946760461064e-08,9.55689228228147e-05,2.684381609864248e-06,4.9084707762235686e-05,1.1080307523192508e-21,0.000127747208573653,2.1032629511480683e-07,2.082364668165071e-09,0.00020152219425158293,0.00013522605121944932,0.00021290823316251974,0.00019817144182945458,9.735861557445559e-09,2.687899964882912e-06,6.789043454851768e-06,1.948754337616363e-07,0.00014178629352954003,1.0677265479217137e-06,2.0846900589873065e-05,1.5096407410695938e-05,2.891890193775158e-12,0.004775351338094305,1.2457278380734633e-06,1.0038367222680008e-08,1.4446272458615688e-14,0.05291293093374017,1.9703446112676092e-08,2.769968512883165e-07,0.0,0.0,0.0,0.0,0.0,-6.768386527562654,239854434.83592513,614.256171939473
0.0386864894452832,0.147360340568779,0.00014781053889142168,0.6544676929850363,0.6639680565510799,0.128223234328579,0.0216698276422541,7.694516676284681e-05,0.0,0.0,7.468970772900225e-07,1.6656775057617814e-08,9.20514640242463e-05,1.8120636020423608e-06,4.636426309897304e-05,2.30362502684467e-22,9.876719048850938e-05,1.446118985854715e-07,1.333047321759139e-09,0.00016897882092960413,0.00011148710349468014,0.0001403459486632311,0.00019471069434903867,7.074120605677138e-09,2.8520006498926055e-06,9.58318896679926e-06,1.6048966680566908e-07,0.00023298629274343994,9.206633689504717e-07,1.8995186603758162e-05,1.8743588619581834e-05,1.8056524124127927e-12,0.005399119095395476,6.334982602678792e-07,4.201345235725962e-09,4.618144959707388e-15,0.06074306279060197,1.2527478812075602e-08,6.749452359402047e-07,0.0,0.0,0.0,0.0,0.0,-6.889909536607142,149052978.50668377,590.822406381864
0.0349625225198251,0.150594716197686,0.0005709787684113043,0.006487983471715881,0.661856247221543,0.130483531224532,0.0220148895415691,0.0002472495398817796,0.0,0.0,1.200609759712981e-06,3.828336429537293e-08,8.80932948447683e-05,1.1587997694583939e-05,0.0003935980806305905,1.0807204016984473e-21,0.0003036587326904836,3.913913525717848e-07,3.465399345268817e-09,0.0006066496110396246,0.0003900895185712074,0.0004024489556702569,0.0007786237419589871,6.305067304898806e-08,1.3043316534371235e-06,4.993171489517292e-05,6.923321652482316e-07,0.0012734762150966481,3.043177118488099e-06,6.638748603234992e-05,8.512977344008229e-05,4.282044009567161e-12,0.00274340755628424,9.223296021004002e-08,4.651880624537991e-10,1.3567743670621114e-17,0.0006141608038500486,7.33221658275739e-11,2.243438353318605e-06,0.0,0.0,0.0,0.0,0.25718014660838434,-7.243325890417873,3225775682.0119214,562.628494864066
0.0313113173394525,0.153182252396098,0.00016762942509606661,0.5838747088447785,0.659812449131855,0.133194786513404,0.0224147417854238,7.731066932043826e-05,0.0,0.0,2.9554794274432297e-07,1.1230322365353742e-08,8.445283376690991e-05,1.3075398985942341e-06,5.517871178713039e-05,2.1316457050000545e-23,0.00011908828161127271,1.4133594555112903e-07,1.186608558190794e-09,0.00020917143782078415,0.00013355277062018818,0.00011795290986664574,0.00032038722789751704,6.48930412340313e-09,2.427749630675565e-06,1.5522765918737994e-05,1.2370703414755478e-07,0.000567937523968312,8.703635383398711e-07,1.9379787841463128e-05,2.0407702861261468e-05,4.889346931721296e-13,0.004408085902535215,9.974861163772464e-08,3.855962589964578e-10,1.8122654061881944e-16,0.03603007617880526,1.2624039473681989e-09,1.9607467364536923e-06,0.0,0.0,0.0,0.0,0.0026645189371176593,-7.302797998087041,297937860.22413385,530.091236665582
0.0282148602050501,0.155078977622901,0.0005063500461808766,0.0012896696487163129,0.656972426305527,0.136784248955629,0.0228626927978061,0.00018184885617653377,0.0,0.0,2.1099006315922417e-07,2.799266289420133e-08,8.6794113086901e-05,8.981001131465458e-06,0.00036088486642613826,7.318448105455883e-23,0.0002652263738208059,2.834674709663361e-07,2.4713445508743577e-09,0.0005706811641905622,0.00035825451330782687,0.0002632999291850589,0.0010100807664408448,5.704253641577195e-08,3.150877952781541e-07,4.351258620236241e-05,3.0784751156698587e-07,0.0015856672515906335,3.675440508081426e-06,6.622099817278435e-05,7.064732747586475e-05,1.0021196496179863e-12,0.0006358751094464144,3.564461413625915e-08,9.470668572404797e-11,6.998038511385381e-20,0.00012392392072305348,1.866309706811254e-11,3.9617462675299194e-07,0.0,0.0,0.0,0.0,0.26816871370034207,-7.429598015148437,3002469048.2105193,503.787523142016
