Y_NO,Y_NH3,Y_H2,Y_O2,Y_H,Y_O,Y_OH,Y_HO2,Y_N2,Y_H2O,Y_H2O2,Y_NH2,Y_NH,Y_N,Y_NNH,Y_NH2OH,Y_H2NO,Y_HNOH,Y_HNO,Y_HON,Y_NO2,Y_HONO,Y_HNO2,Y_NO3,Y_HONO2,Y_N2O,Y_N2H4,Y_N2H3,Y_N2H2,Y_H2NN,Y_AR,MF,CEM,HRR,T
0.00019641112774762784,0.1412895739823829,0.0206505701773541,0.122730617830048,2.9255156143907006e-06,4.513064489901502e-08,9.51108244451843e-05,1.4108923473710656e-06,0.669886986283332,0.0453471409024383,2.359725206053385e-05,0.00015604891400752466,3.9199224641261436e-07,8.135707296107859e-09,2.1828558707867787e-09,6.181245712260588e-05,1.4125537434330316e-05,1.979055514870671e-06,3.807438572434369e-05,7.602848779444681e-06,7.2892384399363e-05,1.3056869696342683e-05,1.553791190102379e-09,3.9165157519246e-07,0.004232598940974958,0.6838349920924814,0.0001731063633397052,3.1278065497259323e-05,4.2515486020420966e-07,0.00019567529887154034,0.0,0.0,-5.623501776094614,273612686.6747843,643.093592872109
0.0001709594028984253,0.144471094490346,0.0212486198861064,0.125445664361419,9.899098509611912e-07,2.9744452378889057e-08,9.00461983821247e-05,8.511819110755644e-07,0.6671382555146861,0.0416063195490606,1.9721296195001983e-05,0.00010749904352636954,2.2335174958391597e-07,2.6055359256719585e-09,1.692576731969922e-09,6.09354154699672e-05,1.2945967626921303e-05,2.241967690707548e-06,3.614527498209255e-05,4.28948939566375e-06,7.671492479970994e-05,1.7379110818124172e-05,1.180465606271948e-09,4.885314467262908e-07,0.005908781197466067,0.7344231202928516,0.00013716250609432706,2.3534827429109918e-05,2.847200119264102e-07,0.00018098305905217028,0.0,0.0,-5.509519826590669,150350680.32438156,610.374844241899
0.00015969477403625205,0.147288165619071,0.0218124964038864,0.12961593615862,4.801219423815381e-07,2.366288594382335e-08,8.376768021369829e-05,6.263395522621188e-07,0.6628774760795121,0.0383221580586965,1.834216915484858e-05,9.175091412209208e-05,1.6772333513864685e-07,1.364619419791175e-09,1.5011729918566615e-09,6.20067497471922e-05,1.2766243717008181e-05,2.4436185591822644e-06,3.606176574355083e-05,2.89253196273157e-06,7.795082715064096e-05,1.9744220088788282e-05,7.904059334733035e-10,5.226176954485402e-07,0.006659063783506293,0.7404801259245035,0.00012698464319221177,2.120295870304173e-05,2.3412884675745552e-07,0.0001847015251261532,0.0,0.0,-5.46003714452724,123986727.67752057,584.239136616736
0.0005648341120145784,0.149858627457966,0.022154438813703,0.132322405156947,8.742782187622858e-07,8.23450202692403e-08,8.40794602671872e-05,4.26505982800748e-06,0.661107511766735,0.0344729373443815,0.0001326785858618338,0.000334269810314107,5.838744754263579e-07,3.5774797792879884e-09,2.1177514980771287e-08,0.0002634832767189008,4.433999390599915e-05,1.1314775518876395e-05,0.00012738945175771855,7.418190322526705e-08,0.00024418888568266035,8.249979526234354e-05,3.118218495290262e-09,4.345697348471301e-07,0.005170760254736213,0.013131033004476794,0.0004921124107528688,8.192340906499686e-05,8.979355526060971e-07,0.0008133385844891858,0.0,0.2486626621135572,-5.605059799440404,3233867908.6175394,557.4269197558
0.0004167670241481431,0.15300266203338,0.0224708843503633,0.135685122825469,5.210651962729286e-07,7.179892673098973e-08,8.159275223804029e-05,2.363117900988935e-06,0.6589371032882629,0.0298226347502874,8.76330166324837e-05,0.00034282718209470084,5.827896513635419e-07,3.0988689610983122e-09,1.2506114477985799e-08,0.0002184558862022201,3.4141544904527855e-05,9.24157259287322e-06,9.842252797614711e-05,5.83886611572708e-08,0.00017047100871519515,4.198129910051816e-05,8.542743833888128e-10,4.063272363118501e-07,0.0038491500264387587,0.01563654608211511,0.00046042050496010657,7.310297340317837e-05,7.241411306980799e-07,0.0008700739991899551,0.0,0.2508944505731623,-5.5930038640643005,3548041770.1001105,525.131361907532
0.00015199766646530863,0.155029475428482,0.0227783308817334,0.138385612234517,8.675626021893328e-08,2.5248549625178827e-08,8.1176609677868e-05,4.416612136204813e-07,0.65695540443096,0.0267700004146292,2.3764948107564797e-05,0.00011788400727375266,1.8886925616175526e-07,8.743917124210488e-10,1.9287383559429134e-09,8.642116737058585e-05,1.2135678589690373e-05,4.23346220779789e-06,3.4956592337320126e-05,1.2934737256406445e-06,6.643094217526531e-05,1.852249304427423e-05,1.1709127212975594e-10,5.177768044720455e-07,0.0048386886262685915,0.6189775320033465,0.00016249196656209,2.7083093096867714e-05,2.9187185961559443e-07,0.0003608785486010019,0.0,0.00026145912332345856,-5.481116763023082,284767405.00775975,499.2116888847409
0.00013298447233675147,0.157283292114028,0.0231298502485533,0.1403384185414549,2.2768168762286063e-08,1.726283503424006e-08,8.11581515531288e-05,4.2053942282641437e-07,0.655149274890023,0.0240180060543868,2.6759140324326346e-05,6.970250871201498e-05,1.004695103687246e-07,4.294721826637476e-10,1.6731821245758446e-09,7.689087764897546e-05,1.0244639982090194e-05,4.823968929535294e-06,2.949475247324095e-05,1.4143149203913367e-06,6.547791289444048e-05,3.0678755904607476e-05,1.1634635483540705e-10,6.047443515103737e-07,0.006862060230443751,0.7170936939318308,0.00010956477409667842,2.0640794285572375e-05,3.2519985609660314e-07,0.00028467732133792393,0.0,0.0,-5.425878669037812,116897329.29294744,481.319580455761
0.0004130218616669856,0.159513252540051,0.0233835840581981,0.141847620592776,3.600483944474734e-08,5.5845214443009465e-08,7.938464997291071e-05,3.840467170590483e-06,0.65345606066273,0.021720097496272,0.00013396867130043716,0.00023733730626701802,3.421210679501212e-07,1.4481592749609909e-09,2.0716713413098452e-08,0.00029397220102294475,2.7717919267845848e-05,2.0087692273765713e-05,8.123343994283363e-05,3.8938729325969976e-09,0.00014478756555389886,0.0001115718074423949,1.5485399812376205e-10,4.7981897924660806e-08,0.0004926918029688611,0.0007452367720722757,0.00040175725446257187,7.748562744732673e-05,1.825514980856911e-06,0.0011165102463275842,0.0,0.2720641212684591,-5.554491820160217,2573145490.1322002,462.881996656252
0.000140583717825449,0.161164510942932,0.0237068390059822,0.142947965535148,1.0777309895825265e-08,2.3375198527544848e-08,7.72142974829573e-05,5.686645007316967e-07,0.652480018473157,0.0196234517452982,4.0135251903852826e-05,0.00010495659989806733,1.496765200548521e-07,6.20968008546036e-10,2.3561764459013438e-09,9.909740594737507e-05,9.899609612828077e-06,6.9750590009398295e-06,2.882157348696827e-05,1.2679835443726606e-06,5.204653950811763e-05,2.514755048223321e-05,4.4136429147759915e-11,5.011697205534635e-07,0.004315098906572569,0.5606878302488574,0.00015412277137286313,2.913711605289867e-05,6.337321826866443e-07,0.0004743232996335672,0.0,0.016538568626761712,-5.46694932923677,315280979.1959809,441.170689579843
0.00012259213190785986,0.16259163375782,0.0241246375158349,0.1447432248757559,2.322504003835887e-09,1.7402363157875208e-08,8.068571932020159e-05,5.430001814970189e-07,0.65106358434452,0.0173962337867492,4.360759711555506e-05,5.949438694691809e-05,7.724364190290096e-08,3.277903254771621e-10,1.898221355402435e-09,8.039318478916914e-05,8.53365273518414e-06,7.899518894473533e-06,2.4820456765791778e-05,1.318390720295271e-06,5.510190894571976e-05,4.13134943304847e-05,4.305212605221654e-11,5.944527115032337e-07,0.006192303262776157,0.6851576439952477,9.270073635937482e-05,2.075205030147648e-05,9.688298984544827e-07,0.00034898310067618655,0.0,0.0,-5.425605536952767,125394257.62110825,422.350891153149
