x,variable,mean,std,sem,n
-3.04810672416116,X_NO,6.088009265040447e-60,3.2697114852669345e-59,1.0339735585055599e-60,1000
-2.94299959574181,X_NO,4.4640787031385015e-59,2.659822730486998e-58,8.411098000627094e-60,1000
-2.83789246732246,X_NO,1.1834436191365532e-56,2.1009528019382513e-55,6.643796110637494e-57,1000
-2.73278533890311,X_NO,2.0163731982099067e-53,1.847619159287826e-52,5.842684791914974e-54,1000
-2.62767821048376,X_NO,2.4724129965007063e-49,3.011727253578912e-48,9.523917812512861e-50,1000
-2.52257108206441,X_NO,1.0654273548052531e-44,1.777166834152963e-43,5.619894978034078e-45,1000
-2.41746395364506,X_NO,2.5488475565570033e-39,3.091597764247029e-38,9.776490544104887e-40,1000
-2.31235682522571,X_NO,4.474989080671196e-35,6.299833514588151e-34,1.9921822785962156e-35,1000
-2.20724969680636,X_NO,2.975721242579648e-30,4.220496663435028e-29,1.3346382313595773e-30,1000
-2.10214256838701,X_NO,4.481426784764282e-27,3.7536510641319977e-26,1.1870086904171882e-27,1000
-1.99703543996766,X_NO,1.5711749013663335e-23,9.3650636940119e-23,2.961493170562779e-24,1000
-1.89192831154831,X_NO,2.8141935819099216e-18,4.1463904058836104e-17,1.311203775086224e-18,1000
-1.78682118312896,X_NO,2.862575439659139e-09,7.066576012473351e-08,2.2346475458126227e-09,1000
-1.68171405470961,X_NO,4.570694393387469e-06,9.870856689816216e-06,3.121438959692942e-07,1000
-1.57660692629026,X_NO,1.5508090578877286e-05,2.0301571005448153e-05,6.41992044568508e-07,1000
-1.47149979787091,X_NO,2.8974543449771933e-05,3.0844706919836475e-05,9.753952762703992e-07,1000
-1.36639266945156,X_NO,4.711847535772397e-05,4.518112079904497e-05,1.4287524896418882e-06,1000
-1.26128554103221,X_NO,4.673996966549684e-05,5.550428111541219e-05,1.7551994821497361e-06,1000
-1.15617841261286,X_NO,4.817509501696173e-05,6.610421680873683e-05,2.0903988805719557e-06,1000
-1.05107128419351,X_NO,6.005468265652592e-05,9.548373756449276e-05,3.019460902095758e-06,1000
-0.945964155774154,X_NO,7.780324830016165e-05,0.0001294407761889332,4.093276748571186e-06,1000
