x,variable,mean,std,sem,n
-3.04810672416116,X_NO,3.7010137021998028e-62,1.5064955789637815e-61,4.763957314499595e-63,1000
-2.94299959574181,X_NO,1.2468880367304577e-62,4.815109616671187e-62,1.5226713572061224e-63,1000
-2.83789246732246,X_NO,1.7854421720900964e-62,7.211177757538947e-62,2.2803746326168522e-63,1000
-2.73278533890311,X_NO,1.7659609635758026e-62,6.653897958561802e-62,2.1041472867399972e-63,1000
-2.62767821048376,X_NO,1.9441982152979514e-62,5.276548973923593e-62,1.6685912943022964e-63,1000
-2.52257108206441,X_NO,2.8269948071830106e-62,1.082403869224418e-61,3.422861574928193e-63,1000
-2.41746395364506,X_NO,2.0062655141492385e-61,7.424317869545794e-61,2.347775454085356e-62,1000
-2.31235682522571,X_NO,1.527690292962063e-60,6.384939266592321e-60,2.0190950804276772e-61,1000
-2.20724969680636,X_NO,4.8666260149639695e-58,2.9717360186713547e-57,9.397454423762148e-59,1000
-2.10214256838701,X_NO,3.447403317174966e-55,2.7577172239041537e-54,8.720667570213666e-56,1000
-1.99703543996766,X_NO,1.6536698423067555e-50,1.5924432011491786e-49,5.0357475600810685e-51,1000
-1.89192831154831,X_NO,2.4412215226036884e-45,2.5418591294857986e-44,8.038064340467985e-46,1000
-1.78682118312896,X_NO,2.0583427704938726e-39,2.5302166823078916e-38,8.001247689847599e-40,1000
-1.68171405470961,X_NO,2.503611106411494e-34,2.5799056798753306e-33,8.158378096811272e-35,1000
-1.57660692629026,X_NO,1.8406967199308665e-29,1.47103088339287e-28,4.651808099971029e-30,1000
-1.47149979787091,X_NO,3.19229043213003e-25,3.463045889731046e-24,1.0951112653234415e-25,1000
-1.36639266945156,X_NO,1.3838815020469009e-21,5.581458977295917e-21,1.7650123035049127e-22,1000
-1.26128554103221,X_NO,1.1378776960229566e-13,2.5738346902681983e-12,8.139179942001524e-14,1000
-1.15617841261286,X_NO,3.2813731169877106e-06,8.497046860271158e-06,2.6870021463639353e-07,1000
