Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N2,Y_AR
1.2799600495498117e-10,4.924604954892744e-58,1.952855168107759e-59,2.3739124563059773e-15,1.5150857200186642e-62,2.2878451982506398e-14,1.89095079161624e-47,1.8200936247279485e-57,9.51772713126485e-168,1.2984842070257626e-130,-1.7051995546372432e-88,8.908499685705606e-92,8.613720280737656e-48,0.999999999871873,6.578757302289551e-15,0.0,7.726549054587995e-66,3.517884686241352e-63,-7.988149430294952e-92,1.5181443403888522e-74,6.681120435094756e-76,4.3286062545928644e-165,1.4879869850241455e-100,8.089981852060348e-153,1.8170747306194577e-104,1.0501606605028215e-93,2.3518464052700255e-86,3.267972872805954e-103,4.097987047849057e-82,2.1545470020883273e-152,8.786373087606818e-14,0.0
1.1036870419052095e-9,5.074403711647194e-57,6.152862402632331e-58,2.8368013809506646e-15,4.773577700519953e-61,5.973116056904878e-13,2.2596671007485515e-47,2.1749937231625552e-57,7.90648277276235e-165,1.6396877443833327e-128,-1.4152548326044267e-85,2.68460312882259e-90,1.0293308920322744e-47,0.9999999988932783,1.7345499181695425e-13,1.4845788889394647e-14,2.0991300462735558e-63,5.023542361543927e-63,-1.204780974365636e-88,2.167905623028369e-74,9.541245034429358e-76,4.212427643545158e-162,4.688201939202644e-99,2.617625053243775e-150,3.100707144792321e-104,1.4996303680834943e-93,3.358438781246767e-86,-4.4888771859190906e-100,1.2911531485321223e-80,6.994823690931566e-150,2.231587360714237e-12,0.0
9.413282665083397e-9,2.242621427964818e-55,8.297699996733715e-56,1.469957161198855e-14,6.43760755473617e-59,1.5409022085295397e-11,1.1709012494531336e-46,1.1270266822973652e-56,2.775032383288849e-161,4.982245185144852e-124,7.189511807837228e-83,-1.5529583620040134e-89,5.333730247893454e-47,0.9999999905085533,4.514312018195134e-12,5.594119873615112e-13,2.4144278683487803e-60,1.3488443294326556e-61,9.772427226939642e-86,5.820794131434433e-73,2.563238846150414e-74,6.561631202895622e-158,6.322474917259746e-97,1.5431007563115368e-146,4.313888078954058e-102,4.026579502155595e-92,9.017569191112115e-85,4.990424791261849e-97,1.7412396760823695e-78,4.1689672719849675e-146,5.753050838385067e-11,0.0
7.75360836076611e-8,3.84955776961665e-53,4.321945788496087e-53,3.0633405434434337e-13,3.353096406143806e-56,3.8140179760099735e-10,2.440122974994747e-45,2.348707533081851e-55,3.6128649623864567e-157,5.34189310588998e-119,-2.693310245784395e-78,9.011228723544729e-86,1.1115493011716695e-45,0.9999999205214759,1.1282939281716888e-10,1.802146780611753e-11,1.0358263443986055e-56,5.8580074800016415e-59,-5.751641421468438e-83,2.5274894707104613e-70,1.1180889657734632e-71,8.174500633956319e-153,3.2931822857371167e-94,1.3762129793490308e-141,3.9043607416113805e-98,1.7487649965453796e-89,3.916377503255586e-82,1.4404540744109469e-93,9.06957520739062e-76,3.727446169203256e-141,1.4258993320534044e-9,0.0
5.998474354566118e-7,6.775367378837439e-51,2.2867250336424363e-50,6.968607437751716e-12,1.7741122156495172e-53,8.784772458363997e-9,5.551068244478345e-44,5.343457081427196e-54,5.082068108243159e-153,5.082403472056069e-114,-5.802191675323998e-74,8.802917765189938e-83,2.529538191976698e-44,0.999999355192679,2.6242098448955937e-9,5.379498963310849e-10,4.2373672095470705e-53,3.0325807907112455e-56,9.15721984763268e-77,1.3065740758902815e-67,5.981712957767576e-69,4.4449708625823774e-148,1.7430667174093442e-91,1.2818469020680693e-136,4.59963913103981e-94,9.056408549986404e-87,2.0281814431032145e-79,1.4414461964240523e-88,4.8004069869701576e-73,3.473733194509449e-136,3.2889716267458826e-8,0.0
4.216334957836433e-6,9.784496542090139e-49,9.770278421808715e-48,1.4294262964082386e-10,7.580377863754702e-51,1.8115881783056235e-7,1.1392854734196305e-42,1.097327256623041e-52,5.71617983112732e-147,3.141633397221871e-109,-6.13175354425064e-70,3.707113641906448e-80,5.228348981008997e-43,0.9999948511079246,5.464191270234759e-8,1.4350975979528136e-8,1.257140098683186e-49,1.2857549608153279e-53,-6.08028016405488e-73,5.486196806114116e-65,3.0984670347702646e-66,3.7279141806925975e-112,7.505197010518644e-89,7.963634808675222e-132,4.030912895482168e-90,3.8691657885530754e-84,8.664134449787512e-77,-5.884741072705934e-85,1.7019221072882147e-70,1.6127439824116728e-131,6.792197137017176e-7,0.0
1.276270660753099e-5,2.1794343002813098e-47,5.2608313904766454e-46,1.040977250709927e-9,4.082814410848981e-49,1.32517087921843e-6,8.323714956141482e-42,8.034973114062888e-52,1.3563555942880934e-142,3.510124208344186e-106,1.2468139257951416e-67,-1.0514711825841011e-78,4.0002440689110874e-42,0.9999803732089743,4.0315180152195745e-7,1.3232855971025738e-7,1.896574407393825e-47,7.16548900913033e-52,2.3127424332647905e-71,2.991133607242564e-63,2.45256885258844e-64,-1.420430870131621e-108,4.2488350401731115e-87,9.983487438485387e-129,1.7192481291389581e-87,2.2656919805716202e-82,5.070470813616188e-75,4.352400180174106e-82,9.137061681805019e-68,3.6536535570099565e-127,4.974809974012003e-6,0.0
4.015488860430686e-5,5.98986423496986e-46,3.552854399305145e-44,8.427244063336882e-9,2.76348583520166e-47,1.0778080314373717e-5,6.903883520204396e-41,6.75124139459796e-51,3.0069644857173416e-138,3.8616315397314696e-103,-1.7693190624074158e-65,7.655809734239143e-78,4.559799922346371e-41,0.9999035774109772,3.3089683223792184e-6,1.373076307277716e-6,2.470517020599529e-45,6.626967279951766e-50,-6.3173809565925586e-68,2.5977498710611255e-61,4.2651265148760785e-62,3.0948639120944425e-139,4.0652992326205653e-85,2.496371736702478e-125,1.8168555054174256e-84,2.9531252691398676e-80,6.578941345363456e-73,1.390203276864446e-80,-1.02456730911347e-64,-1.2196813323245002e-122,4.0517914734377266e-5,0.0
0.00011949331949922959,1.7801598920966125e-44,2.1519099807968822e-42,6.172230234242237e-8,1.6995378816909774e-45,7.92802760321367e-5,5.948459657226395e-40,6.270535215126098e-50,1.0786295427978943e-59,3.9654013934256353e-79,-1.5364727090955395e-62,-5.614109365600541e-68,1.1489308970205378e-39,0.9994627575136785,2.455829844686994e-5,1.2771262888609922e-5,1.1550868191900183e-43,1.2497661264817468e-47,-1.5488303661512648e-65,4.285243881908395e-59,1.7743299467627877e-59,-6.781088440053025e-106,8.885860550442867e-83,-1.1310759796119432e-111,7.044060134294759e-71,1.9259653085618065e-77,4.1630918423546005e-70,9.337283536962236e-76,1.4122169738629165e-61,3.7094249297428505e-117,0.00029850463219806956,0.0
0.00020549417022991184,1.4273790201830921e-43,2.636293210271616e-41,1.9050366661618312e-7,2.154874121339651e-44,0.0002453779755809386,2.658632978405605e-39,3.280434322659469e-49,7.78513852828727e-61,1.9263152765992375e-78,1.430208936277186e-63,6.571086594102324e-74,1.2571977707399167e-38,0.9984903160871131,7.654456866535632e-5,4.7236980843012076e-5,9.370033281124566e-43,4.451278384192055e-46,-8.001974029403077e-65,1.4303118859526184e-57,1.0348539831796589e-57,-4.846056988858839e-105,4.31418992325971e-81,5.281074908471702e-109,8.418327187009626e-69,2.4581757560096555e-75,4.96769620840403e-68,1.1812442535821584e-74,2.5361328217907746e-62,-1.1771381050183578e-116,0.0009254413405450321,0.0
