p
1.0376262997419104e-18
-8.996691022046367e-19
1.4192951998045782e-7
-1.852496110408113e-15
-5.225798240208093e-17
-4.797997831517934e-41
-4.040810401048221e-28
-3.6134669387166216e-31
-1.708451298029512e-31
-1.0512837580962343e-12
6.547395897755763e-6
-6.689498868364693e-6
-1.7090840286862736e-17
-1.7090831978366936e-17
1.6779117012663809e-19
-3.146585714645941e-28
-1.3723168049446538e-25
2.895436552641232e-23
2.0253195654718733e-25
2.9031926125013046e-46
1.8147188510821306e-31
1.0496086763118535e-36
8.60935916424419e-27
-7.179716401171103e-37
-6.046580688541738e-24
-1.0265014405535428e-22
3.4884309078386278e-22
-1.0214506675381735e-31
3.331359919758832e-24
-1.6395598148157982e-20
0.004620248520576365
4.562960609992215e-13
3.298682508870244e-5
1.1646350546387067e-11
2.0013112746554236e-5
4.587081364026927e-6
0.0
2.5723085116922927e-5
3.19492837161124e-10
6.836930319146998e-12
1.6065710674354644e-10
2.7381704394569507e-12
3.513669884493254e-12
5.313651740923133e-13
0.000581529913993886
2.038577941457437e-11
4.142089798306893e-5
-2.2330465440850576e-11
-1.2047231358143002e-33
3.157309797432183e-20
-3.717892844157966e-26
0.00019720971757058778
-4.993800977455359e-9
-4.219287847752258e-14
9.834871879691109e-9
1.7151814192465492e-15
2.2334385001786313e-13
-2.647366978230228e-10
2.1806010368958866e-22
8.555164382743006e-19
2.9852137318574827e-16
1.7761659284245684e-15
-2.0873120216752647e-21
-6.609559041079408e-24
-3.612062927592339e-20
-7.498688935212202e-23
3.0002782509244282e-18
-8.181058444201535e-16
1.742004399805681e-13
1.1381909625520193e-39
1.8122226743027786e-28
1.3362805696893171e-27
2.0696157194075235e-28
3.077078026618135e-13
-7.669409446784886e-29
-9.495353869808503e-18
-2.1551852983317677e-19
7.329929654417957e-13
1.8765550483695351e-19
5.080037114441943e-24
1.4873815137882526e-13
-4.617154196426118e-32
2.9434436773966535e-17
3.9735749691424366e-10
0.0009832648460554004
1.0011384914180206e-9
5.442330372370466e-7
1.0197069996448464e-7
5.597848165003619e-8
7.466401016373788e-42
8.384903984056026e-41
-4.356252315844451e-27
-1.1106849573847272e-28
-1.4723776185048004e-29
-1.0106816588911084e-11
-3.5763328070252455e-15
-1.2152289450612856e-13
-4.718464092122238e-10
3.843442975668311e-9
2.0564454638910435e-12
-3.930494757325048e-13
6.569568509109184e-23
-3.006565217893585e-24
-5.75520990726641e-19
5.223206648068668e-16
1.4059053975005988e-45
2.8755918056723813e-29
-1.2809727282012809e-37
2.8257942731287076e-37
1.04968321263506e-24
1.0595216279249463e-32
-4.319217991727027e-29
2.97548371981321e-15
-6.720598024473573e-25
-8.938088188642899e-11
-2.2876679492367632e-11
-9.346020571929043e-23
0.014310547460455984
1.545347078499212e-9
-0.0004937014015476603
8.793227934021845e-15
-4.470196233005094e-30
-1.5810082217012556e-57
-3.798048167101569e-42
4.897380836062848e-27
-3.378880381663756e-23
-2.561534995324075e-25
-6.2065730188736724e-49
-1.742168065475507e-36
-1.5532917097317838e-23
-1.8531885825662032e-26
1.5412128839811225e-23
3.920892905080199e-36
-1.530787900243745e-52
3.564091751831955e-15
-3.4492146825856265e-14
-1.4438235862983966e-35
-9.165503719848436e-21
-2.0538345355798025e-12
-6.867447152492292e-12
-8.640915068946844e-40
-8.875246852616697e-13
0.0
8.204184763121358e-18
-3.1047828357281323e-17
-8.911049051380363e-14
-1.979544741830911e-12
-8.392254765245074e-13
-9.195283373405279e-24
-7.515487608383515e-13
-7.064807869333086e-14
-5.094504525003699e-14
-9.25774814284802e-13
-2.0256782983599166e-23
1.2707307280762322e-7
7.695221493764788e-13
0.0006155716569421621
-9.319334730151213e-6
-1.640229801284212e-12
1.1609511164319384e-6
-2.327401696329031e-10
-2.7063666754896623e-16
9.717533269955888e-14
-1.2984740690895004e-27
5.901521433533019e-13
5.373217224897807e-9
1.024160309268618e-8
2.3197625560351724e-5
3.4496668323584836e-15
1.468595099261829e-14
-1.988165710628894e-37
-2.865135197944003e-38
5.951129739385845e-27
2.0630920346192855e-32
3.4919138881991196e-13
6.91934459256286e-24
4.2940341956618597e-41
