index,p_init,p_pred,delta,gbar_end
106,7.051038377611853e-6,4.529164173831872e-6,-2.521874203779981e-6,-8.540868896585208e-5
107,0.16152566369509247,0.13870605792707752,-0.02281960576801495,-0.0016094643175598585
108,0.13517037361565368,0.1144739463253729,-0.020696427290280775,-5.1291577279179856e-5
109,0.00019066498410619538,6.705727345885021e-5,-0.00012360771064734517,3.6731823689859874e-5
110,-0.007940371517524943,-0.003822308152756827,0.004118063364768116,-0.0034113498373994316
111,0.00026027937191234975,0.00019035929235156155,-6.99200795607882e-5,-2.517128165362041e-5
112,-0.007775544759389658,-0.004061860244041933,0.0037136845153477246,-0.00012064732088735872
113,-0.11264195394174786,-0.09933462899446092,0.013307324947286939,-0.0002194371376737383
114,7.306327502185111e-6,1.940634300775247e-6,-5.365693201409864e-6,-0.00042591493742219835
115,-3.433140532232319e-12,-3.3005183326631733e-12,1.3262219956914589e-13,-4.689385554061293e-12
116,-6.592954322615251e-11,-6.073760019953989e-11,5.191943026612624e-12,-5.720085369195839e-10
117,-3.3053353978285005e-8,-2.0224384526274474e-8,1.2828969452010532e-8,4.397422296193073e-7
118,0.0015414185700942135,0.0014766940213339968,-6.472454876021668e-5,-1.0804478621376617e-6
119,-0.000104252583855532,-8.688005483653491e-5,1.737252901899709e-5,4.4900598312013384e-8
120,-0.00034400354850001787,-0.0003325402265198692,1.1463321980148674e-5,-9.829871541544434e-6
121,7.655320309098682e-9,5.703050072233723e-9,-1.9522702368649583e-9,-1.1319025502386515e-8
122,1.6900857000921122e-11,2.6970202310086956e-13,-1.6631154977820253e-11,2.0349776925005816e-6
123,2.1441694839777242e-15,1.0566454867275649e-14,8.422285383297924e-15,9.528480137929924e-7
124,-5.032379177116733e-12,3.669816760420954e-11,4.173054678132627e-11,1.831392196165413e-5
125,1.958302388150353e-9,2.7986042606238253e-10,-1.6784419620879704e-9,2.067515125479331e-5
126,-0.0011883695398257996,-0.0005050413541860998,0.0006833281856396998,0.015512490765950475
127,-9.043968883109425e-6,-3.055362573343923e-6,5.988606309765502e-6,0.016461676395549536
128,1.7461160980374156e-13,1.1313904819101862e-12,9.567788721064447e-13,1.061553353944819e-6
129,-3.1019892333208105e-9,-4.925271481480277e-10,2.609462085172783e-9,1.9576867027010704e-5
130,-9.27202910625926e-5,-4.399716664333183e-5,4.872312441926077e-5,0.0005539368268620301
131,-0.00028031448247974646,-0.00017292435220958637,0.0001073901302701601,3.696905633731616e-5
132,-9.870871571217558e-7,-3.324935684455136e-7,6.545935886762422e-7,0.0024360867922195908
133,-3.1273681912495577e-10,-1.8686198675933008e-9,-1.555883048468345e-9,-3.7766398712600843e-6
134,1.1573791577297115e-13,1.5428666490170456e-12,1.4271287332440744e-12,-1.5923866891177794e-6
135,-0.0009310965538508814,-0.0006907817300332136,0.00024031482381766777,0.0004935118147705276
136,-0.0648490399177324,-0.04911177968372917,0.01573726023400323,-0.0009679629801809895
137,-6.809206226334928e-8,6.410563262787154e-7,7.091483885420647e-7,-7.924676378584096e-5
138,-0.039750153778386345,-0.027190174351240968,0.012559979427145377,-0.0047715617926288026
139,-0.15925279113206955,-0.13788930104324665,0.021363490088822906,-0.0003917147497040325
140,0.16980116336974074,0.1523121452860652,-0.017489018083675534,0.018996342466324808
141,-1.593190830147938e-7,6.435448381890631e-7,8.02863921203857e-7,-8.783224155197734e-5
142,-0.15363675466453935,-0.13256925295478605,0.0210675017097533,-0.006229139640306048
143,0.0,0.0,0.0,0.0
144,-1.847121223371915e-5,-1.487068854265227e-5,3.600523691066882e-6,5.698319585550871e-5
145,-8.589656403474158e-6,-6.647556849846254e-6,1.942099553627904e-6,8.195060588289956e-5
146,-0.11785641627516594,-0.0972689012826971,0.02058751499246883,-0.0030546743836265505
147,-0.05331976342228045,-0.04628618221335787,0.007033581208922585,0.00018821626590529575
148,-0.14578344378599545,-0.12514240615381456,0.020641037632180892,-0.0038726374299857054
149,-0.00010168181801791834,-5.772244538295549e-5,4.395937263496285e-5,-2.145670351843673e-5
150,-0.1359228477705566,-0.11521866843622841,0.020704179334328193,-7.140137039160957e-5
151,-0.05691540779546859,-0.04279801344780472,0.014117394347663868,-0.00033389413439397197
152,-0.04787131340975623,-0.03496189111633481,0.012909422293421416,-0.0003301581487281331
153,-0.11665809821806758,-0.10435045681713417,0.012307641400933406,0.01898329935860019
154,-0.0031886944694653743,-0.0017528910971320957,0.0014358033723332786,-5.737601540658994e-6
155,0.00614025037732874,0.0055293701466253495,-0.0006108802307033907,-0.00011616115317176428
156,3.840713155322472e-5,3.0554564171069934e-5,-7.852567382154787e-6,1.1444121423222668e-6
157,0.00044484911328533276,0.0004138792061075918,-3.096990717774096e-5,-3.84656166034445e-7
158,-0.16554824234142518,-0.1508671718982096,0.014681070443215566,-0.00018660779368505936
159,0.13082515541381973,0.10371703678060498,-0.027108118633214745,0.04625542535101111
160,0.003943245638579167,0.0035595851645076953,-0.0003836604740714714,-0.0001672916275905409
161,-2.7180674937280006e-5,-2.383301134356412e-5,3.3476635937158865e-6,-0.0001406835170782975
162,-0.0013662950405500822,-0.001232296053448526,0.00013399898710155628,-1.2710868870628363e-5
163,-0.0003790334564924995,-0.0003403717474238049,3.86617090686946e-5,-3.5659945717174976e-6
164,0.06510065509133858,0.06276017277848135,-0.002340482312857231,-0.00010656744177447033
165,-0.17874800362018103,-0.1654569318928167,0.013291071727364323,-4.643061946423031e-5
166,2.4392760297373022e-5,1.0818871233459336e-5,-1.3573889063913686e-5,-0.000594275594442856
167,1.832067073612228e-5,8.027989047892515e-6,-1.0292681688229766e-5,-0.000235113020480388
168,3.488686718449875e-6,3.213201711379508e-6,-2.754850070703669e-7,1.7504086853973845e-6
169,1.6504631407893367e-6,1.1507784798537828e-6,-4.996846609355539e-7,1.9173470855886776e-6
170,3.8138290490693825e-9,2.5811454524940307e-9,-1.2326835965753517e-9,1.8146815667627924e-7
171,-3.143394961316727e-5,-1.2269967194299037e-5,1.9163982418868234e-5,-4.378383431407989e-5
172,0.00042217807118794166,0.00014996946319985793,-0.0002722086079880837,9.128340547081228e-5
173,-0.0025048599687548996,-0.0014808681152078053,0.0010239918535470943,-3.710602310257662e-6
174,0.035723578102571936,0.03595605901876722,0.0002324809161952865,4.326259225965433e-5
175,3.0237139079440515e-5,2.449742988537995e-5,-5.739709194060564e-6,3.10843409808774e-9
176,-0.0001624567336461458,-0.00011250396644575103,4.9952767200394765e-5,2.8886891932396612e-6
177,-9.135598434729906e-8,2.3718309918685926e-7,3.285390835341583e-7,-3.76570486108177e-5
