Y_NH3,Y_NO2,Y_NO,Y_N2O,Y_H2,Y_O2,Y_O3,Y_H,Y_O,Y_OH,Y_HO2,Y_H2O,Y_H2O2,Y_CO,Y_CO2,Y_HOCO,Y_CH2O,Y_HCO,Y_NH2,Y_NH,Y_N,Y_NNH,Y_N2H4,Y_N2H3,Y_tHNNH,Y_cHNNH,Y_H2NN,Y_NH2OH,Y_H2NO,Y_HNOH,Y_HNO,Y_HON,Y_HONO,Y_HNO2,Y_NO3,Y_HONO2,Y_H2NCO,Y_HNCO,Y_AR,Y_HE,Y_N2,MF,CEM,HRR,T
0.1307241536844169,1.4633527856431139e-05,0.00017798370861338972,0.20725258885394068,0.0193815336375847,0.10994998454663,0.0,0.0003391186027247242,1.128056012526626e-06,0.000134490678797,4.552254510357789e-05,0.0606050355297181,7.164164797840052e-05,0.0,0.0,0.0,0.0,0.0,0.004107392927912108,1.3936795043322376e-05,5.807979755109129e-07,1.5088429925671384e-07,0.005803185422138327,0.0010416901399358802,0.0009658960659782285,8.254946685332341e-05,0.0002291172631291407,0.0002561303215101015,5.4589249460489716e-05,2.4832560977902977e-06,6.564272765965842e-05,0.0,1.3612719640943058e-05,1.1722016232615507e-09,3.685393680349707e-08,0.00016844825984315562,0.0,0.0,0.0,0.0,0.679204801922853,0.24639371563006401,-6.461216689606101,32834080525.281017,756.2532299617419
0.134425857534092,1.782444451928909e-05,0.00014304578914112586,0.38349846691600936,0.019962526467019,0.112044027391886,0.0,0.00018247429242703302,4.909223724504089e-07,0.0001238008896699,2.4943849311946257e-05,0.0565626324592359,6.226217415478812e-05,0.0,0.0,0.0,0.0,0.0,0.0026246990291863225,7.270711423769926e-06,2.5691991448131886e-07,6.375528380170747e-08,0.004848402888322166,0.0009494727217444774,0.0008954538733547876,5.879823614342456e-05,0.0002548426373826862,0.00024342186815550496,4.302490752549906e-05,2.49413249055658e-06,5.07079701560226e-05,0.0,1.4477523358301562e-05,1.0024012399892263e-09,9.623352771042943e-08,0.0003598871131069698,0.0,0.0,0.0,0.0,0.6768811552580981,0.12511570273661024,-6.30038663806019,13259473933.953276,721.308943187861
0.137306855960579,1.9333976570725215e-05,0.00012893187939276476,0.5401681483236864,0.0204834702067556,0.1153000019805019,0.0,9.665478767598585e-05,2.3291568137482492e-07,0.0001107249182433,2.0450376146036538e-05,0.0528043020275107,7.267044099309304e-05,0.0,0.0,0.0,0.0,0.0,0.0015556597566008263,3.7236392231413972e-06,1.1727815745025124e-07,4.4154811245646625e-08,0.0036133912506833518,0.0007555166096745607,0.0007619784054210808,3.799689827200501e-05,0.00023731387578098648,0.0002134968950403131,4.077805822597206e-05,2.359194133345162e-06,4.785495553244175e-05,0.0,1.8210762694614415e-05,8.931538028455605e-10,1.8521930192337578e-07,0.0006306732957121932,0.0,0.0,0.0,0.0,0.67399464490641,0.05172752597714869,-6.174298388673052,5059518846.312728,694.417997459502
0.139409240877176,1.5511234034027883e-05,9.595934334208631e-05,0.5387979669827994,0.0208186987323915,0.118916492031684,0.0,9.454779896544484e-05,1.9384876739724755e-07,0.0001068423730718,1.4876426868884691e-05,0.0495462031684665,5.0464118739305555e-05,0.0,0.0,0.0,0.0,0.0,0.0016324218033352343,3.382444089681769e-06,1.0041037112565977e-07,3.7239463883461424e-08,0.0035003441805196564,0.0007253150756507519,0.0007348563463773402,3.961342934237583e-05,0.00022491848085518144,0.00017328926005218546,3.322169354935753e-05,1.745097762965893e-06,3.875911253942782e-05,0.0,8.735946022889527e-06,5.522165896639567e-10,1.2302259888767716e-07,0.0003918079004811357,0.0,0.0,0.0,0.0,0.6712025228172099,0.05237917305092147,-6.198296053815668,5240436468.907637,671.5640364459031
0.14195736900074,1.9604353836982013e-05,0.00010991534521910097,0.6674135213984637,0.0210782839426467,0.121618904339723,0.0,4.528727029119582e-05,9.377329858563527e-08,9.957516933729508e-05,1.564743451545338e-05,0.0455980283114006,8.377604940764617e-05,0.0,0.0,0.0,0.0,0.0,0.000823405029595296,1.5767093704175796e-06,4.361089158274943e-08,2.636428873652875e-08,0.0024106507746050284,0.0005494512477521456,0.0006967489268531683,2.2800952563365333e-05,0.0002232133787666882,0.00018316089078137832,3.5986331624257044e-05,2.3633731881959914e-06,4.707425342060614e-05,0.0,2.3370034617839053e-05,6.118010070362923e-10,3.43143857821493e-07,0.0010499530569731683,0.0,0.0,0.0,0.0,0.6696478392361529,0.006948202794657258,-6.049393145297976,1865250952.8447857,642.719644782065
0.144543641269281,1.976238072740229e-05,0.00010622551854480762,0.7081830932969734,0.0213689630066405,0.124210690323418,0.0,3.181328929509652e-05,6.462830232379683e-08,9.55689228228147e-05,1.500385396691591e-05,0.0421939330155351,9.698379090873899e-05,0.0,0.0,0.0,0.0,0.0,0.0005997124132171725,1.0449278929898532e-06,2.7587572228086343e-08,2.193685000755736e-08,0.0019347182681352013,0.0004638484813909694,0.0007016674071105805,1.7886882983259237e-05,0.0002197026727834292,0.0001744515455656198,3.4312340084524255e-05,2.558841678371334e-06,5.005813606095147e-05,0.0,2.967091336660677e-05,5.179467342283035e-10,4.474476469171433e-07,0.0013371882464702626,0.0,0.0,0.0,0.0,0.6675872034623029,0.0,-5.980910523170249,1223020778.2667034,614.256171939473
0.147360340568779,1.703960487652082e-05,8.75846821327465e-05,0.6444534584006566,0.0216698276422541,0.128223234328579,0.0,3.882224172720436e-05,6.820937305103245e-08,9.20514640242463e-05,1.1927961698407096e-05,0.0386864894452832,7.21613456518596e-05,0.0,0.0,0.0,0.0,0.0,0.0007800672307300155,1.173933582847102e-06,2.9681861810108408e-08,2.15604604196804e-08,0.0022635773741409237,0.0005397023546714468,0.000812609566577588,2.3072259142670974e-05,0.0002507582408909019,0.00016547285480907598,3.100706880158427e-05,2.2068045230800105e-06,4.434654503140596e-05,0.0,1.4961566337524453e-05,3.448073702524543e-10,3.0881048545423464e-07,0.0007986518010777685,0.0,0.0,0.0,0.0,0.6639680565510799,0.014616178594161033,-6.044676454880389,1961287900.6514723,590.822406381864
0.150594716197686,1.7121230775008628e-05,8.75101886215941e-05,0.6296884902962054,0.0220148895415691,0.130483531224532,0.0,3.4032805535756116e-05,5.9015905775349e-08,8.80932948447683e-05,1.2066517118747087e-05,0.0349625225198251,8.235857027952717e-05,0.0,0.0,0.0,0.0,0.0,0.0007034040900680748,9.597555936997024e-07,2.3514840602485255e-08,2.0423697855746502e-08,0.002116300224764084,0.0005271146701236436,0.0009303450108520745,2.215714238596209e-05,0.0002765319430552793,0.0001702113253941786,3.07513880062571e-05,2.5211487749476655e-06,4.855096283708555e-05,0.0,1.7430077533090585e-05,2.9570982625270497e-10,3.5876655690977144e-07,0.0008703122498270085,0.0,0.0,0.0,0.0,0.661856247221543,0.01995624711342429,-6.01845288157516,1931304724.1401603,562.628494864066
0.153182252396098,2.093101078870509e-05,0.0001080594733663496,0.6974391260905962,0.0224147417854238,0.133194786513404,0.0,1.8809882211673346e-05,4.020909445008598e-08,8.445283376690991e-05,1.564677098613456e-05,0.0313113173394525,0.00014277935067045564,0.0,0.0,0.0,0.0,0.0,0.0003816155819112787,5.156866737777905e-07,1.2315009035070148e-08,1.682157852396379e-08,0.0013422066150683412,0.00037517074040188035,0.0009666028306856558,1.4102916901567599e-05,0.000263857557939788,0.0001702819699425341,3.187134032165942e-05,3.67103004008216e-06,6.711964337801066e-05,0.0,5.0344025399559996e-05,3.5068844946776173e-10,6.720918472901658e-07,0.0018628519871396008,0.0,0.0,0.0,0.0,0.659812449131855,0.0,-5.921070901231433,917747657.8276528,530.091236665582
0.155078977622901,2.101089112477301e-05,0.000110411658876552,0.7092114851081736,0.0228626927978061,0.136784248955629,0.0,1.5495901765350604e-05,3.8132981773877615e-08,8.6794113086901e-05,1.6382919370889877e-05,0.0282148602050501,0.0001600753770586735,0.0,0.0,0.0,0.0,0.0,0.00030900624688452575,4.1052583871068034e-07,9.76205391638552e-09,1.5564135335947345e-08,0.0010609748983159506,0.0003175992989258784,0.001051154668912949,1.266640090828741e-05,0.0002644188206264428,0.00016092693754409264,2.9115111645225317e-05,4.34061097342826e-06,7.462616847292863e-05,0.0,6.466559819503412e-05,3.2509485537597755e-10,7.551893460947812e-07,0.0020822510447871243,0.0,0.0,0.0,0.0,0.656972426305527,0.0,-5.913706231615824,768037971.5387502,503.787523142016
