Y_H,Y_H2,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_CO,Y_CO2,Y_HE,Y_HCO,Y_OHEX,Y_N,Y_NO,Y_NO2,Y_N2O,Y_NH3,Y_HNO,Y_H2NO,Y_NNH,Y_NH2,Y_NH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_HONO,Y_HNOH,Y_HNO2,Y_HONO2,Y_NO3,Y_HON,Y_N2,Y_AR,MF,CEM,HRR,T
8.354347508506987e-07,0.0193815336375847,1.966710301233892e-07,0.10994998454663,0.000134490678797,0.0606050355297181,2.3738998395504132e-06,1.938324235699794e-05,0.0,0.0,0.0,0.0,2.1643343440058956e-20,2.2208586500297632e-08,2.6935833434742412e-05,2.2186407885714011e-07,3.337268770586428e-05,0.1307241536844169,1.2037410703703233e-05,3.665757330904882e-05,1.4185734498895168e-07,0.0027061448920398536,3.6918743083752277e-06,0.014933336343979873,0.0027992073708713434,0.00407153989777301,4.4815380974753527e-07,6.4105973561124e-07,2.898181699281831e-08,6.141025916072016e-11,3.32951211587813e-07,4.2867627265996e-10,6.654888482514088e-08,0.679204801922853,0.0,0.2596236881178177,-6.238986369489835,13686591411.207926,756.2532299617419
5.126853161293669e-07,0.019962526467019,1.5934090399422013e-07,0.112044027391886,0.0001238008896699,0.0565626324592359,1.6738267890945067e-06,1.605036443558956e-05,0.0,0.0,0.0,0.0,6.7604217428959444e-21,1.642732878217312e-08,1.8614169009699053e-05,1.3106420504810474e-07,9.652173506305669e-06,0.134425857534092,8.883448883925366e-06,2.7128150946621327e-05,8.974286705166445e-08,0.0024752099030827175,2.9332185109653534e-06,0.015118719388940672,0.00283257359431113,0.0036043873527994534,3.44957215507885e-07,3.765581710974479e-07,2.0844900174189467e-08,1.3678572350095082e-11,8.758868278332899e-08,1.181863009295244e-10,2.494562799671755e-08,0.6768811552580981,0.0,0.26346646463417894,-6.243907804438279,12404585663.363953,721.308943187861
2.0118652498303225e-07,0.0204834702067556,1.3317373373990814e-07,0.1153000019805019,0.0001107249182433,0.0528043020275107,6.013969202411124e-07,8.340394881122208e-06,0.0,0.0,0.0,0.0,1.9247533460384033e-21,1.3951708276100639e-08,9.011974581193537e-06,1.0612334026555867e-07,1.914123819734894e-06,0.137306855960579,4.057764309791676e-06,8.644054612919778e-06,2.457028642222904e-08,0.0019939693683368675,2.439124902253443e-06,0.005369562685188024,0.0036116858144028797,0.0028881054074788234,3.404490001060919e-07,2.747332246029646e-07,2.2396229833493074e-08,4.43497359467953e-12,1.8504018890852923e-08,2.0973734686676486e-11,9.86043124788648e-09,0.67399464490641,0.0,0.2636249938186249,-6.253919590386677,9187485189.39843,694.417997459502
1.8532698751015022e-07,0.0208186987323915,1.020158602797943e-07,0.118916492031684,0.0001068423730718,0.0495462031684665,1.4460339491812754e-06,1.7064812242904132e-05,0.0,0.0,0.0,0.0,1.207356828375949e-21,1.0856546346995608e-08,1.4027741059763296e-05,1.1426665142271459e-07,3.966151078696698e-06,0.139409240877176,7.163512844646207e-06,2.448883346630305e-05,5.451229912889771e-08,0.0018559856309985582,1.950634766339859e-06,0.013666640866767978,0.003375847762718783,0.0028656531478653932,2.7870194901578277e-07,3.679387662376526e-07,1.6721845895894436e-08,2.1651810589186118e-12,6.075554684849976e-08,8.513224037467949e-11,1.2599141154740885e-08,0.6712025228172099,0.0,0.26643447267827536,-6.26828172471735,9215664633.266066,671.5640364459031
1.0550600337234585e-07,0.0210782839426467,7.970314057903779e-08,0.121618904339723,9.957516933729508e-05,0.0455980283114006,1.444970680304379e-06,2.0242376804412203e-05,0.0,0.0,0.0,0.0,4.583756631707463e-22,8.643763865171486e-09,1.2829347851873339e-05,1.137925638268262e-07,3.3662637668060915e-06,0.14195736900074,6.779263298636978e-06,2.548875468093603e-05,4.497437439641609e-08,0.0015789816597097444,1.5405090646713043e-06,0.01392218518628719,0.0036314152343732567,0.002508529497892337,2.396594854250816e-07,4.0371404880327335e-07,1.4059336456203356e-08,6.995085158466525e-13,7.148791551988047e-08,1.0423293341418124e-10,1.0242414656872086e-08,0.6696478392361529,0.0,0.2678612922639799,-6.283768356745039,7894193300.032508,642.719644782065
4.774404013258114e-08,0.0213689630066405,6.903872229017623e-08,0.124210690323418,9.55689228228147e-05,0.0421939330155351,8.464115728499683e-07,1.7699892836003163e-05,0.0,0.0,0.0,0.0,1.4971952478090258e-22,7.820973129288895e-09,7.673335003334265e-06,9.049246823876275e-08,1.6554606353903997e-06,0.144543641269281,4.029379629984272e-06,1.3768047951832185e-05,2.1077093914302372e-08,0.001323319405338742,1.3233332599099026e-06,0.007994738537976219,0.004264959160841006,0.002051361811882514,2.2621972305330121e-07,3.1718679871324915e-07,1.3313940511220174e-08,1.4411657455813226e-13,4.665179039314675e-08,6.906691597710924e-11,5.539951482594936e-09,0.6675872034623029,0.0,0.2682385067477624,-6.290539125336002,6503183657.910359,614.256171939473
5.8934072256544634e-08,0.0216698276422541,1.3893044987891397e-07,0.128223234328579,9.20514640242463e-05,0.0386864894452832,8.745622991923403e-08,6.913716390323496e-06,0.0,0.0,0.0,0.0,3.118392911152711e-22,7.297344845127602e-09,1.7213438769474678e-05,9.830312264664394e-08,3.8075739939455903e-07,0.147360340568779,7.958754892922961e-06,3.0684155211308554e-05,1.3935666680004609e-09,0.0012012570921927763,1.230480342191095e-06,0.0005142645412310906,0.0018450619342610902,0.0018970688384863871,3.5567941817730394e-08,5.46999030897401e-07,4.323288755125168e-09,5.0601517211498504e-14,5.615311200667867e-09,4.292981674404849e-12,3.6246254629338105e-09,0.6639680565510799,0.0,0.26663620064474125,-6.244042299339195,5253173696.119046,590.822406381864
1.77232132795316e-08,0.0220148895415691,4.6598823238669075e-08,0.130483531224532,8.80932948447683e-05,0.0349625225198251,1.16582423667355e-06,3.2144331497627724e-05,0.0,0.0,0.0,0.0,2.5691609334096574e-23,5.2739084426411196e-09,8.248793186879741e-06,1.0525506094761769e-07,1.7477927154809434e-06,0.150594716197686,4.585572757711496e-06,2.177308207145734e-05,2.065183177009916e-08,0.0010112374004893703,8.600960722402779e-07,0.011112677870705214,0.004611487948963879,0.001619407500348402,1.582937869174086e-07,4.3710810092962545e-07,8.476212045601341e-09,1.7809952785102868e-14,9.52809527134337e-08,1.6097042092960664e-10,4.2499488570295846e-09,0.661856247221543,0.0,0.2726611471809928,-6.229490414153319,5262060873.381192,562.628494864066
9.47187735861515e-09,0.0224147417854238,3.7490013599976764e-08,0.133194786513404,8.445283376690991e-05,0.0313113173394525,1.535585394271195e-06,5.0382446230642104e-05,0.0,0.0,0.0,0.0,8.448459144669413e-24,4.039590449760287e-09,9.703429506118082e-06,1.508181303119544e-07,2.2245270963348106e-06,0.153182252396098,5.454159215669357e-06,3.2227553691866914e-05,2.1921513277845716e-08,0.0008494056006754016,6.369105891472662e-07,0.014462129651837517,0.004706778381981173,0.001385129757583354,1.1867398683055201e-07,6.531306458408484e-07,5.954170634749227e-09,1.10368872390649e-14,1.8757492021335276e-07,3.303725030471706e-10,4.499903376813251e-09,0.659812449131855,0.0,0.27541629002452434,-6.198859641800725,4626205286.664655,530.091236665582
5.408779965560935e-09,0.0228626927978061,6.255459836063049e-08,0.136784248955629,8.6794113086901e-05,0.0282148602050501,2.0289243541046767e-07,2.2803244802440938e-05,0.0,0.0,0.0,0.0,6.104996545337276e-24,4.606322161360167e-09,6.95967463260575e-06,1.3926249012009418e-07,3.660311083900577e-07,0.155078977622901,3.278780832060602e-06,1.569134579405754e-05,1.875229551897646e-09,0.0007434259069991318,6.630299240583441e-07,0.001347598487804284,0.0033349243832143595,0.0011666982480243839,3.786336047442253e-08,6.308457733999363e-07,3.169071695561666e-09,7.483304854206349e-16,3.099522869837905e-08,3.5419482438536714e-11,1.2692286526673445e-09,0.656972426305527,0.0,0.2732651687104475,-6.119376968436019,3716422324.7047753,503.787523142016
