Y_H,Y_H2,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_CO,Y_CO2,Y_HE,Y_HCO,Y_OHEX,Y_N,Y_NO,Y_NO2,Y_N2O,Y_NH3,Y_HNO,Y_H2NO,Y_NNH,Y_NH2,Y_NH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_HONO,Y_HNOH,Y_HNO2,Y_HONO2,Y_NO3,Y_HON,Y_N2,Y_AR,MF,CEM,HRR,T
7.03677497209455e-08,0.0206505701773541,7.583699771511329e-08,0.122730617830048,9.51108244451843e-05,0.0453471409024383,9.224277496647799e-07,1.550702839653899e-05,0.0,0.0,0.0,0.0,4.0624083576213006e-22,9.415081155143616e-09,9.086945115289516e-06,1.5003247195416416e-07,2.014690969647064e-06,0.1412895739823829,4.431018094020981e-06,1.4217901149852903e-05,2.4246427225112533e-08,0.0013736249115060995,1.5440010899348794e-06,0.006206008626509156,0.0042564741056149965,0.002304544451295411,2.7670435146122796e-07,5.225798818353608e-07,1.8365600192428858e-08,9.13576567331891e-13,6.320160245134988e-08,8.123973188526883e-11,7.049553900816617e-09,0.669886986283332,0.0,0.26325563532583024,-6.286528715773137,6476495553.133889,643.093592872109
4.3116188417450686e-08,0.0212486198861064,7.788701290501933e-08,0.125445664361419,9.00461983821247e-05,0.0416063195490606,3.073104917505024e-07,1.0316223592156663e-05,0.0,0.0,0.0,0.0,1.4817494720472167e-22,7.6320313425309e-09,8.359580792184337e-06,1.1946838022571996e-07,9.557578093348738e-07,0.144471094490346,3.63106891472066e-06,1.0131004135755849e-05,6.841441187450182e-09,0.0012538100573626638,1.3017613759790243e-06,0.002740056659650893,0.003645165930065032,0.0019978682646236484,1.4832424086104673e-07,4.868763235995556e-07,1.0761270941511038e-08,1.9111421568971738e-13,2.091478472814255e-08,2.2012340858745806e-11,4.520679377526973e-09,0.6671382555146861,0.0,0.26549351134837307,-6.256979755104443,5686262360.797431,610.374844241899
3.387511573589954e-08,0.0218124964038864,8.63514033414301e-08,0.12961593615862,8.376768021369829e-05,0.0383221580586965,1.3608384644936785e-07,8.464016353446613e-06,0.0,0.0,0.0,0.0,1.0597538913540662e-22,6.232040740977028e-09,1.2466761458383445e-05,1.223045800966674e-07,5.329757710228355e-07,0.147288165619071,5.4377477573326925e-06,1.9761733222628994e-05,2.292976542950037e-09,0.0010932067612409704,1.0696546298378343e-06,0.0010566473678118426,0.0026341943585751456,0.0018252207517969717,6.106702807976175e-08,5.970357830359317e-07,5.74425527112924e-09,4.9271787605684905e-14,1.1561864153884437e-08,9.598107180889188e-12,3.4076981817360787e-09,0.6628774760795121,0.0,0.2668342036747699,-6.210169238967499,4758254543.679366,584.239136616736
1.3935519946011108e-08,0.022154438813703,4.511861217934613e-08,0.132322405156947,8.40794602671872e-05,0.0344729373443815,7.700122392927608e-07,2.5585116584737923e-05,0.0,0.0,0.0,0.0,1.8603195938888615e-23,5.1409022283073834e-09,5.974201056036834e-06,8.86162634171365e-08,1.2116203384011373e-06,0.149858627457966,3.258905934839331e-06,1.36061656764308e-05,1.2380621555858926e-08,0.0009485088292078187,8.332277297569829e-07,0.007144698933986113,0.004608324533927955,0.0015226222528092277,1.4303283865097762e-07,3.604826862571905e-07,8.002267594418143e-09,1.0421179634892235e-14,6.697181494518505e-08,1.108560542333739e-10,3.146509616043789e-09,0.661107511766735,0.0,0.27077067427175383,-6.193801804950426,4722254817.95622,557.4269197558
3.2221779964531334e-08,0.0224708843503633,1.7834440846462901e-07,0.135685122825469,8.159275223804029e-05,0.0298226347502874,4.738441677435527e-08,7.123056875350056e-06,0.0,0.0,0.0,0.0,1.2705729565571699e-22,4.648261212621806e-09,1.087952410195343e-05,3.83291203037426e-08,7.601628079419884e-08,0.15300266203338,7.0574763306254916e-06,4.014724056578905e-05,2.740971455478006e-10,0.0008425667608770349,7.457911002243868e-07,0.00011072806417852591,0.000821698154827676,0.001266846255917922,4.024078752952594e-09,2.7486479556160274e-07,8.525445857533001e-10,1.378834825490872e-15,1.6426716186604756e-09,1.2651427723271139e-12,1.6327095266851724e-09,0.6589371032882629,0.0,0.2693217083346402,-6.146656719072567,3533731043.9618917,525.131361907532
4.233383350001808e-09,0.0227783308817334,3.217622757829287e-08,0.138385612234517,8.1176609677868e-05,0.0267700004146292,1.4524419321077309e-06,6.372015963986131e-05,0.0,0.0,0.0,0.0,2.362662929083714e-24,3.3699960133222993e-09,8.28852213069395e-06,1.5895705265855866e-07,1.8200096068419978e-06,0.155029475428482,4.631700925309154e-06,3.129167626262626e-05,1.5759383205267756e-08,0.0007029389582337846,5.01053831942546e-07,0.012849765251783938,0.004985082819095835,0.0011281824202541578,9.028579244784614e-08,6.807595251048661e-07,4.357203121064299e-09,5.626460174699953e-15,2.222305045891921e-07,4.1993213103948204e-10,3.1202473083165626e-09,0.65695540443096,0.0,0.27513884181671927,-6.148059335321314,3894201766.4698787,499.2116888847409
2.2871327149104014e-09,0.0231298502485533,3.724641268789422e-08,0.1403384185414549,8.11581515531288e-05,0.0240180060543868,5.436963411114544e-07,4.464749991411304e-05,0.0,0.0,0.0,0.0,1.2170338830239186e-24,3.6303326597646693e-09,4.512499132749838e-06,1.1844672288843878e-07,6.481791198076214e-07,0.157283292114028,2.3435882793534104e-06,1.1974454591926833e-05,4.4946459134481075e-09,0.0006250851776410975,5.038494965755554e-07,0.004002173782459174,0.00470328178742962,0.0009713738182483852,5.82509901926575e-08,4.924864863942629e-07,3.3472750747151696e-09,1.0382010739022878e-15,9.256943706248531e-08,1.677124630898668e-10,1.0947624779925186e-09,0.655149274890023,0.0,0.2751609418649486,-6.082377498802698,3313480127.3156466,481.319580455761
1.4971466917979822e-09,0.0233835840581981,4.0219796195911647e-08,0.141847620592776,7.938464997291071e-05,0.021720097496272,3.7131991849023963e-07,4.288995750057496e-05,0.0,0.0,0.0,0.0,6.826401325098907e-25,3.2946272232957356e-09,4.250915221198331e-06,1.2628447497409611e-07,4.117943013760806e-07,0.159513252540051,2.1368403694176773e-06,1.116490268155956e-05,2.3589662494086546e-09,0.0005625893328237561,4.4422180608679195e-07,0.0023398857301685358,0.004106066752006539,0.0008779770121488403,3.338673814155507e-08,5.160390297411581e-07,2.2183968440869237e-09,5.06119153864254e-16,6.902634356945505e-08,1.1529184846810549e-10,7.39241080742009e-10,0.65345606066273,0.0,0.2764472304652073,-6.051451227641593,2937970548.307035,462.881996656252
7.427297576488449e-10,0.0237068390059822,3.266208384275026e-08,0.142947965535148,7.72142974829573e-05,0.0196234517452982,5.851178647136222e-07,6.688359947404278e-05,0.0,0.0,0.0,0.0,2.089583039956746e-25,2.7682258000925565e-09,3.848191767114849e-06,1.28476855540136e-07,5.265291022936794e-07,0.161164510942932,1.993325090354285e-06,1.2463430334149133e-05,3.0700050034050376e-09,0.00048510529335459794,3.5513426936125125e-07,0.0035184128081018917,0.004610876633645854,0.0007437206965263686,3.135522100564526e-08,4.999299372507319e-07,1.7997330924789896e-09,5.535089180749937e-16,1.215772099890308e-07,2.4878008261595774e-10,6.408963195647773e-10,0.652480018473157,0.0,0.2788417528991129,-6.025206310319016,2645485079.3146534,441.170689579843
4.492283699614966e-10,0.0241246375158349,2.840859662783794e-08,0.1447432248757559,8.068571932020159e-05,0.0173962337867492,1.3418099385415057e-06,0.00013235660375037357,0.0,0.0,0.0,0.0,8.406330818860466e-26,2.408517699777912e-09,5.834385930860912e-06,2.215554476168537e-07,1.271823244421706e-06,0.16259163375782,3.0043147139792625e-06,2.9470096185700725e-05,6.537007331032058e-09,0.00044196173135073956,2.890865202805262e-07,0.007998151673260961,0.00537045695187309,0.0006496257308684256,3.379984385723355e-08,8.129742011547129e-07,1.5820167354782383e-09,1.4368211180035306e-15,3.951634307863446e-07,9.167833971268015e-10,1.1682752276210545e-09,0.65106358434452,0.0,0.2818840179062765,-6.116065468436779,2687180933.2831287,422.350891153149
