Y_NO,Y_NH3,Y_H2,Y_O2,Y_H,Y_O,Y_OH,Y_HO2,Y_N2,Y_H2O,Y_H2O2,Y_NH2,Y_NH,Y_N,Y_NNH,Y_NH2OH,Y_H2NO,Y_HNOH,Y_HNO,Y_HON,Y_NO2,Y_HONO,Y_HNO2,Y_NO3,Y_HONO2,Y_N2O,Y_N2H4,Y_N2H3,Y_N2H2,Y_H2NN,Y_AR,MF,CEM,HRR,T
0.0022352128806714853,0.0944906979849839,0.0151203985275203,0.072161727890579,0.0025788091537056143,6.951823629913322e-05,0.000491528236056,3.577584892843018e-05,0.707216634050701,0.110519013310159,1.0307695484227434e-05,0.002485232094662644,0.00012939831414467173,0.000121027416010698,2.533744163912475e-07,2.822233595704474e-05,1.9393897908057405e-05,9.369357282712068e-07,8.806318439660117e-05,0.001706959655652203,3.912294191523892e-06,6.470106917811973e-06,9.265002490472017e-09,9.395191084352255e-11,4.612698963185636e-08,0.02233992648137931,0.00024053360133201779,0.0005033597190917138,5.826938446594776e-05,0.0001704245366776843,0.0,0.21204002209464123,-7.33217365200204,46397434965.469864,1133.4718968675
0.0019316243451371368,0.0987393344776641,0.0158052054787298,0.0762757772232159,0.0024066505079858563,5.992884874714905e-05,0.0004197532174928,3.067399468427102e-05,0.703071207464237,0.10568872213866,8.624233777255521e-06,0.0022867522163054115,0.00010987033917019874,0.00010629815471400551,1.5904287170156823e-07,2.4631542723349746e-05,1.7033998436481e-05,7.269050083139025e-07,7.597810871295285e-05,0.001025366787028219,3.4823037586405204e-06,4.917978300105796e-06,6.266830080164969e-09,6.874910787825721e-11,5.3348219353606096e-08,0.023660050507071227,0.00021688729608036481,0.00046073493552980583,4.44114949293838e-05,0.0001536623042499326,0.0,0.2152402900129447,-7.2536447077814445,41510749891.31427,1096.88119992383
0.001568406029855666,0.102896331603589,0.0159835322082079,0.0809365026102388,0.001917996508143751,4.1516605263419876e-05,0.0003657504670871,3.2659814440016134e-05,0.7003167479314129,0.0995011351794645,1.1444765333560387e-05,0.0020926733502149657,8.661291305602417e-05,7.531639411742898e-05,1.318336326136671e-07,3.102179788710354e-05,2.0739265686895416e-05,8.400733411544926e-07,6.682843820140929e-05,0.0009940981693463149,4.314832258159112e-06,5.144023714730605e-06,5.633673533360735e-09,8.922374858651855e-11,1.4095290008370606e-07,0.027801760670381044,0.00025773373596424767,0.0004350005846260226,3.150574472641967e-05,0.00016631890564604485,0.0,0.21420551929711604,-7.1648700078492995,34822415776.27019,1052.91224456113
0.0012364378162295952,0.108824950554399,0.0164270541594927,0.0856588194249221,0.0014461007239840993,2.5968071634084833e-05,0.000321342263311,3.3958517060481144e-05,0.6964069145315049,0.0923609190663705,1.6003474807572216e-05,0.0019049764973008807,6.572386926234851e-05,4.90349133196935e-05,1.1056743696203533e-07,4.0857343397167444e-05,2.546547945494572e-05,1.0303561245122275e-06,5.907573628523868e-05,0.0009466891059516044,5.7023299709394515e-06,5.4869763027186295e-06,5.03773425577168e-09,1.360156817842707e-10,4.60499766720457e-07,0.03411869268497485,0.0003137280068297163,0.0004073972117081327,2.2126821825616933e-05,0.00018752619531291643,0.0,0.21412720218102654,-7.121502239418793,29265764579.776966,1006.14340291173
0.0009627628763728401,0.113546171877853,0.0172370596500919,0.0904413461175602,0.0010025627310833918,1.4506299921483732e-05,0.0002773458002786,3.493737857612519e-05,0.692533035751898,0.0859650408023184,2.317895523053482e-05,0.0016267643949248666,4.464926605647017e-05,2.765554163152961e-05,8.411547592768606e-08,5.382939650239427e-05,3.081305354382554e-05,1.2954603298916507e-06,5.2821549359548e-05,0.0008378799325529999,7.646593338899456e-06,6.143184697558405e-06,4.503322105285941e-09,2.8688646408288614e-10,1.9165547265488476e-06,0.04496923031919194,0.0003631834746114554,0.0003584896648577932,1.3765036096416163e-05,0.00020334955831475515,0.0,0.21172741451436788,-7.012458536776321,23303564808.69127,952.381289503566
0.0008301708868576957,0.1171416269372359,0.0179674589502097,0.0939784296634112,0.0007445057642878612,9.308784916362138e-06,0.000247809235204,3.4364490511208214e-05,0.690310417206657,0.0803542580072826,2.9751811077773202e-05,0.0014307117036002665,3.287453706380488e-05,1.7327830358468937e-05,6.786195180774771e-08,6.310217682651772e-05,3.413857752156538e-05,1.4993892266557904e-06,5.0995785857148536e-05,0.0007310804550349901,9.663482578185322e-06,6.7843712045494795e-06,4.233707647998248e-09,6.14110011213385e-10,5.276105185591032e-06,0.056504385519469465,0.00039039537072431613,0.000320614821045036,9.96837612192107e-06,0.000214262741180844,0.0,0.2083303229489927,-6.8942270520915105,19411105075.53345,917.307768370271
0.0007007803195438682,0.121950642056176,0.0182847443363255,0.0980791866381152,0.00044378417389255445,4.436746346699701e-06,0.0002138532732217,2.966068630952841e-05,0.687037507726292,0.0744340659698685,4.184932758830505e-05,0.0012229831848645243,2.06948006374244e-05,7.721107594444159e-06,5.158517050998571e-08,7.749952097166269e-05,3.7258321903280495e-05,1.8627617260000477e-06,5.2922412652328824e-05,0.0005423637967249134,1.5537249223339307e-05,7.915014743403548e-06,3.964293731637433e-09,2.5910175071670382e-09,2.4162975259404413e-05,0.08535512480040285,0.0004382062431793407,0.0002713050622587518,7.181286211531175e-06,0.00025237839045537467,0.0,0.1941094422428803,-6.704662229739249,14482436614.437542,872.7668399310229
0.0006434404334404699,0.125688666933668,0.0186219907649571,0.0992181367389926,0.00030766153531108526,2.6929931871375686e-06,0.0001923644782488,2.5963596608765533e-05,0.6853020568468221,0.0709767842373113,5.043297195176437e-05,0.0010800711492035089,1.483875262499214e-05,4.360324842829711e-06,4.299666400438006e-08,8.548338446294907e-05,3.771929966304e-05,2.0763112694378542e-06,5.496205550510084e-05,0.00043198404733810534,2.086886370304407e-05,8.9499773034727e-06,3.922162209819286e-09,6.583357304608513e-09,6.0608019232038664e-05,0.11280809591020184,0.0004584865995514493,0.00023916166375848076,5.832428525190377e-06,0.00027536341177306143,0.0,0.18183032000477853,-6.574575350897374,11446119935.239952,847.105007804024
0.0005817896667232605,0.128817656641295,0.0190677753657695,0.10269484090019,0.00018564495577851176,1.4237120308029345e-06,0.0001704607659414,2.0997423287079665e-05,0.6819704087344849,0.067278857592319,5.966737583650427e-05,0.0008894393223928107,9.268534945916713e-06,1.9861750445336577e-06,3.173381948842514e-08,9.212019461129052e-05,3.599879733454239e-05,2.304071453529886e-06,5.7093028039045346e-05,0.00029704682543278167,2.943279317404334e-05,1.0469361060235039e-05,3.843829866701367e-09,2.0712460062236707e-08,0.00018522564882706119,0.16787631875197667,0.00045400578678194363,0.00019521337393327005,4.273625485916686e-06,0.0002927822799408167,0.0,0.15503477808677377,-6.412360780466309,7967312297.6329775,814.186381964552
0.0005165973952166711,0.131214857659843,0.0196072887541721,0.106309128480839,0.00010692395065620503,7.606162904392671e-07,0.0001584013193134,1.5811737430159002e-05,0.6789614366821751,0.0637488871036579,6.368395628244594e-05,0.0007029098371722627,5.625682523883041e-06,8.704147562344787e-07,2.2715854303795976e-08,9.546457231366063e-05,3.135384634875128e-05,2.5386132381012934e-06,5.624853202477561e-05,0.00019120521587416946,3.918030453759107e-05,1.2213622282618677e-05,3.7761943602887646e-09,5.710510623457143e-08,0.0004935306602412414,0.25700182541369126,0.0004189088518749466,0.000153790939300751,3.05669638950601e-06,0.00029865107449164255,0.0,0.115539910481049,-6.221592353791391,5045388927.156698,783.4092538338
