Y_H,Y_H2,Y_HE,Y_O,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_O2,Y_OH*,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_NO,Y_N2O,Y_NO2,Y_HNO,Y_HON,Y_HONO,Y_H2NO,Y_HNOH,Y_NH2OH,Y_HNO2,Y_HONO2,Y_NO3,Y_HNO3,Y_CO,Y_CO2,Y_CH4,Y_C2H6,Y_N2,Y_AR,MF,CEM,HRR,T
4.220608387234484e-05,0.0206505701773541,0.0,2.0763182214110876e-07,9.51108244451843e-05,0.0453471409024383,2.4526746950579136e-05,0.0010628427595394578,0.122730617830048,8.630827366325271e-19,3.82553502584095e-09,1.4859979977198266e-07,0.0007205537423060493,0.1412895739823829,3.455723573796906e-08,0.0004832140292761099,1.0636066966759443e-05,0.00100450022697373,7.303015011763993e-05,0.00033746091092522743,0.18199276524101654,9.791721318907665e-06,0.00011407890945718727,1.4281357365803395e-10,2.4847533916127162e-05,7.910741619433087e-05,8.822457973785927e-06,0.00044209126279156616,8.735644366975043e-11,0.000529572302616528,1.2391337230663573e-07,2.988121685247725e-05,0.0,0.0,0.0,0.0,0.669886986283332,0.0,0.1508530311185656,-6.029641750182243,3733651566.7874165,643.093592872109
2.647017738377565e-05,0.0212486198861064,0.0,1.8112852585079142e-07,9.00461983821247e-05,0.0416063195490606,2.203545952440275e-05,0.0012868397902649393,0.125445664361419,2.6464036552948207e-19,1.4698974968797286e-09,8.065336407487303e-08,0.0008312417816955964,0.144471094490346,3.6581350322366506e-08,0.0009533896536012336,1.3535689257145159e-05,0.0013597136534800342,0.00013924099099039836,0.0003414426929170684,0.0020930466529552297,1.6209880751172637e-05,0.0001282901030374665,9.025162338353181e-11,2.4790307447064574e-05,8.296845625361901e-05,1.1748644118444759e-05,0.0005713847365737763,3.958229170046567e-11,0.0002268995205305963,1.4946477793864237e-07,5.6752241301273736e-05,0.0,0.0,0.0,0.0,0.6671382555146861,0.0,0.259892969170459,-5.964345673871182,6398244566.148995,610.374844241899
1.196349847965166e-05,0.0218124964038864,0.0,1.0010077378603171e-07,8.376768021369829e-05,0.0383221580586965,1.1218600036901517e-05,0.0007530995876975981,0.12961593615862,6.556551680894589e-20,4.4991573798237634e-10,2.9866347240958684e-08,0.0005629979834748365,0.147288165619071,2.024954962936865e-08,0.0009171190225507368,9.727332075924862e-06,0.0009770021444195248,0.0001257379713223648,0.0001927849022488894,0.2847100980708937,1.2815182392494786e-05,7.595775828139855e-05,2.8629699130115853e-11,1.2909010994903953e-05,4.8130055185112354e-05,8.354207456468833e-06,0.0004056563723876874,1.5086368251061142e-11,0.0006964221154828097,2.0838686681483036e-07,4.2017376217052263e-05,0.0,0.0,0.0,0.0,0.6628774760795121,0.0,0.10798934153698572,-5.947582569018046,2314898351.6078796,584.239136616736
4.516490014759997e-06,0.022154438813703,0.0,1.312378609239531e-07,8.40794602671872e-05,0.0344729373443815,1.1589576085310573e-05,0.00041748009984117766,0.132322405156947,2.428299002586973e-20,1.4416963556705176e-10,1.3316102770361521e-08,0.0006905532889349372,0.149858627457966,2.556641035748934e-08,0.00045040288624249815,1.5017271290154736e-05,0.001422260212228355,0.000322732998123763,0.00027533730777094,0.0001648602960807909,3.064727248305378e-05,0.00010074462585468827,1.84694157580379e-11,2.7629524793891695e-05,5.845698067089784e-05,1.772041651730014e-05,0.0007283804024708743,1.6703708675603364e-11,2.8880544490678332e-05,5.340245784254e-08,2.5830490714083515e-05,0.0,0.0,0.0,0.0,0.661107511766735,0.0,0.2664432705643287,-6.12434953540876,5454814942.80649,557.4269197558
1.6692799468058715e-06,0.0224708843503633,0.0,1.0028814524560925e-07,8.159275223804029e-05,0.0298226347502874,1.1689063617293184e-05,0.0007782694831908727,0.135685122825469,3.9081255193561096e-21,5.267044288636557e-11,5.610508741655936e-09,0.0006253577569464069,0.15300266203338,2.4413799174171168e-08,0.0011773120635393982,1.4838262134797568e-05,0.0012191157003719718,0.00038865959795375766,0.0002710475226317897,0.0014621233199158307,3.126681923173022e-05,0.00010041078894635883,5.476798855080995e-12,2.593713655565046e-05,5.6821496664251146e-05,1.843306845202797e-05,0.0006825810793643528,1.099140724615622e-11,0.00023700917838906168,2.598528900904292e-07,0.0001354132297477732,0.0,0.0,0.0,0.0,0.6589371032882629,0.0,0.26673581864508406,-6.396311508579154,5278744734.412753,525.131361907532
5.048285255269191e-07,0.0227783308817334,0.0,1.0259531140818501e-07,8.1176609677868e-05,0.0267700004146292,1.007315433625503e-05,0.0002485282225644221,0.138385612234517,9.380790541810422e-22,1.875212804654749e-11,2.0690056067794262e-09,0.000560037378023155,0.155029475428482,2.2718535679127655e-08,0.00010033396920709388,1.564594403419215e-05,0.0010916892891961935,0.0004895783104198346,0.00025265994022614084,0.00013128638508779137,3.0418876797994333e-05,8.813734987383863e-05,1.5464930720660794e-12,2.640932079715762e-05,4.824637467327906e-05,2.2517869681958157e-05,0.0007183461860396874,6.019826063207072e-12,2.6596542167488483e-05,4.229167910254906e-08,2.5111444678837004e-05,0.0,0.0,0.0,0.0,0.65695540443096,0.0,0.26967233874813784,-6.40875731038726,4913873836.347046,499.2116888847409
2.0291118743508533e-07,0.0231298502485533,0.0,9.69287521491482e-08,8.11581515531288e-05,0.0240180060543868,9.677503861764463e-06,0.00014357381902060335,0.1403384185414549,2.9290400520564786e-22,9.009351723864329e-12,9.862707381759372e-10,0.0005191770157203897,0.157283292114028,2.145771832889661e-08,3.834222576059433e-05,1.64558781591834e-05,0.0010053911404355519,0.0005351447563454347,0.0002277195238594921,6.10642604617185e-05,2.6997316731110373e-05,7.922968691907351e-05,5.278219431562835e-13,2.187493759744425e-05,4.298999988419025e-05,2.477363552588506e-05,0.0007094066455807597,3.621966170643976e-12,1.3948037919919894e-05,2.3298251638844126e-08,1.3761649141973277e-05,0.0,0.0,0.0,0.0,0.655149274890023,0.0,0.27197511114412043,-6.3660809587262905,4661436641.3532505,481.319580455761
7.922075963247757e-08,0.0233835840581981,0.0,8.602684257607255e-08,7.938464997291071e-05,0.021720097496272,1.0481511412310797e-05,0.00018507937251412322,0.141847620592776,8.186401980012683e-23,3.823954558860968e-12,4.249879197427456e-10,0.0004575238872628215,0.159513252540051,2.1143703932199296e-08,3.651250330550478e-05,1.593553317045739e-05,0.000877108886857539,0.0005990577028449625,0.0002496724284928022,8.388160766701464e-05,2.8060598634364036e-05,8.096027001435777e-05,2.2882408749841316e-13,3.058557305702427e-05,4.244229330344882e-05,2.966441671197809e-05,0.0007301114277590451,3.079194600705917e-12,2.237533121698857e-05,3.087988926344969e-08,2.2323291372653235e-05,0.0,0.0,0.0,0.0,0.65345606066273,0.0,0.2737730264446274,-6.318187250246355,4316302978.195334,462.881996656252
2.1651046411028258e-08,0.0237068390059822,0.0,1.8884102140438657e-07,7.72142974829573e-05,0.0196234517452982,1.3461716851830277e-06,8.401506270954307e-06,0.142947965535148,3.711093313018562e-23,1.5725764561461807e-12,1.4583446778500503e-10,0.00044093269291174117,0.161164510942932,2.3153584784411037e-09,1.0218724140803817e-06,1.3706497558591305e-05,0.0006386541469917472,6.684942308637599e-05,3.3764575991122816e-05,1.329064795033148e-07,1.0153100597250083e-06,1.7599132113365097e-05,3.041271981439349e-14,1.250186912567275e-06,5.162659477152075e-06,8.963070676449221e-06,0.0002304206994317689,2.9338961665112434e-15,4.074709021433617e-08,1.2434485224509945e-10,4.363207148743766e-08,0.0,0.0,0.0,0.0,0.652480018473157,0.0,0.27608352139594744,-6.235458204558791,2904840062.603225,441.170689579843
6.295532667095368e-09,0.0241246375158349,0.0,2.055943292801083e-07,8.068571932020159e-05,0.0173962337867492,1.3347319675506927e-06,8.896731686333965e-06,0.1447432248757559,8.9468911079323e-24,6.489107767430277e-13,5.67393239525277e-11,0.00040295473707048523,0.16259163375782,2.167023232140189e-09,1.03419442277197e-06,1.4991368089346215e-05,0.0005583817936352236,7.338513639566114e-05,2.835386331116586e-05,1.0679624684193817e-07,8.590062221162907e-07,1.477855122571383e-05,1.0897812434958006e-14,1.1902676987121307e-06,4.522655951477452e-06,1.1597105610126758e-05,0.00024734697389792667,1.556181161787827e-15,3.9179834807122585e-08,1.26943078212083e-10,4.285576571396689e-08,0.0,0.0,0.0,0.0,0.65106358434452,0.0,0.2779546902246962,-6.179168672453071,2793945239.0230184,422.350891153149
