Y_H,Y_H2,Y_HE,Y_O,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_O2,Y_OH*,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_N2H2,Y_N2H3,Y_N2H4,Y_H2NN,Y_NO,Y_N2O,Y_NO2,Y_HNO,Y_HON,Y_HONO,Y_H2NO,Y_HNOH,Y_NH2OH,Y_HNO2,Y_HONO2,Y_NO3,Y_HNO3,Y_CO,Y_CO2,Y_CH4,Y_C2H6,Y_N2,Y_AR,MF,CEM,HRR,T
3.9230340499087375e-12,2.07371359821452e-05,0.0,2.8276113604255713e-06,9.00443199918262e-05,0.0102555094838958,7.232310791983063e-06,0.0004501664093339848,0.232369309180293,6.214556565627568e-27,4.540416803983118e-16,8.60348282117871e-15,6.519124764660485e-07,0.0002344566637881,2.0290578419297333e-12,1.9594004533669983e-07,4.4985028052575485e-08,2.5514688447411565e-06,3.643550174546677e-07,5.612370921260113e-06,3.409527603975579e-08,2.069779456240526e-06,8.260148079443938e-07,4.893601775575195e-20,6.896330593380518e-06,2.6600679180906542e-08,8.799385866252396e-06,1.6946002003066064e-06,1.2230558197177775e-15,1.6270042849923183e-05,1.0340264043142656e-07,1.867613388541268e-05,0.0,0.0,0.0,0.0,0.7570299432160491,0.0,0.0,-5.816795957556662,88615694.39349769,299.190022851704
6.307296075827557e-12,1.79200622729013e-05,0.0,2.9237327069672522e-06,9.11075045619659e-05,0.0102097636221987,6.91481155386008e-06,0.0004262676739153472,0.232420262564471,1.0010228053384007e-26,5.924481973965665e-16,1.1111584014169753e-14,6.072623706560144e-07,0.0002080762254184,1.0996246452720696e-12,1.676677650546064e-07,3.4839079802111263e-08,2.5948913795877067e-06,1.8750127265536338e-07,5.31883140210276e-06,2.6983941650041082e-08,1.908071212041768e-06,7.38901880759076e-07,5.292394051527401e-19,6.192330601003096e-06,2.3535149623243104e-08,7.804277571612615e-06,1.5210246964775192e-06,1.131509912869827e-15,1.3330060051833509e-05,8.66092962115497e-08,1.5211500857874774e-05,0.0,0.0,0.0,0.0,0.7570528700210771,0.0,0.0,-5.81633701109459,86429119.03012115,300.752261792634
6.715202266659787e-12,1.88617091301688e-05,0.0,2.8372474530673715e-06,8.972399778752099e-05,0.010214195611409,8.436683873783325e-06,0.0004780530637261051,0.232588162066397,1.1047144671847582e-26,7.395693892679975e-16,1.3560724656219947e-14,5.996119435911452e-07,0.0001973715531932,1.954753204085194e-12,9.202532329803522e-07,4.064080659702251e-08,2.4986674048363402e-06,3.470226262906754e-07,2.723198243663166e-06,1.146330652485488e-06,5.33255944039012e-06,7.361854539966517e-07,4.734070261671378e-20,3.1939859597079254e-06,2.848040028599703e-08,7.5980549009908935e-06,1.513943139077669e-06,4.28545734690748e-15,0.000308121286299075,2.5646740095341007e-06,0.0003454523058046405,0.0,0.0,0.0,0.0,0.756891685062083,0.0,0.0,-5.802844018810189,93366553.57622778,302.873721245693
8.692450409838328e-12,1.88268214950906e-05,0.0,2.7984767054138375e-06,8.757765659627109e-05,0.0105328254517084,7.442603725896515e-06,0.0004363904206392223,0.2323011477793,1.627487243364221e-26,1.1633707267769872e-15,2.1279901821758637e-14,6.738998558601473e-07,0.000203324128118,2.2849909496383158e-12,4.498330770093526e-07,4.743797033599012e-08,2.4057864780762116e-06,4.1822373438657264e-07,5.751675379354147e-06,1.0593843242130528e-07,2.540276252107718e-06,7.864716667962133e-07,1.4101209311657662e-19,6.602863915859566e-06,2.8604937904167444e-08,8.154459109445941e-06,1.7195185090991233e-06,2.2030882499173207e-15,4.20423740274176e-05,2.6007633455803163e-07,4.8055068676211155e-05,0.0,0.0,0.0,0.0,0.756856298162782,0.0,0.0,-5.775943633223138,81013464.13962086,307.637531632728
1.5682398396572405e-11,2.14303473657135e-05,0.0,2.6644481011223443e-06,8.511498935340259e-05,0.0117790748919692,7.583608779598949e-06,0.00038446155559918363,0.23143287545891,3.837378195615219e-26,3.4347980317501203e-15,5.961360377673585e-14,8.86995673548641e-07,0.0002289118600906,3.2992545339354916e-12,8.483291312659004e-07,6.703308845200194e-08,2.184307329700081e-06,6.239730006807324e-07,4.043327473062698e-06,2.1000241170770566e-06,6.840236940869475e-06,9.537886310831389e-07,2.1132318942532533e-19,4.375882315145617e-06,4.2585200211514534e-08,9.654272862717941e-06,2.2968435703578948e-06,9.322107464638347e-15,0.00037611393655243876,2.614311355093346e-06,0.000425787628519314,0.0,0.0,0.0,0.0,0.7564525924523109,0.0,0.0,-5.725890218476873,75070855.2168571,318.80729625232897
1.925180224468152e-11,5.53126998506658e-05,0.0,2.4275936938913977e-06,8.609848707782171e-05,0.0130838061086944,7.2536655007747475e-06,0.00034731179345066536,0.2313877247287289,5.795966664249238e-26,9.64910992277201e-15,1.6649717232604515e-13,1.7665401793360926e-06,0.0003944205386691,9.471127809780721e-12,1.089538845673029e-06,1.451493167982731e-07,2.0771243388512757e-06,1.7773210339592562e-06,8.781468434570882e-06,4.370744083747329e-06,1.0229829867270586e-05,1.6740034627811944e-06,6.360988795496334e-19,8.933144261682431e-06,8.75592797676846e-08,1.7203414399959244e-05,4.594948399444331e-06,1.9491697093924135e-14,0.00045968326837941034,2.2827386030624235e-06,0.0005229258119522402,0.0,0.0,0.0,0.0,0.7549926374369781,0.0,7.530605306493384e-05,-5.6940785933223825,77195563.75268775,330.32137005245204
5.12365880069594e-11,5.85677217694567e-05,0.0,2.2052549113136515e-06,8.26593657404708e-05,0.0146803882449502,7.881416505393715e-06,0.00028076538286342444,0.230466848462506,2.1491375858851035e-25,4.225324974296468e-14,6.796555610646062e-13,2.3401581280526924e-06,0.0004291494594811,1.3180770685509392e-11,1.299165343962834e-06,2.0333648227140896e-07,1.909734113325214e-06,2.572571074453599e-06,6.01764814148738e-06,2.4362290347418263e-05,2.0903832456450262e-05,1.970600939972479e-06,1.4305148389414868e-18,5.553276988929873e-06,1.458102847181978e-07,1.8881474942445226e-05,6.005888839679494e-06,7.895171397183219e-14,0.001286806608388241,7.2600741625932435e-06,0.0014366557457101913,0.0,0.0,0.0,0.0,0.754282386745553,0.0,0.0,-5.621249207694875,73831659.9789911,348.05913683833603
4.3759148616778317e-10,5.18155912277563e-05,1.0774378235608667e-23,3.5493843095079554e-07,7.914767487387901e-05,0.0167199288943966,0.0001494019868225245,0.0004269013327283551,0.228652553915735,6.95595366562763e-25,1.0692022090513779e-13,2.3107650436686237e-12,2.539179095470374e-07,0.0004276045513541,5.066095568037983e-13,4.9321291729264324e-08,2.0315945915093517e-08,3.778585033337161e-07,3.319332577575232e-08,1.0074783116221178e-07,0.022893247650860524,0.001012241051095314,1.475929218619585e-06,3.2047823726068724e-19,2.594805039384312e-07,4.5829668591182325e-07,1.0528629922525733e-06,6.261041130849157e-07,1.781564460548393e-10,0.09233424612068108,0.0006406916217612862,0.10715217742172471,0.0,0.0,0.0,0.0,0.754068949372413,0.0,0.0,-6.283307505552857,562773208.2267357,369.12514024497
6.574312969353555e-10,5.12884231235626e-05,0.0,1.8592197326951586e-06,7.418374197374879e-05,0.0195291344026242,7.88075019467564e-06,0.0001771897775622956,0.226393559689225,8.271541122225721e-24,1.274410672876386e-12,1.838760336788975e-11,3.9079648076245754e-06,0.0004288315228979,2.2133095908569403e-11,1.9548207862717533e-06,3.8670164211112333e-07,1.8144614964900643e-06,4.344643688600111e-06,8.971440358981226e-06,8.188829985459044e-05,3.3604756495220415e-05,2.5247340266253404e-06,5.422029503174523e-17,7.372738758414701e-06,3.000230334468333e-07,1.962860340354312e-05,9.854200489457732e-06,5.892556258030019e-13,0.002229403952437031,9.628543698607454e-06,0.002459096904518057,0.0,0.0,0.0,0.0,0.7535230022201559,0.0,0.0009947826792792165,-5.697134457064068,54244385.98262451,401.39436961284
6.224141114792749e-09,4.7390245160623714e-05,0.0,2.59270377439005e-07,7.11465302537006e-05,0.0229423059051453,0.00014944480348395197,0.00029976036179499136,0.223278662072201,2.2985826926974984e-23,4.880064432840943e-12,1.0470857541372546e-10,3.5782593219932367e-07,0.000421657910519,7.128256911387773e-13,5.092310599858322e-08,3.096648161485472e-08,1.7324133740913906e-07,3.918566806365158e-08,2.783115350656758e-07,0.03119139430760707,0.0013116733222362444,2.4080916821246726e-06,1.9820138898139546e-17,6.300234243499093e-07,7.832879010820038e-07,6.52873765085854e-07,6.854491107843539e-07,1.3191974947164887e-09,0.10916822257229106,0.0005416226733037902,0.11844647137496454,0.0,0.0,0.0,0.0,0.7532388373367199,0.0,0.0,-5.946060682798612,336845438.68956155,435.952448306898
