Y_NH3,Y_NO2,Y_NO,Y_N2O,Y_H2,Y_O2,Y_O3,Y_H,Y_O,Y_OH,Y_HO2,Y_H2O,Y_H2O2,Y_CO,Y_CO2,Y_HOCO,Y_CH2O,Y_HCO,Y_NH2,Y_NH,Y_N,Y_NNH,Y_N2H4,Y_N2H3,Y_tHNNH,Y_cHNNH,Y_H2NN,Y_NH2OH,Y_H2NO,Y_HNOH,Y_HNO,Y_HON,Y_HONO,Y_HNO2,Y_NO3,Y_HONO2,Y_H2NCO,Y_HNCO,Y_AR,Y_HE,Y_N2,MF,CEM,HRR,T
0.115438896954287,6.098447965121323e-06,0.0006010827496569472,0.04072383562416902,0.0175169601181973,0.0944248452915801,0.0,0.0017068915674539043,1.5936962755715016e-05,0.0002809466320357,0.00013574266436382817,0.0807793357469049,4.8557690707505564e-05,0.0,0.0,0.0,0.0,0.0,0.007873130467196742,8.50118113818958e-05,8.730011632353e-06,6.335382753611593e-07,0.005063470405334564,0.0007436991367244516,0.0010443748549859235,0.00012064563981609417,0.00012080215217518895,0.00035273500303327097,5.7221823553321275e-05,5.302618007740983e-06,0.0001169793263583974,0.0,4.798982627006872e-05,2.4104619316515832e-09,1.1630288311844985e-09,7.483913868637025e-06,0.0,0.0,0.0,0.0,0.6915590152569949,0.42785111395377873,-7.00047395560473,128568068748.2805,913.3309678293
0.120871800895498,4.024837533340261e-07,0.0005553464392501666,0.030613758840593235,0.018325736265378,0.0988886425180296,0.0,0.004817950605083596,3.2204359623382396e-05,0.0002347692143205,7.163094426489885e-05,0.0751227979838148,2.799563034580916e-06,0.0,0.0,0.0,0.0,0.0,0.008225338223201928,0.00011992965876638362,3.2588736252300825e-05,2.531810333873486e-07,0.001526705066656549,0.00012205368117570244,0.0005991920608001859,7.044644090252872e-05,1.0180614626301472e-05,8.307037346026879e-05,1.1688647551450518e-05,8.354199446301938e-07,5.957034771265809e-05,0.0,7.290123719755992e-06,1.024433486158658e-09,9.003255266319697e-12,1.3617396840755478e-07,0.0,0.0,0.0,0.0,0.686556253122959,0.4528284559328195,-7.390655174055793,158761119348.0119,865.8285697797528
0.125811992051783,7.98182916529117e-07,0.00022570348264584381,0.026738479537642267,0.0189258618732596,0.104057023676321,0.0,0.002302738562702341,9.71041057854143e-06,0.0001914511781495,5.467009826222066e-05,0.0684793900531016,7.364036432179743e-06,0.0,0.0,0.0,0.0,0.0,0.008421076457834891,6.45058710712407e-05,8.520980592328574e-06,1.6954772301098912e-07,0.003388566433881351,0.00031474420060459223,0.0007493382813518327,9.229189409433961e-05,3.1598699217805114e-05,0.0001313467119265621,1.946016568766014e-05,1.1224337320045244e-06,5.045396447134696e-05,0.0,4.337895325173946e-06,5.826195428003305e-10,6.070526945890714e-11,7.9111736580418e-07,0.0,0.0,0.0,0.0,0.682534281167385,0.4657948871591531,-7.118637903495467,131373737769.80513,817.302085293806
0.131246049195848,3.932682631531077e-06,0.0001185213618998139,0.05669794095404472,0.019354047429806,0.109220519986655,0.0,0.0008601727600176335,2.4718451916847164e-06,0.0001606738656523,3.314222853889324e-05,0.0609267117307801,1.893433646715737e-05,0.0,0.0,0.0,0.0,0.0,0.007221833265055783,2.842694247164167e-05,1.6949689321768101e-06,1.1256522318780558e-07,0.005617309245996211,0.0007518892467045021,0.0009153970933482193,0.00011032545691647971,0.00011365055131133609,0.00018296251974530187,2.8162509664200697e-05,1.4631628026644844e-06,4.548369534163595e-05,0.0,3.425844039895169e-06,4.656533890639049e-10,1.991564946522269e-09,1.3825155543626955e-05,0.0,0.0,0.0,0.0,0.679091997791258,0.4232124672449157,-6.789770595977686,94532298471.099,763.697169473598
0.136744023462041,1.6043647664730876e-05,0.0001285566296773578,0.3599026725172346,0.0200016185461535,0.114343843649072,0.0,0.00021001254694756524,5.331206625370959e-07,0.0001367671065477,2.0644678231476817e-05,0.0543903535977619,4.759529060193096e-05,0.0,0.0,0.0,0.0,0.0,0.0030359843861621828,8.183501251564716e-06,2.8932745000241926e-07,5.953377773742424e-08,0.005079715035109185,0.0009865132106512064,0.0009677834355024381,6.778681034033923e-05,0.0002666422997798003,0.000239109022663982,3.792724128008248e-05,2.4033683140936905e-06,4.657862480148048e-05,0.0,1.0613112228580082e-05,8.129386236475756e-10,7.708523280094623e-08,0.0002778163480495979,0.0,0.0,0.0,0.0,0.674383393638424,0.13903285640024243,-6.352184292273303,17157750655.083643,713.2109982532719
0.140466727525437,1.4296706432296061e-05,9.375320106083246e-05,0.5056845527149575,0.0208143983722664,0.119631201595871,0.0,0.00012008649639068615,2.491716655762425e-07,0.0001258498204344,1.4204471672790858e-05,0.0486370012498203,4.31219298412108e-05,0.0,0.0,0.0,0.0,0.0,0.001999842718034292,4.25605104068111e-06,1.313785446926966e-07,4.280276747534707e-08,0.0038203970598636827,0.0007820082664587004,0.0008471563516202001,4.839718404637136e-05,0.00024748258359046354,0.000186062165547474,3.12029981109763e-05,1.9153716088321987e-06,3.8502578519383804e-05,0.0,7.51772191735905e-06,4.963895529240364e-10,1.0243306570613935e-07,0.00031127227382751266,0.0,0.0,0.0,0.0,0.67032482143617,0.06634811641861754,-6.268978236679158,7709601603.938894,668.065191674807
0.1442250686779019,1.5519904102633093e-05,8.871645638371536e-05,0.5929099473760151,0.021369587716919,0.124096484914085,0.0,6.976101041790621e-05,1.3256513804517462e-07,0.0001126259181177,1.2303213515629606e-05,0.0432801372236032,5.2397879721163077e-05,0.0,0.0,0.0,0.0,0.0,0.0012711328995284711,2.313271934984236e-06,6.506549457642833e-08,3.029984043782254e-08,0.002986804696311613,0.0006558381393992756,0.0008187283555547804,3.381310188319127e-05,0.00025005111898355017,0.00017611233355244635,3.0366131515250527e-05,2.0353465588520676e-06,3.937850743966692e-05,0.0,9.999988254043022e-06,4.170070630075709e-10,1.8393579721381522e-07,0.000498655801801303,0.0,0.0,0.0,0.0,0.6669160955493729,0.03248429066137978,-6.167612202841862,3817068448.28452,632.580237087193
0.147854005635331,1.597476819923451e-05,8.735989208269381e-05,0.6272577690376624,0.0217349823543196,0.127182237301095,0.0,4.9100954906804604e-05,9.039741450988136e-08,0.000106298748302,1.1955057352876605e-05,0.0388136264340919,6.459885106922972e-05,0.0,0.0,0.0,0.0,0.0,0.0009360122268984212,1.5057905422480776e-06,4.025131658682822e-08,2.5524204257276043e-08,0.0024797236426273204,0.0005794709039679093,0.0008857309443115293,2.720792201825367e-05,0.0002651796610049984,0.00017755085860298825,2.9757003992480063e-05,2.374308655383576e-06,4.3241367543420213e-05,0.0,1.3454644537853345e-05,3.499633287696821e-10,2.7077085579050675e-07,0.0006699635259439437,0.0,0.0,0.0,0.0,0.66430884952686,0.02088271335520074,-6.103882497600391,2638648064.9460382,596.7671730296489
0.150933654871208,1.6089011641286433e-05,8.776840564607617e-05,0.6319688824981793,0.0221689995026952,0.129882364612932,0.0,3.972798846530947e-05,7.317868228455587e-08,0.0001011135021699,1.2338464046572374e-05,0.0348992220356421,7.758053586352708e-05,0.0,0.0,0.0,0.0,0.0,0.0007731206997423092,1.1355660410303728e-06,2.9541129569066732e-08,2.3447208228428462e-08,0.0021848810362213858,0.0005360066968254151,0.000978875547181078,2.4068988039088575e-05,0.00028127707877659215,0.00018064185595949016,2.9390034299753923e-05,2.7459674019088493e-06,4.775307098317477e-05,0.0,1.7092067933631507e-05,3.0821556896558625e-10,3.3892642646261333e-07,0.0007921706698243575,0.0,0.0,0.0,0.0,0.662014645475352,0.0196120032589994,-6.059981331537182,2229382338.6735635,567.886007684449
0.153719157855068,1.9647767294079124e-05,0.00010853826719012003,0.7056137320195869,0.0227017430604446,0.134157485418289,0.0,2.107341558431772e-05,4.9151864647174126e-08,9.80131128857668e-05,1.6260022752616387e-05,0.0308377690444816,0.0001385136237852927,0.0,0.0,0.0,0.0,0.0,0.00039755040879594164,5.801893147110031e-07,1.485348969727456e-08,1.8826259816828463e-08,0.001308865896572428,0.00036485670347217547,0.001026348626908303,1.4781883999334596e-05,0.00026552692148227474,0.00017870890884550165,2.994391585344699e-05,4.123622557253791e-06,6.746809736138202e-05,0.0,5.1958381215923086e-05,3.6276386649650445e-10,6.766577972304071e-07,0.0017538018754052573,0.0,0.0,0.0,0.0,0.658485831508832,0.0,-5.931472911681739,993789944.8009864,529.968769194052
